id,timestamp,token,manual,time,lines,views
kqNe2gD2Cwk,1621.5,9:08 PM,true,9:08pm,"a text message that came through||from Chance's phone to his aunt Katie at 9:08 PM||- I called him first and asked him,",1340425
s7MuhljrBAQ,2890.9,9:08 PM,true,9:08pm,"off and tried to get the hell out of there||Not long after that, at 9:08 PM ,||only 28 minutes after Steve first stepped foot on the field,",718392
Y7bPlx6w050,446.4,9 08 pm,false,9:08pm,colleagues that these were signs of an||eruption then at 9 08 pm nevado de la||ruiz erupted sending rocks and debris,1746678
kqNe2gD2Cwk,1623.5,9 08 pm,false,9:08pm,through from chance's phone to his aunt||katie at 9 08 pm i called him first||and asked him you know hey buddy i just,1340425
v7WU4rHRR6Y,979.7,9 08 pm,false,9:08pm,right to the front looking directly into||the crowd and at 9 08 pm he begins to||play his song butterfly effect whilst,768276
LQu6IahhZbM,58.5,9 08 pm,false,9:08pm,elmwood||on june 12th at 9 08 pm the light is red and you're making a||right-hand turn and,549023
fv3u1YtfVs4,642.1,9 08 pm,false,9:08pm,I||ended up having the baby at 9 08 pm on||Valentine's Day Monday February 14th and,295210
_cksqrj3FhE,355.9,9 08 PM,false,9:08pm,just called you guys that okay whatever||son I'll be there at 9 08 PM sharp why||908,134390
cGS0tj7Ob5A,773.9,9 08 pm,false,9:08pm,five times paid jackpot was hit on a||Thursday at precisely 9 08 pm and was||special because I was trying to hit a,145296
VIxl2a_68Hc,401.4,9:08 P M,true,9:08pm,"What's up, guys?||9:08 P M , Tuesday night||About to have a dinner with some Vayner Sports peeps",693501
dREbihk31tw,385.2,9:08 p m,true,9:08pm,"Red light violation on Roger Williams and Elmwood||on June 12th at 9:08 p m||The light is red and you're making a right-hand turn,",186853
B5ySYiUGqw8,572.3,9:08 p m,true,9:08pm,"to speak with a friend and fellow holidaymaker,||Jeremy Wilkins at 9:08 p m||on the road",185246
Ew3LSMhwzGU,705.3,9:08 p m,true,9:08pm,"""where Marcus's truck and trailer were observed traveling||""at approximately 9:08 p m||""It is clear to officers",157971
EcfCYYTjxyE,93.5,9:08 p m,false,9:08pm,Earth a very bad place of things to be||going wrong at 9:08 p m Swigert saw a||warning light and uttered the words to,711211
WD-Q-1iYp1s,72.3,9:08 p m,false,9:08pm,out r i p big law loggins 46 was shot in||the head at 9:08 p m wednesday as he||stood near a nissan rogue into seven,399373
VaG0cAUz6oA,1627,9:08 p m,false,9:08pm,that was purchased was actually after||closing at 9:08 p m and it was a four||piece chicken meal and this is what was,269153
EWxA1bynlV4,1095.9,9 08 p m,false,9:08pm,actually had reached out to her and||texted her back at about 9 08 p m the||night before but there is some question,221467
dREbihk31tw,384.4,9:08 p m,false,9:08pm,violation on Roger Williams in Elmwood||on June 12th at 9:08 p m the light is||red and you're making a right-hand turn,186853
B5ySYiUGqw8,573.1,9:08 p m,false,9:08pm,and fellow holidaymaker Jeremy Wilkins||at 9:08 p m on the road near the tapas||restaurant throughout the next hour or,185246
Mnl3-NUI9OU,648.5,9:08 p m,false,9:08pm,been waiting for Tina to see what||she's gonna say and last night at 9:08 p m Tina mojo tweeted this out right||here having to face the cold hard truth,153582
