id,timestamp,token,manual,time,lines,views
vxhyzPUHQQw,93.3,11:15PM,true,11:15pm,annex arrived and engaged militants before taking survivors back||to the extra mile away at 11:15PM 40 minutes later the attackers laid siege||to the annex as well,993119
B4imz2l47no,445.7,11:15Pm,true,11:15pm,"while coming back but thankfully Rushee saved us||it's 11:15Pm , we've to cut the cake at 12AM||but I'm so impatient, I hope",764423
d8APKWNmaL4,672.8,11:15pm,true,11:15pm,"5th birthday, and the day Tupac met a grisly fate||It was 11:15pm in Las Vegas - Tupac||had just attended a boxing match between Mike Tyson and Bruce",393016
BPOmm-rSZ2k,389.4,11:15pm,true,11:15pm,The SEALs reached the southern end of the||airfield at 11:15pm and quietly moved ashore||as the sounds of artillery fire from battles,303123
dlFwOlZNCCs,235.4,11:15pm,true,11:15pm,"telephone||The first police car arrived on scene by 11:15pm , with more resources routed to the Coliseum||as the scale of the disaster became apparent",492559
n1gVsWHS1-g,965.7,11:15pm,true,11:15pm,gone to a phone box a block away and was seen making a call||at 11:15pm Police tried to get the call logs from the box but had no luck||It,192145
XVJvnchvcGs,601,11:15pm,true,11:15pm,I'm gonna get ready for bed now||It's 11:15pm and I wanted to sleep a lot earlier||I actually have a lot to do,147044
ZDwdJEdOWaI,1762.1,11:15pm,true,11:15pm,the Oren picnic and they told us that they left the Oren picnic||around 11:15pm to 11:30pm on the night of July 4th||From the Oren picnic to that,111053
ZSzO-0M6QXs,381.1,11:15pm,true,11:15pm,So right now it's 11:15pm we arrived the hospital around||6:20pm and I was an emotional wreck because||I,114073
PrVhCfE8R2Q,297.6,11 15pm,true,11:15pm,"in the dark, confusion reigned over who was who and where exactly they were||At 11 15pm , the 2nd Light Cruiser squadron under Commodore William Goodenough suddenly||found unknown ships on its",181861
4y-KDVdCASY,10.9,11 15 pm,true,11:15pm,"750 sedan, heading eastbound on Flamingo Road in Las Vegas||At 11 15 pm , a white, four-door, late-model Cadillac, pulls up alongside them||The back window of",1659477
h4lLqmltZNs,626.4,11 15 pm,true,11:15pm,from that deadly flu doctors telling||me she gonna die then between 10 33 and 11 15 pm louise searches online again is it true you||yourself when you die for how long,1434917
isD5b-7qIHA,534.2,11:15 PM,true,11:15pm,35 year old Petra Heller||Around 11:15 PM Petra woke up to the sound of smashing||glass and a bright light coming from,907635
5Yy_unGaD-w,46.5,11:15 pm,true,11:15pm,'ve got a series of 15-minute episodes which are on BBC Radio 4 at 11:15 pm That's just how much faith BBC Comedy have in us||But to promote the,429479
ECCPt9pgzgU,313.8,11:15 pm,true,11:15pm,Gym Time from 9:30-10:30 pm||Writing Homily 10:30- 11:15 pm||11:15-11:30 Examen and Night Prayer,190609
aClnKVe054I,441.3,11 15 pm,true,11:15pm,at 10 44 p m he is back at lori's apartment||until 11 15 pm i do wonder what he bought at||the maverick and what was he doing for,177706
aClnKVe054I,453.5,11 15 pm,true,11:15pm,there's another gap||because it says that he's at lori's apartment until 11 15 pm and then places him at his apartment at 11 44 p m which is||a,177706
o6tH4zzqrgA,24.5,11:15 PM,true,11:15pm,"MARYLAND AND WAS LOOKING TO A BLACK MAN WHEN HE ENCOUNTERED||TIMOTHY KAUFMAN AT AROUND 11:15 PM MONDAY AND MANHATTAN||JACKSON THEN ALLEGEDLY ATTACKED KAUFMAN WITH A LARGE SWORD,",171378
dHwRwHc6jDw,295.3,11:15 pm,true,11:15pm,"searchers to look the thick undergrowth||At around 11:15 pm , a scent detecting dog led||police from the lake into the brush",171214
7okvPXileio,549.6,11:15 PM,true,11:15pm,signed and dated that it was||collected at 6 on 6/7/21 at 11:15 PM||Team fit in the time period,158564
vmOHDVvlVlI,2532,11:15 pm,true,11:15pm,"Look at the technique, it is not dry even after being cooked||It is around 11:15 pm All the shops are still open||It does not feel like it is nighttime",147228
3kuxaPV2rNQ,204.7,11 15 pm,true,11:15pm,his journey to Cox's Bazar||The official time of departure of the bus is 11 15 pm About 12 minutes late||And it is raining on this side,146492
R29CFBUu84Y,1312.3,11 15 pm,false,11:15pm,she checked into a hotel at the rockford||inn around 11 15 pm that night||just after noon the next day hotel,12362213
Ry9Nl8Zv1ms,276.6,11 15 pm,false,11:15pm,left that day||11 15 pm that evening||mr jenkins what happened the next day,4609250
lL0CkSNUIG8,157,11 15 pm,false,11:15pm,begin at 5 30 pm central||a few hours after this around 11 15 pm karen and lauren would arrive back at||the home to discover david nowhere to be,2476910
xm1tGpkaYZo,440.8,11 15 pm,false,11:15pm,sunny with few clouds in the sky||at 11 15 pm tyler posted a message to||his facebook wall,2187060
FKgVB3B3hP8,845,11 15 pm,false,11:15pm,did get a few calls with possible leads||one caller said that at 11 15 pm the||night of sharon subduction they saw a,1664769
I9LSeMayfk0,206.8,11 15 PM,false,11:15pm,falling asleep later that night Tupac||was shot at 11 15 PM near the Vegas||Strip Tyson got the news while he was at,1516613
BYHC5w_Y5N4,307.3,11 15 pm,false,11:15pm,left that day||11 15 pm that evening||mr jenkins what happened the next day,1420531
Hoidr7HgYP0,191.4,11 15 pm,false,11:15pm,transaction||was at an atm at 11 15 pm two nights before his body was found||tom mckay draws two hundred dollars from,1488149
MXL-ZUPe2uc,249.9,11 15 PM,false,11:15pm,York they also know that the flight||disappeared at 11 15 PM but what could||have happened to cause the flight to,1381133
voGVKEXx2rw,371.8,11 15 pm,false,11:15pm,if i get off work at around 11 pm i'll||be home by 11 15 pm i won't go to sleep until around 3 or 4||in the morning the,978702
iZd1aQ7TY9c,497.8,11 15 PM,false,11:15pm,inside job to no avail and Max was just||getting started at 11 15 PM Max struck||his next victim Channel 11 WTTW the,1518518
RPTjDFVa9GM,356.6,11 15 PM,false,11:15pm,scene and continued to read The Catcher||in the Rye at 11 15 PM Lennon was||transported in a police car to Roosevelt,1371042
RPTjDFVa9GM,1224.1,11 15 PM,false,11:15pm,right after the light turned green and||then made a right turn around 11 15 PM the BMW was attacked shooting Shakur||four times and sending him to the,1371042
9iwUe7fDe4Q,538.3,11 15 PM,false,11:15pm,spend time outside the city they must||arrive before the tunnel closes at 11 15 PM otherwise they have to sleep in their||vehicles until the tunnel reopens at 5,897735
Ibiz4m1yaKM,487,11 15 pm,false,11:15pm,is patrick thomas julenelle was taken||into custody at 11 15 pm on may 16 2021||by the jacksonville sheriff's department,793066
VJDQhykjJI0,83.6,11 15 pm,false,11:15pm,left that day||11 15 pm that evening||mr jenkins what happened the next day,704771
GOnLvU09IXg,734.6,11 15 pm,false,11:15pm,which the crew basically said tough||hold it until we land oh at 11 15 pm doha time we caught glimpse of the pearl||and landed smoothly a few minutes later,867194
p5_w33jgB_0,345.5,11 15 pm,false,11:15pm,her hair put on makeup and left the||apartment this was at about 11 or 11 15 pm her destination the home of Christopher||Edwards it was a roughly eight mile,715594
9aNe71OvThA,1104.6,11 15 pm,false,11:15pm,parents in paris||they sent an sms at 11 15 pm saying there was a problem on the ship||and that they had their life jackets,685227
BuiOhopay7o,234.7,11 15 pm,false,11:15pm,fatigue was setting in||at around 11 15 pm angela dropped kyla||off at her home and then drove to a pay,528813
BuiOhopay7o,265,11 15 pm,false,11:15pm,she would grow to regret||sometime between 11 15 pm and 11 30 pm||angela picked up the pay phone inserted,528813
33J0uRRRu_8,1215.3,11 15 pm,false,11:15pm,ever been there||i looked at my watch and it said 11 15 pm great only 28 more hours in this place||i went back to the couch and,697048
dlFwOlZNCCs,237.5,11 15 PM,false,11:15pm,the first police car arrived on scene by||11 15 PM with more resources routed to||the Coliseum as the scale of the,492559
xfEDVdI694w,860.8,11 15 pm,false,11:15pm,was a botched robbery they theorized||that between 11 15 pm on the 17th and 12||15 am on the 18th that one of the boys,434140
ctC68afrv90,653.5,11 15 pm,false,11:15pm,guys i'm getting tired and it's||what time is it it's 11 15 pm what are||you doing,551946
vCwL47qJvTs,206.4,11 15 pm,false,11:15pm,to carry around cash||at 11 15 pm he made some edits to his||google documents then,433188
vFUq-7rU9-U,1012.9,11 15 pm,false,11:15pm,his penthouse at and that he was||providing security until 11 15 pm the next day when he arrived back amber||told him that,363526
FCcEDDxy1Og,961.4,11 15 pm,false,11:15pm,after the movie the two couples went||their separate ways at about 11 15 pm paul and his wife walked along one of||the busiest streets in stockholm towards,442640
