id,timestamp,token,manual,time,lines,views
HNzcWKvn__c,292.1,7:32 PM,true,7:32pm,new Army Chief Zia-ud-Din Butt and his forced retirement||At 7:32 PM General Musharraf ordered General Iftikhar that the Triple One Brigade||which controls martial law and,968372
SbcKh9q5mqc,90.3,7:32 pm,true,7:32pm,"for a night full of parties and entertainment||However, at exactly 7:32 pm , all hell broke loose||as rumors of a plane taking off without authorization",315634
7EsfLP6Eel8,0.1,7 32 pm,false,7:32pm,at 7 32 pm tonight it's officially my||birthday and we're on a mission to bake||the,4165426
MXSsExiIK-g,40.7,7 32 pm,false,7:32pm,somebody could be doing naughty things||at 7 32 pm there's absolutely zero percent||dude the first person oh my god this,1487071
w60uvrj8PtQ,613.1,7 32 pm,false,7:32pm,withstand||the weight of its mistakes at 7 32 pm the flag of the russian federation||rose in the place of the soviet flag,1233892
Qao3sZC8okE,48.8,7 32 pm,false,7:32pm,have been building for some time around||four years to be exact at 7 32 pm the||red soviet flag with its gold hammer and,1282173
45vLuly-Jng,511.9,7 32 PM,false,7:32pm,initially planned||March 12 2016 at 7 32 PM a harrowing||phone call was made to the authorities,1457342
CFz-OrU8esA,365.4,7 32 pm,false,7:32pm,the right direction for takeoff||at 7 32 pm richard starts rolling up the||runway preparing for takeoff,789522
TynRU1cUsYM,67.8,7 32 pm,false,7:32pm,appeared on the screen||june 5th 2021 7 32 pm then a picture||with an hourglass appeared,340849
oOgVjd_FoVE,1045.2,7 32 PM,false,7:32pm,canaris was booked on May 12th at 6 35||pm and released at 7 32 PM just a couple||possibilities for the discrepancy are,153788
thpEVYxCmK0,117,7 32 pm,false,7:32pm,official tweet from the sims team||tweeted at 7 32 pm yesterday august the||29th so soul simmers tomorrow august,135869
uLGhq51_4Nk,117.4,7 32 pm,false,7:32pm,that phone was used||at 7 32 pm and the phone call was finished at 8 02||pm,132779
f12CIYgihXo,283.8,7 32 pm,false,7:32pm,2007||at 7 32 pm something very very bad happened but I||can't get into too much detail s,128402
1F_D3jhIPfM,378.1,7 32 pm,false,7:32pm,somebody could be doing naughty things||at 7 32 pm there's absolutely||zero percent,110491
HqgcAF6YNT0,533.3,7 32 pm,false,7:32pm,but everything went well||baby is healthy i gave birth at 7 32 pm still don't know the weight i'm||not quite sure if i'm able,107685
MmXZsFV-gP8,868.2,7 32 pm,false,7:32pm,you should all go inside the cabin meet||me by the gas station at 7 32 pm where's the gas station it's down||there,427446
KQhvsvD_NIo,412.4,7:32 p m,true,7:32pm,a maintenance area into a position where he was able to take off and at 7:32 p m That's exactly what he did||He took off without clearance and he ended up,1316173
