id,timestamp,token,manual,time,lines,views
uwlEXyG_Lzo,1492,6 02am,true,6:02am,Here's another starter question||Mole Day is observed annually from 6 02am to 6 02pm||on October 23rd by the American Chemical Society,43170
SEpBu9mRMmE,1492,6 02am,true,6:02am,Here's another starter question||Mole Day is observed annually from 6 02am to 6 02pm||on October 23rd by the American Chemical Society,7840
cV7zMxZnrnA,552.1,6:02am,true,6:02am,"last at 11:06pm,||and on weekdays, the bus comes every 15- 20 minutes from 6:02am to 11:04pm||And the ride to the city takes only 14 minutes",8963
fq8D7r5e6Tk,16.4,6:02AM,true,6:02am,EASTER : Sunrise at||6:02AM||Partly to mostly sunny,3859
fq8D7r5e6Tk,66.8,6:02AM,true,6:02am,EASTER : Sunrise at||6:02AM||Partly to mostly sunny,3859
fq8D7r5e6Tk,117.4,6:02AM,true,6:02am,EASTER : Sunrise at||6:02AM||Partly to mostly sunny,3859
iW1-RN_z74s,101.6,6:02 am,true,6:02am,couldnt get the engines to start as the ground equipment was having some issues||By 6:02 am the plane was alive and it was headed for the runway||But the plane was,203620
3n21mMQVGWQ,8.2,6:02 AM,true,6:02am,"Because it’s Mole Day||Mole Day is celebrated on October 23rd, starting at 6:02 AM||It’s a play on Avogadro’s number, which is 6 022 times 10 to",161267
kbtmGoBJ7Fk,45.7,6:02 AM,true,6:02am,"to work around the goat’s schedule,||which looks like — 6 AM, wake up, eat, 6:02 AM , yell blaaaaaaa, and repeat until the sun||goes down",26922
gUpHDbq6jlA,136.2,6:02 AM,true,6:02am,MINUTES||>> Priya Mann: 6:02 AM AND||WORKERS SHOT BY A FORMER,11935
-LW95l73x70,142.7,6:02 AM,true,6:02am,undefined 6:02 AM AND LESS THAN THREE||HOURS AWAY FROM STATE LIFTING||MOST MASK REQUIREMENTS FOR,4636
hlIEKoDd3Io,221.4,6:02 AM,true,6:02am,"Tuesday, August 13, 2013 @ 6:02 AM and you will do that",4550
r5F1VFpZkDQ,233.6,6:02 AM,true,6:02am,I HEARD THE WHOLE CRASH 6:02 AM --SETH||WHEN I HEARD THE WHOLE CRASH,2116
r5F1VFpZkDQ,233.6,6:02 AM,true,6:02am,--SETH||WHEN I HEARD THE WHOLE CRASH 6:02 AM --SETH IS||WHEN I HEARD THE WHOLE CRASH,2116
r5F1VFpZkDQ,233.8,6:02 AM,true,6:02am,--SETH IS||WHEN I HEARD THE WHOLE CRASH 6:02 AM --SETH IS PRONOUNCED,2116
r5F1VFpZkDQ,233.9,6:02 AM,true,6:02am,--SETH IS PRONOUNCED||6:02 AM --SETH IS PRONOUNCED,2116
h-sWehnRG-0,136.8,6:02 AM,true,6:02am,>> Priya Mann: THANK YOU||6:02 AM AND THE UNITED STATES||REACHING A MILESTONE ON THE,1748
_e3APaJ1-ks,2.5,6:02 AM,true,6:02am,TODAY||EASTER : Sunrise at 6:02 AM||Partly to mostly sunny with,1577
_e3APaJ1-ks,31.3,6:02 AM,true,6:02am,TODAY||EASTER : Sunrise at 6:02 AM||Partly to mostly sunny with,1577
_e3APaJ1-ks,84.9,6:02 AM,true,6:02am,TODAY||EASTER : Sunrise at 6:02 AM||Partly to mostly sunny with,1577
_e3APaJ1-ks,122.6,6:02 AM,true,6:02am,TODAY||EASTER : Sunrise at 6:02 AM||Partly to mostly sunny with,1577
CbNdffZRFOI,30.8,6 02 AM,true,6:02am,I started at 5 30 AM and now it's 6 02 AM I covered half distance||Is that car a water tank? Don't know,2042
2EgcbIPtShA,5.9,6:02 AM,true,6:02am,", 6:02 AM ,||THERE IS4@ THE VOLUME AT 85 AND PLEASANT HILL,",1601
2EgcbIPtShA,6.4,6:02 AM,true,6:02am,",||THERE IS4@ THE VOLUME AT 85 AND PLEASANT HILL, 6:02 AM , AND||PLEASANT HILL,",1601
2EgcbIPtShA,6.5,6:02 AM,true,6:02am,", AND||PLEASANT HILL, 6:02 AM , AND||PLEASANT HILL,",1601
2EgcbIPtShA,6.6,6:02 AM,true,6:02am,", AND||PLEASANT HILL, 6:02 AM , AND HERE||PLEASANT HILL,",1601
