id,timestamp,token,manual,time,lines,views
5H4ubohVxXo,784.7,2:25pm,true,2:25pm,Kirra away||The ambulance arrived at Kirra's house on Beenham Valley Road at about 2:25pm||And she,235770
zOCkTBuY3Lw,207.4,2:25PM,true,2:25pm,28 people in Moldova experienced||sudden deaths between 2:25PM and 3:49PM||Investigation suggests that no contact of,86330
KbT10lilJGQ,4.8,2:25pm,true,2:25pm,"It covers 15 minutes on January 6th,||from 2:25pm to 2:40pm, Eastern and those are||key moments in the so called insurrection",9246
mWcgQJi1TuU,27.9,2:25pm,true,2:25pm,described Channel 5's decision to air the 1978 adaptation of Richard Adams'||novel at 2:25pm on Easter Sunday as 'inappropriate'||The film contains mature themes and graphic scenes that feature,6454
s4IHrGZ09Aw,382.6,2: 25 PM,true,2:25pm,"day||Right now, it is 2: 25 PM , so I've been going||through the whole day still on the Internet, still doing",345490
9wvrn_0Zu3k,188.9,2:25 pm,true,2:25pm,Kirra away||The ambulance arrived at Kirra's house on Beenham Valley Road at about 2:25 pm||On their,281739
ySdYMMNz1sY,141.3,2:25 pm,true,2:25pm,"among others||At around 2:25 pm , Broken Arrow law||enforcement attempted to serve the warrants during",166396
4FpHGHZVIso,116.9,2:25 PM,true,2:25pm,party trip||For going to the time settings trip over to I don’t know 2:25 PM check this up||They've managed to create drama with this and I cannot stop,123479
oE1C3wFdiZU,536.8,2:25 PM,true,2:25pm,"'t it,||what time it is where you are, but where I am, it's 2:25 PM||So we'll set the date and the time",61468
Zq62BAnPzBQ,95.4,2:25 PM,true,2:25pm,It's 2:25||2:25 PM ok on the dot?||On the dot,97325
4Qb7J7dyDfU,741.4,2 25 PM,true,2:25pm,and Group B||starting at 805 a m with dismissal at 2 10 pm and 2 25 PM respectively preschool start times would||align to the elementary school host location start,6734
OYD-rlGh48o,772.6,2 25 pm,true,2:25pm,"capital Jakarta, and the eastern Javanese city of Malang||From Malang, the train departs at 2 25 pm and is scheduled to arrive||in Jakarta Gambir at about three minutes past 3 the",8825
fAZKryc9Jj8,12.7,2:25 PM,true,2:25pm,"2017||and the time of day has been set to August 3, 2019 at at 2:25 PM Our weather settings are set to 80 degrees F or 26 67 degrees C air",5434
EpHpNI9UHU4,691.1,2 25 pm,true,2:25pm,and then it quickly darted away at high speed||two days later at 2 25 pm this was may 13 the base||was again put on high alert when a single,5210
EpHpNI9UHU4,698.2,2 25 pm,true,2:25pm,survey of george air force base it||appeared right on schedule at 2 25 pm and remained hovering stationary over the||base for about five minutes before moving away,5210
T275yfZyEbw,714.4,2:25 PM,true,2:25pm,that I have not remembered how to read time||It's 2:25 PM okay||So I'm going to go on to these websites Noissue and Realthread com,5964
jWyTBShrBgU,285,2:25 pm,true,2:25pm,we're||just hanging out at the beach until the next train which is at 2:25 pm Our Paris train was supposed to be at 1:30pm||So this lovely lady suggested,1150
fGHQ3n9tW6g,1384.1,2:25 PM,true,2:25pm,That's very late at night||Or it could be 2:25 PM in the afternoon||And we also talked about some things you might do,1978
ZBjasN5nmfs,2084.9,2:25 pm,true,2:25pm,"was a shooting at my high school||Two young men with guns showed up at 2:25 pm ,||and launched a bearish of gunfire",1259
AZHVx8bELJM,650,2 25 PM,false,2:25pm,about her school day it was a normal day||around 2 25 PM she left the school and||got on the bus like she always did and,1387932
bJ5IeOR0A2M,453.6,2 25 pm,false,2:25pm,mistake||at 2 25 pm he reported up the chain of||command that he had seen a red banner,1310525
aMhI70KUAzw,347.7,2 25 pm,false,2:25pm,to slow down||1 33 to 2 25 pm a british stock trader||working out of his parents house,649894
a7-16f4SK4o,244.1,2 25 pm,false,2:25pm,news of the japanese attack reached the||president at 2 25 pm at the start of world war ii paul h||douglas was a middle-aged college,497490
74Yzz_wLp2s,630,2 25 PM,false,2:25pm,on my way so this is when the||setup happens on March 14 2016 at 2 25 PM she texts him from her burner number||she says you cutest hair says thanks my,397462
OStSsOQSWSM,318.4,2 25 pm,false,2:25pm,lieutenant charles taylor was scheduled||to take off at 2 25 pm from the fort lauderdale naval air||station it was a routine training flight,309584
x6w2h8vHqIs,264.9,2 25 PM,false,2:25pm,constitution||and one minute later at 2 25 PM the||United States Secret Service was forced,283868
5H4ubohVxXo,787.1,2 25 pm,false,2:25pm,the ambulance arrived at kira's house on||bender valley road at about 2 25 pm and she was flown to the gold coast||university hospital,235770
cdb6tgHVVoI,761,2 25 PM,false,2:25pm,and fire pits they take pictures of one||another documenting their stay at 2 25 PM a photo is taken of faith in||Christina posing with enlarged,216851
5XvYEjIbQEU,354.9,2 25 PM,false,2:25pm,eat we actually haven't had breakfast||what time is it 2 25 PM Stewie's first||class was at 10 10 40,218401
