id,timestamp,token,manual,time,lines,views
qIF2Hoh__7g,61.6,3:08AM,true,3:08am,"The man sets up a camera to monitor the doll||Recorded at 3:08AM , this is what he caught on tape||The doll seems to be moving it's",12851721
DF9QiPQVYrE,280,3:08am,true,3:08am,There they are again||3:08am this time||Okay,293998
DF9QiPQVYrE,330.6,3:08am,true,3:08am,"At 3:08am , they walked past the side gates of the school||But this time, they were carrying",293998
zAh2ESjCxYA,846.2,3 08 am,true,3:08am,"After dropping off at Toa Payoh East,||he arrived home at 3 08 am , not 1 am as he had claimed||Adrian, do you have anything on the suspect",163392
PwHl2C7RfQM,138.2,3:08 AM,true,3:08am,today's date however currently the time is 3:38||PM not 3:08 AM||So still the time is incorrect,44055
B6-qdsgMPxM,51.6,3:08 AM,true,3:08am,THE CALL FOR THIS HAPPENED AT||3:08 AM||THE CLERK AT THE SHELL GAS,1295
2o_jBFb08xs,1401.1,3:08 am,false,3:08am,photo||3:08 am Rafi Stacy said she knows the||symbols 308 am revi apparently it was a,50166
NVeVNuC34wI,170.4,3:08 A M,true,3:08am,That you actually use||It's 3:08 A M||T-Boogie's feeling wide awake,2919716
ofKIK39w7AA,541,3 08 a m,true,3:08am,i didn't seem to||it is currently 3 08 a m jenny and i are||working still we're back at the hotel already,27326
nyBstYGpn2I,741.4,3 08 a m,false,3:08am,man i feel so good listening to this and||you can clearly see it's 3 08 a m uh in the morning here while i'm filming||this video for you guys so,25771
6Cz5CxhIyo4,269.1,3 08 a m,false,3:08am,to Kai of who it was||in this third one it's now Monday at 3 08 a m with no response on Kai and she's||trying to get Kai's attention,9965
pWw2hJPuxLQ,175,3:08 a m,false,3:08am,busy screw||3:08 a m boom guys I don't know why I||think it's an hour I don,6482
qD7qr1G0brY,27.8,3:08 a m,false,3:08am,see||3:08 a m at night The Devil's hour if||you don't know what the devil era,2467
