id,timestamp,token,manual,time,lines,views,category
DeMrLuG3x2k,83.3,6:42pm,true,6:42pm,"Pensacola and Panama City landing sites though ”||So hopefully today at 2:42pm EDT or 6:42pm UTC, the two astronauts should splash down||To finish up the SpaceX updates, we have",38813,28
nUHEPmg0sPo,247,6:42 pm,true,6:42pm,decimal point||I probably wouldn't say that I got to the party at 6:42 pm||because that's not how we,2131200,27
nUHEPmg0sPo,259.6,6:42 pm,true,6:42pm,party at 6:45 pm||If I said that I got to the party at 6:42 pm you might be a little suspicious||Why is he telling the time down to the,2131200,27
pNpEs7ajMMk,156,6:42 PM,true,6:42pm,"looked out the window to gain his bearings||At 6:42 PM , the pilots contacted Houston,||who relayed that they had passed the airstrip",1082809,24
NRqCsF5n78M,791.6,6:42 PM,true,6:42pm,"OK, it works||And after setting the time, let’s try it again||It’s 6:42 PM I always liked the little sound it made when turning on or off the hourly",630444,27
jDt_zJoWCks,2665.9,6:42 PM,true,6:42pm,"of riding Coaster around for the afternoon, train||641 finally returned us to Oceanside at 6:42 PM Everyone disembarked and we watched the train depart for the Stuart Mesa Yard where it",360305,19
sreogytRrD4,2167.9,6:42 pm,true,6:42pm,"people were struck by the tornado in their vehicles||The couplet finally weakens at around 6:42 pm||CDT, though other weak circulations persist well into the evening",167579,27
Y_YLOH9EFGA,64.7,6 42 PM,true,6:42pm,"the bridge||People were walking and enjoying themselves on the narrow bridge, when suddenly at 6 42 PM the bridge fell down and a lot of people fell into the river||Oh my",41976,25
nUHEPmg0sPo,248.6,6 42 pm,false,6:42pm,probably wouldn't say that i got to the||party at 6 42 pm because that's not how||we generally parse longer units of time,2131200,27
nUHEPmg0sPo,261.3,6 42 pm,false,6:42pm,party at 6 45 pm if i said||that i got to the party at 6 42 pm you might be a little suspicious||why is he telling the time down to the,2131200,27
Xv4TL533vKY,540.2,6 42 PM,false,6:42pm,take a detailed look at this timeline||Alex arrived at The Hunting estate at 6 42 PM Paul arrived at 704 PM cell phone||data shows that Alex and Paul appeared,286621,27
jDt_zJoWCks,2667.6,6 42 PM,false,6:42pm,the afternoon train 641 finally returned||us to Oceanside at 6 42 PM everyone||disembarked and we watched the train,360305,19
yfceZyMrMFk,407.2,6 42 pm,false,6:42pm,he spent time lifting weights before||jogging at 6 42 pm he collapsed he was||pronounced dead at 7 25 pm at a nearby,97120,27
fjYOO2bXOqI,368.8,6 42 pm,false,6:42pm,might be a long time ago man here||6 42 pm so that was six minutes ago||awesome man i'm not too sure what i,83982,20
y30cCxuVycM,51.8,6 42 pm,false,6:42pm,i'm the newest addition to the raymond||crew i was born september 29 2021 at 6 42 pm weighing seven pounds 13 ounces||hear me raw the singer's instagram post,69338,24
_HPSXrnlSUM,1543.5,6 42 PM,false,6:42pm,around to entering the information into||the dispatch system until 6 42 PM that||would be 12 minutes after she answered,101879,22
i7x1lmegrmM,791,6 42 pm,false,6:42pm,hundred thousand dollars bail october 7||2020 around 6 42 pm officers responded||to the area of walnut avenue for the,51952,22
Ip2Bhb9fJ7o,41,6 42 PM,false,6:42pm,now the suspension bridge which is 200||kilometers from Ahmedabad collapsed at 6 42 PM when around at least 400 to 500||people had congregated on the bridge to,40242,25
DeMrLuG3x2k,86.1,6 42 pm,false,6:42pm,so hopefully today at 2 42 pm edt||or 6 42 pm utc the two astronauts should||splash down,38813,28
CjV5lJR1OTU,839.7,6 42 pm,false,6:42pm,that Rick had made about 15 minutes||earlier at 6 42 pm and right from the||very start of the investigation into,87949,22
skyGFKGDS34,23.9,6 42 pm,false,6:42pm,ibrahim said they received a distressed||call at about 6 42 pm informing them that a 35 year old local||man and a boy had died in a car,29678,25
RiQmar7y_F4,88.8,6:42 P M,true,6:42pm,AIR||THEY GOT THE CALL AROUND 6:42 P M||TONIGHT,83920,25
UBvU2oAD9VE,1440.6,6:42 p m,true,6:42pm,Know how everything is wearing right now it is||6:42 p m So I'm gonna come back in a little bit||And I'll let you,45634,26
KpsNlmH9Wm8,713.4,6:42 p m,false,6:42pm,hours yeah great||hello blog is coming 6:42 p m we just||finished our photo shoot and I was super,11916470,24
7jkah-BjLrw,468,6:42 p m,false,6:42pm,the tornado began||moving east and dissipated at 6:42 p m near the intersection of i-40 and Banner||Road at that time multiple freeways,4512028,27
pNpEs7ajMMk,155.9,6:42 p m,false,6:42pm,out the window to gain his bearings at||6:42 p m the pilots contacted Huston||who relayed that they had passed the,1082809,24
_nt-WlYldxc,39.5,6:42 p m,false,6:42pm,no not not like that but hey you : sit||at 6:42 p m oh no sorry Cecily 42 p m||you :,865908,20
SbVuE40IIbA,188.3,6:42 p m,false,6:42pm,listen I have not eaten it's like it's||6:42 p m I had a bowl of cereal about||eight o'clock this morning I have not,724289,23
wwn1UYoGJgw,2133.7,6:42 p m,false,6:42pm,unusual for Texas during the summer at||6:42 p m a tornado made a direct hit on||the base and scattered the aircraft as,541468,1
EBOdr9lFDoM,811.8,6:42 p m,false,6:42pm,I can't tell you what it is we're still||here is 6:42 p m we're still going we're still going||alright guys we did Shake Shack again,493338,22
iRh-PgGYcCI,384.1,6:42 p m,false,6:42pm,is what I love to do after my gym okay||guys it is now 6:42 p m i'm about to||eat my dinner but i was looking at my,442470,24
hKMI6IlT6sU,1389,6:42 p m,false,6:42pm,guy you recommended me where I got to do||the same thing where at 6:42 p m I'm a||sprinkle of water yeah so like I I don't,423842,23
jiE7gjc-dhk,1653.2,6 42 p m,false,6:42pm,other character||6 42 p m mountains in europe this is||actually sick this is actually really,368138,20
4v_SU3nc8RA,300.7,6 42 p m,false,6:42pm,me say i'm not watching yeah yeah||i'm not gonna watch that game 6 42 p m on sunday aj three and a half point||favorites at home are the rams how,347101,17
Do-dDMDjO7Q,498.6,6:42 p m,false,6:42pm,when it's your time it's your time||shortly after takeoff at 6:42 p m the||pilot frantically radioed in that he,502212,24
6YfDi2b3l8U,1063.6,6 42 p m,false,6:42pm,returns home||everyone bit me that is at 6 42 p m the||newport beach police department receives,314806,22
d_5xc1-wAGw,60.7,6 42 p m,false,6:42pm,data points that without speed||all right 6 42 p m arriving back at the||residence that is correct and the arrow,251724,24
JxBSS2nrjco,354.3,6:42 p m,false,6:42pm,has to be that date like it's like noon||it was September 9th at 6:42 p m or was||at 7:42 p m,243645,20
c6nz9ooQR6s,287.6,6:42 p m,false,6:42pm,arise the date of this video read August||25th at 6:42 p m the problem was that||this video was apparently redownload,232066,20
078EV_WpcrA,274,6 42 p m,false,6:42pm,in there bro so I did some||thinking let's move on because it's 6 42 p m and I don't feel like playing this||show anymore thoughts maybe I'll come,250057,20
DxDBEgEeIGg,1332.2,6 42 p m,false,6:42pm,might take five to ten more minutes||but now it's 6 42 p m i'm letting you guys know this so then||when you are like super hungry,254025,19
F7JMKzBr8HY,833.7,6 42 p m,false,6:42pm,productive and now the day is going to||end it's now 6 42 p m with a final 1-1||between me and angus so i guess we'll,213998,27
L1XYN060aEQ,1024.7,6:42 p m,false,6:42pm,back in Houston||it is 6:42 p m and we're about to drive||to Dallas Texas for Texas collectors con,206794,1
p9FDkvm20ro,23.7,6 42 p m,false,6:42pm,room||6 42 p m dave and steve||are talking about love,205132,23
wUUf4cKseHk,181,6 42 p m,false,6:42pm,seems like here the leak is saying we||have a reveal for mw2 at 6 42 p m at||pacific time which is 9 42 p m eastern,175848,20
bOmFwX6CWs8,6.6,6 42 p m,false,6:42pm,a little super auto pets||late by my standard 6 42 p m we are on||free to play okay let's give it a try i,168102,20
wHYp1024JZc,495.2,6:42 p m,false,6:42pm,you can see that light just gliding||across the ground and here it is at 6:42 p m a little bit more orange there this is||the last shot that we're going,174225,20
J40JriWrj2U,288.2,6 42 p m,false,6:42pm,tweeted this out||it was at 10 59 a m no no it was at 6 42 p m on april 12||here it is the original tweet was at 5,112428,25
csVyDXV-vF0,164.9,6:42 p m,false,6:42pm,minutes of Libra this is happening at||6:42 p m Pacific on the 28th and 142||a m,108361,24
HToOPuuhZ2k,152.4,6:42 p m,false,6:42pm,work day we found Boyd leaving at||6:42 p m 42 minutes late in ending his||workday at 154 a m,125778,22
HcOFxEiCz9c,85.9,6:42 p m,false,6:42pm,already own let's wind that back there||exactly 6:42 p m this blender achieved||smartness say you just got back from a,99940,27
d-2GoqQbagI,281.7,6:42 p m,false,6:42pm,digits and you see that trade occurred||on May 24th which is today at 6:42 p m UTC and since I'm in Pacific time it's||actually 11:42 a m,147104,27
z7n3qeI1b6I,63.5,6 42 p m,false,6:42pm,celebrity father shed i was born||september 29 2021 at 6 42 p m weighing||seven pounds 13 ounces hear me raw a k a,94641,24
x305BFcTH6s,112.1,6:42 p m,false,6:42pm,it's full the moon rises due east at||6:42 p m here in Flagstaff Arizona||astronomical full moon or synergy occurs,91219,28
