id,timestamp,token,manual,time,lines,views
j1eCQXw9RRE,33.8,5:55am,true,5:55am,launch||That lift off is expected on Wednesday 17th at 5:55am UTC or 12:55am EDT||NASA have announced some of the members that will fly,40345
USrlRbzplzc,362.7,5:55am,true,5:55am,assigned||and my sister said nothing She was upset because she got there early at 5:55am and someone||took her spot,14605
WvlSECcw_60,714.6,5 55am,false,5:55am,official last day because we're going||back home it's currently like 5 55am and||it's so early,1722171
SLLDdfJfJvU,1091.8,5 55am,false,5:55am,on the curb that's okay i fell asleep||relatively early 5 55am and i'm at the||ucc for an upper room meeting so,14365
Ejp1FtB0a8Q,1033.1,5 55am,false,5:55am,filtering into my room because it's||daytime now it's 5 55am it's lovely||so i'm ending the video here thank you,14166
AdJRL4640uE,3.8,5 55am,false,5:55am,name is crashy and today||it is 5 55am i just woke up for no||reason whatsoever,12259
AdmzF0Dw0c8,836.3,5 55am,false,5:55am,sleeping in for me is like waking up at||7am um instead of like 5 55am it just||felt really good last night i felt,10830
96GOFn6M9NM,488.3,5 55am,false,5:55am,tonight sorry because tomorrow i have a||5 55am report time so i have to leave my||house at like 4 55 meaning i,10107
Hpf87xX-Ku8,151,5 55am,false,5:55am,today||at 5 55am it's 12 degrees||what's going on,12539
S3MYY4SN8ts,1785.7,5:55 AM,true,5:55am,"Narrator||At 5:55 AM , a gunshot rang out||from the woods opposite",853627
GYQHUd5JLBY,11.4,5:55 AM,true,5:55am,TOGETHER IN A FEW MINUTES||5:55 AM AND WE AND THIS||HOUR WITH THE LITTLE BOY WHO IS,122730
aOy_3z-up2g,64.4,5 55 am,true,5:55am,between New Delhi and Katra||The train departs from New Delhi at 5 55 am and reaches Katra||at 2 Pm,26635
_ouE7SRvF0Y,274.1,5 55 am,false,5:55am,bombing run||at 5 55 am tinian time Inola gay arrives||over the island of Iwo Jima and circles,1727135
ee1eB0ednT4,2575.2,5 55 am,false,5:55am,subscribers on this video because it's||currently 5 55 am as I record this it's||been real it's been fun but it ain,811050
1JAqu6Zzu9w,453.1,5 55 am,false,5:55am,when you have to start the fast is||around like 5 55 am closer to 6 a m the||reason you wake up early so you can have,543456
_WEeVrBaFLY,774.3,5 55 am,false,5:55am,the two german ships started hitting||back at 5 55 am just a minute after the||battle commenced hms hood was in the,341552
7h1gstV941w,2550.5,5 55 am,false,5:55am,finally the day arrived September the||first 1930 5 55 am pandem was taken from||his cell and led to the Gallows as he,171410
JQMksCdStIs,407.2,5 55 am,false,5:55am,clock||5 55 am i may as well get up now||i thought to myself i stumbled over to,185530
7M0jYWTXPmk,5.8,5 55 am,false,5:55am,the entire art community in general||suffered its biggest loss on 5 55 am August 22||2022,111725
QLLHqrQ9_nw,1.2,5:55 am,false,5:55am,undefined 5:55 am fourth-of-july morning let's get||it that's right,78280
iK5OkPhQBIs,750.4,5 55 am,false,5:55am,does it cancel away oh there we go||got it alexa set an alarm for 5 55 am fourth alarm set for 5 55 a m||for some reason i haven't been,78086
k-f7pK4ek44,123.6,5 55 am,false,5:55am,i looked at the clock with blurry eyes||it was 5 55 am open up dude shouted steve from the||hallway,64268
oo8rygeu3BY,686.6,5 55 am,false,5:55am,bombing run||at 5 55 am tinian time Inola gay arrives||over the island of Iwo Jima and circles,57865
