id,timestamp,token,manual,time,lines,views,category
frfFA7zFkBw,727,12:01am,true,12:01am,"lighting||a match in the bathroom and ask him to play with you at exactly 12:01am||You are supposed to think of a realistic wish because if you beat him, your",397572,27
TG4urYqdqUk,227.8,12:01am,true,12:01am,"companies lift||the review embargo for The Rise of Skywalker on Wednesday, December 18 at 12:01am ET — a||full day before Thursday-night previews begin on December 19",193786,24
9LtiFqB9Z64,185.1,12:01am,true,12:01am,"by turning off all your lights,||lighting a candle, and going into your bathroom at 12:01am You begin by staring at your reflection||until you can feel a presence in the",96724,24
ipsONjcFvjU,421.5,12:01am,true,12:01am,"people in North America in order to announce||his second coming on channel 18 at 12:01am on the 25th of March, 1998||But the date in question came and went without",94416,24
2Q3eLCp0oGk,223.3,12:01am,true,12:01am,"room with a mirror in it, you have to turn||off all the lights at 12:01am with candles lit in the room you have to stare in the mirror||until you",82095,27
VzhI4IGRP8I,349.6,12:01AM,true,12:01am,"your door or a day one download, often preloaded so you||can play right at 12:01AM||But in the good old days, it just wasn't that way",37368,20
IHpHFZgzX8w,3.6,12:01 AM,true,12:01am,"- Hey all, Scott here||I only buy my games from 12:01 AM to 11:59 PM||If there's anything that goes on in those two minutes,",1756878,20
AWkmROM4AiU,177.4,12:01 AM,true,12:01am,"Female Voiceover||All right, it's 12:01 AM Officially my birthday||Not one text message",1536634,24
BhEu_J-BpPg,1,12:01 AM,true,12:01am,"Day 1||12:01 AM local- 53,000 feet||above Boryspil', Ukraine",938925,27
c-ppeGByIJ8,181,12:01 AM,true,12:01am,"a mile of the Palace of Fine Arts reported that they felt||an earthquake at 12:01 AM on the night that Timothy Johnson disappeared||>> I remember, so?",608069,24
GXT46osICdY,0.5,12:01 AM,true,12:01am,"At 12:01 AM on July 6th, 2018, this short line was added to Chapter 99 of the Harmonized",1802117,27
kXGbu0KvKxs,582.1,12:01 AM,true,12:01am,"Seems innocent enough||The game must start at 12:01 AM||If the demon doesn't find and take you away until 3:00 AM,",720050,20
kXGbu0KvKxs,582.1,12:01 AM,true,12:01am,"Seems innocent enough||The game must start at 12:01 AM||If the demon doesn't find and take you away until 3:00 AM,",720050,20
zdYqrjRdLg8,646,12:01 AM,true,12:01am,"And so when it's released tomorrow||at 12:01 AM on Netflix, you can just have an all-nighter||You can watch every episode you",412063,24
VOIRGK_bJiY,283.9,12:01 am,true,12:01am,"I’m a Video Producer at Polygon dot com||I enter this story at 12:01 am on October 26th, when my copy of Red Dead Redemption||2 unlocks on PlayStation 4",284906,20
m71sU0qlFPs,587.6,12:01 AM,true,12:01am,"most of those Cyber Monday deals||that they have 12:01 AM||Again, Cyber Monday being tomorrow,",251827,28
m56k8D5wmHU,1183.1,12:01 AM,true,12:01am,"working on this very science looking thing,||which apparently, mysteriously, activated the night before at 12:01 AM||Then, the dean comes in intent on confiscating the device and shutting down their project",185375,24
p1VczVVhIb4,130.5,12:01 am,true,12:01am,"the new year 2021 as per English Calendar which began from January 1, 2021 at 12:01 am It is a Virgo Lagna Chart and Chart of India is of Tauras lagna||Rahu",133383,22
M3_2_OcYPHE,55.7,12:01 AM,true,12:01am,Genius||And our final fact: It’s been on repeat||in our heads since Friday at 12:01 AM undefined,130112,24
9eAP_Cn1x2M,875.2,12:01 AM,true,12:01am,"SOUND||Time of death December 25th 2066, 12:01 AM||>> All right, let's pull up the stats",72802,23
JtLbVMhlpwE,0,12:01 AM,true,12:01am,"As of 12:01 AM , on Tuesday, October 26,||the world's second largest crypto asset by market cap, Ethereum,",63196,27
c4tFqcIRdlM,25.3,12:01 AM,true,12:01am,the period of time starting the last Thursday of November||at 12:01 AM is a period of Thanksgiving to the Corporation||for the phenomenal sales and tremendous values,58539,1
Y4e_zy4KdJI,27.1,12:01 AM,true,12:01am,"East and West Coast divisions of||the WGA voted unanimously to call a strike effective 12:01 AM , Tuesday,||meaning we are now into it",76726,25
pKgLq-bzUcU,35.8,12:01 AM,true,12:01am,"I know it's not October yet,||but it became Halloween season for me at 12:01 AM||on September first, so we're gonna go witchy for this one",81500,22
tplT-3MDbbg,11.9,12:01 AM,true,12:01am,"No earlier than Friday, November 4th||With the first motion of the rocket targeted from 12:01 AM Eastern||daylight time, minor repairs that were identified through detailed",30388,28
01XGL4x5WGc,299.2,12:01 am,true,12:01am,"And it says, this proclamation is effective||at 12:01 am Eastern Daylight Time, on May 4th, 2021||And it discusses some more things as well",28775,27
-uTHp4zwYxQ,503.1,12:01 AM,true,12:01am,"technology and networks||I will be initiating the takeover on September 20th, 2023, at precisely 12:01 AM Eastern||Standard Time",31169,27
REioNCl69LY,114.6,12:01 AM,true,12:01am,We will withhold our labor||July 31st at 12:01 AM||UPS,31203,25
hTSrxdIwQRA,803.5,12 01 am,false,12:01am,morning uh so||12 01 am is freaking midday not midnight||it it would be 12 01 pm or you can,564386,24
QjJbBt7yBAM,158.4,12 01 am,false,12:01am,the giveaway is live 10 times entries||launches saturday so 12 01 am like friday night midnight 1201||saturday 10 times entries to win,258809,2
v5pOLtyb5SE,358.5,12:01 am,false,12:01am,eat and it's pretty late actually slept||'add it's 12:01 am p m||so I slept in,163362,22
se-vEU5Tqvk,617.3,12 01 am,false,12:01am,11 59 pm||12 a m 12 01 am that's face you make when you sneak into||the closet to look at the,166727,22
4VCotjc3MDw,290.8,12:01 am,false,12:01am,at evolution box model and 210 power||rating 12:01 am made in China and the||brand Wacom Systems Inc now for anyone,98122,28
rPf7G2XVnkM,279.8,12 01 am,false,12:01am,coming saturday at midnight that is to||say december 13th at 12 01 am four days from now||this gives businesses time to prepare,74346,25
9N3XOBqo08w,374,12 01 am,false,12:01am,these measures come into effect on||sunday december 19th 2021 at 12 01 am i know this is not the situation any of||us wanted to be in especially,66598,25
ZIVjtsja6co,62.9,12 01 am,false,12:01am,want a free download this game but it||will not be playable until 12 01 am on||the release day pre-order now to receive,53137,20
044X_V1ROYI,622.9,12 01 am,false,12:01am,three announcements coming in three||today to start at 12 01 am on wednesday||i lock down yeah well no i'm just,59939,26
D41Un2b83Eo,83.7,12 01 am,false,12:01am,tonight||by 12 01 am monday morning||then the government technically shuts,49816,27
RjFR6MyRC-k,45.6,12 01 am,false,12:01am,the order takes effect on wednesday at||12 01 am and will be in effect for three weeks||this new epidemic order is geared,45528,25
-yt9q1PdOyg,245.8,12 01 am,false,12:01am,cooling off period but that cooling-off||period will be over at 12 01 am on july||the 18th,43129,24
x7_VDMaDJ04,29,12 01 am,false,12:01am,time one division is coming out||at 12 01 am pacific time||thursday night slash friday morning so,40419,1
p60J0wpD35M,30.1,12 01 am,false,12:01am,highest votes in the lasada voting||from april 25 12 01 am until april 29 11||59 pm,34990,22
sKTiovKVGmI,67.6,12 01 am,false,12:01am,because my gut is telling me that this||is gonna go up at like 12 01 am on sunday instead of on saturday i'm||going to be very upset with myself,37278,20
yH5R4BMzd5A,780.6,12 01 am,false,12:01am,next fact||the odds of giving birth to a baby at 12 01 am on january 1st||are around,33442,24
S8V3aKTLCL8,627.6,12 01 am,false,12:01am,any point in 2021 it could have been on||january 1st at um 12 01 am on january||1st 2021 or it could have been on,23719,22
C-SiB5Q3CMw,14.8,12 01 am,false,12:01am,screams at the top of their lungs from||midnight to 12 01 am to signify the last||final stretch wow i'm so out of breath,33051,22
niWhmN-1zLw,164.6,12 01 am,false,12:01am,and before 12 noon so||12 01 am to 11 59 a m||post married a m or pm means,32078,27
niWhmN-1zLw,243.8,12 01 am,false,12:01am,12 midnight that is 000||hour 12 01 am to 11 59 a m||in 24 o'clock that is,32078,27
MK2USJnG9og,164.1,12:01 a m,true,12:01am,shit||Their machine apparently has some kind of high energy output the day before yesterday 12:01 a m Meaning||It's probably the cause of trees repetitive growth cycle in the first movie,9918878,1
XkkCKIt3-BQ,475.9,12:01 a m,true,12:01am,Andrew||It is 12:01 a m And we are||snuggled up,2115797,24
tqiL8QFy4Kw,155.2,12:01 a m,true,12:01am,"On January 3rd, 1968, Amara Aalto was born||at 12:01 a m||She was born about a week later",788246,27
XG2NxAhCBPQ,372.1,12:01 a m,true,12:01am,"their employees, ""Take the day off||We don't want to see you here until 12:01 a m||Okay, good """,239677,23
4NvwU9a_uTk,196.8,12:01 a m,true,12:01am,"bad||So, if it's 12:01 a m||on the day",219376,24
ube6PxFMxjw,896.3,12:01 A M,true,12:01am,"PROCEED TO STAGE THREE ON||FRIDAY, JULY 31, AT 12:01 A M >> Adrienne: THIS COMES AS||TORONTO ANNOUNCES LESS THAN 100",214800,25
Vmoii4moEDQ,111,12:01 a m,true,12:01am,>> Reporter: SOURCES TELL CBC AS||OF 12:01 a m||ON DECEMBER,195518,25
_TOBZjAs504,120,12:01 a m,true,12:01am,MADE AT 12:01||DECISION WAS MADE AT 12:01 a m DECISION WAS MADE AT,166786,25
_TOBZjAs504,120.4,12:01 a m,true,12:01am,"DECISION WAS MADE AT 12:01 a m||WEDNESDAY,||DECISION WAS MADE AT",166786,25
_TOBZjAs504,122.2,12:01 a m,true,12:01am,"WEDNESDAY,||DECISION WAS MADE AT 12:01 a m||WEDNESDAY, THE",166786,25
_TOBZjAs504,122.7,12:01 a m,true,12:01am,"WEDNESDAY, THE||DECISION WAS MADE AT 12:01 a m||WEDNESDAY, THE PROVINCE",166786,25
9zuy_nglkAo,1472.8,12:01 a m,true,12:01am,"their employees, ""Take the day off||We don't want to see you here until 12:01 a m||Okay, good """,155134,23
sxwgcTW56ZI,35.5,12:01 A m,true,12:01am,"EFFECTIVE SATURDAY,||APRIL 3rd, AT 12:01 A m , ONTARIO WILL PULL THE||EMERGENCY BRAKE FOR THE ENTIRE",132515,25
QsZgkqV6bvQ,24.1,12:01 A M,true,12:01am,"TRILLIONS APART"" SHE SAID THAT||AT 12:01 A M||THIS MORNING",124798,25
l4mp27Nn1Rk,590,12:01 a m,true,12:01am,"Now generally prime day happens between the wee hours||of Monday and Tuesday, 12:01 a m Pacific Standard Time||Amazon being a Seattle based company",118578,28
11Tn2dsnZuc,150.5,12:01 A M,true,12:01am,"TO OUR ROUTINE||>> Reporter: BUT AS OF 12:01 A M||MONDAY, FULLY VACCINATED",115603,25
11Tn2dsnZuc,150.7,12:01 A M,true,12:01am,"TO OUR ROUTINE||>> Reporter: BUT AS OF 12:01 A M||MONDAY, FULLY VACCINATED",115603,25
XmN_Bkzs3Ag,337.1,12:01 a m,true,12:01am,to see what those have to say||Make sure you head to Nerdist com at 12:01 a m Pacific time||to see what we had to say about it,93342,24
vEf_L2QNnSI,83.1,12:01 a m,true,12:01am,"WE NEED TO DO THE SAME||AS OF 12:01 a m||ON SUNDAY,",81231,25
IeSFGYH60tI,734,12:01 a m,true,12:01am,">> AS OF MONDAY, MAY 11th AT||12:01 a m , RETAIL STORES WITH||A STREET ENTRANCE WILL BE",79305,25
ww7kefoceJs,589.6,12:01 a m,true,12:01am,"However, the exact time has not been fixed yet but it might take place between 12:01 a m and 1:35 a m||ULA officials have fixed the previous issue by replacing all",74817,28
wBohsdRx7f0,542.9,12:01 A M,true,12:01am,"EFFECTIVE MONDAY MORNING AT||12:01 A M , YORK REGION WILL||MOVE INTO MODIFIED STAGE TWO",68217,25
