id,timestamp,token,manual,time,lines,views,category
2HOC1e1Hyys,914.3,11:46pm,true,11:46pm,again announces that he’s going to bed and turns out the lights||It’s 11:46pm Everything looks normal for roughly two minutes until a shadowy movement materializes over||by the,1812635,24
0OTq2b1pRRU,307.8,11:46 pm,true,11:46pm,is dyed it has to sit for 25 to 40 minutes||And it's currently 11:46 pm We're doing this at midnight||I don't know if this is a good,232346,22
RPLJXINqx1I,2.7,11:46 PM,true,11:46pm,"undefined 11:46 PM , 7/20/2021||Farjana Sarmin: Raj Kundra's 9 year old tweet on 'Porn VS Prostitution'||goes viral after arrest",93604,22
VBSf2eL59Dw,670.1,11 46 PM,true,11:46pm,in town conveniently at this time she and||her niece Melanie went to Hawaii at 11 46 PM Alex||is leaving the LDS church parking lot near Chad's,80518,24
i6EF1Wr6nz4,1604.7,11:46 PM,true,11:46pm,"I can tell you exactly what time I got out of there||Yeah, 11:46 PM ,||although it was funny 'cause after I got to my car,",73960,24
cNcGMdeO3SA,379.4,11:46 pm,true,11:46pm,"in Hugo||At 11:46 pm , less than an hour after that mysterious 911 call, her car entered the private||property",46030,24
PyTGXgX7PS4,14.9,11:46 PM,true,11:46pm,"and volcanic eruptions, etc around the world||At 11:46 PM Pacific Standard Time there was a magnitude 5 1||earthquake off the Coast of Petrolia",20523,27
GKJQXJFOgW0,3.9,11 46 PM,false,11:46pm,their assignment that was due at||midnight it was turned in at 11 46 PM but their teacher marked it is late they||hit her up they said hello Professor,3795478,22
GKJQXJFOgW0,26,11 46 pm,false,11:46pm,in timely manner before the due date at||11 46 pm on January 31st 2023 let me||know when you fix the grade thank you,3795478,22
b9bnKnhKlU4,841,11 46 pm,false,11:46pm,on february 28th of 2008||and about 11 46 pm to||like 12 40 something am that hour of a,790289,22
-p-XK8KqwZM,1363.6,11 46 pm,false,11:46pm,time and so baby Floyd Aaron kosaries||was born at 11 46 pm on July 31st 2021||he weighed 7 pounds nine and a half,824344,22
RQDpDbXP240,1027.9,11 46 pm,false,11:46pm,the document in a timely manner before||the due date at 11 46 pm on the 1st of||the 31st oh God damn it America on first,601797,23
1gobBcDzKlQ,2055.8,11 46 pm,false,11:46pm,going to be able to convict her of||capital murder from 11 46 pm to 12 48||a m the evening of the murders Aaron,539083,24
fNzqnxQCanQ,36.3,11 46 pm,false,11:46pm,airport the plane had 107 passengers||and seven crew members on board at 11 46 pm the crew were 65 nautical miles||east of yakutat and they were at 23 000,207887,28
fW7cG0apZwU,1258.3,11 46 pm,false,11:46pm,strong outgoing tide||which peaked at exactly 11 46 pm so when did the three escapees hit the||water in their homemade raft,3763088,24
6yQBV8hzNHc,715.1,11 46 pm,false,11:46pm,active on snapchat at 806 pm||9 22 pm and 11 46 pm do you know what||that means,175131,22
iBlrKlONSt4,323.1,11 46 pm,false,11:46pm,told the detective it was a 12||second phone call at 11 46 pm and while black was still on the roof of||that mechanic shop in written house,79824,25
akmHiJMyEkU,362.8,11 46 pm,false,11:46pm,word as permission to open fire and at||11 46 pm helena's five main six-inch||guns and other five-inch guns rained,79127,27
PC7FZ2luslQ,188.6,11 46 pm,false,11:46pm,after||the 11 46 pm alert came in||a shot spotter analyst manually,78229,25
bObGw1ZB1vE,405.7,11 46 pm,false,11:46pm,trekking boots and my employee armback||waiting by the front gate at 11 46 pm i||was checking my phone to see harley was,83062,24
