id,timestamp,token,manual,time,lines,views,category
srtrA7-0Pfc,429.1,11:42pm,true,11:42pm,deck atmosphere was abruptly interrupted at||around 11:42pm when the fire alarm for the||main deck cargo compartment sounded,302262,27
BDeJDtkS39s,1073.5,11:42 PM,true,11:42pm,gastric ejecta||11:42 PM July 4th - Radio contact established with ranger vehicle trapped within “Oyster’s||Shame”,1850628,27
DYULoYxptmk,72.9,11:42 PM,true,11:42pm,electronic buzzing||It was 11:42 PM on a Saturday night||I had just dropped off my last passenger for the day,1799925,24
oceMLDVLdGk,34.1,11:42 PM,true,11:42pm,"which was very unlike her||NARRATOR: The call for pizza came in at 11:42 PM||Nine minutes later, Ashley Biggs went out",805776,24
YzIU1jmb5K4,263,11:42 pm,true,11:42pm,were ready to go back to the airport||At 11:42 pm the first officer says “We did something to the altitude” the captain responds||with a,123924,28
0X_fITgWDvg,692.5,11:42 pm,true,11:42pm,"on the street||At 11:42 pm , The police were notified||When authorities arrived, he was",93203,24
-bs7P53MVbc,190.5,11 42 pm,true,11:42pm,"journey of about 15 minutes, I arrived at the A K||Khan bus stand at 11 42 pm The bus will stop here in about 15 minutes||So now let's turn to",65802,19
9gtox3UYzVo,1484.3,11:42 PM,true,11:42pm,"What you feel, I feel||It is 11:42 PM I'm going to have a contraction right now||Don't you keep bothering me",22719,24
BDeJDtkS39s,1074.2,11 42 pm,false,11:42pm,caustic gastric ejecta||11 42 pm july 4th||radio contact established with ranger,1850628,27
rh94j7F8BIE,1296.6,11 42 pm,false,11:42pm,efficient||11 42 pm still||hmm,1232919,20
n17TMl2njWk,425.8,11 42 pm,false,11:42pm,rupees||guys one of the time is around 11 42 pm and||the coin has crashed from 620 rupees to,611899,27
JO6Xq5GQ7A4,650.6,11 42 pm,false,11:42pm,is a knife please bring it to the county||jail immediately at 11 42 pm i'll be on||the outskirts me and x are breaking out,505133,24
OcaEwZ5qZxQ,1971.6,11 42 PM,false,11:42pm,on January 4th two days after he's found||deceased at 11 42 PM Nikki forwards an||email to Earl about houses she has seen,429744,24
8mIpA2tPmeU,346.1,11 42 pm,false,11:42pm,and tax it out to the runway commencing||its takeoff role at 11 42 pm during a takeoff roll pilots need to||keep track of a number of things,367266,27
srtrA7-0Pfc,430.1,11 42 pm,false,11:42pm,the calm flight deck atmosphere was||abruptly interrupted at around 11 42 pm when the fire alarm for the main deck||cargo compartment sounded,302262,27
YzIU1jmb5K4,262.7,11 42 pm,false,11:42pm,the airport||at 11 42 pm the first officer says we||did something to the altitude,123924,28
vl7KiMLsiLw,132.1,11 42 pm,false,11:42pm,the call was||betty gene solomon at 11 42 pm paul solomon called 9-1-1||after arriving to his condominium and,97519,27
BVUVoh4Ul4s,676.6,11 42 pm,false,11:42pm,want to 2021||it's not 11 42 pm though it's like four||in the afternoon i think but whatever,108944,28
vu1IwoSFMCc,697.8,11 42 pm,false,11:42pm,missile launch against syria the alarms||blasted off at 11 42 pm on friday night||and although officials,81081,27
9hxzkssuxpo,200.2,11 42 PM,false,11:42pm,we sang Victor soy songs||February 27 11 42 PM day four||this is over I'll write about how,84252,27
mvDkqaCQqmo,280.9,11 42 PM,false,11:42pm,I have found where you are be ready||October 31st Halloween at 11 42 PM that||was like three weeks ago nothing bad,94610,20
DcChiSlHWO8,1262.6,11 42 pm,false,11:42pm,report that the fire started in the||kitchen area at approximately 11 42 pm more than 40 minutes after the store had||been closed and exactly 39 minutes after,58233,24
Uqk30UV17OU,28.4,11 42 pm,false,11:42pm,little girl but her name has not been||revealed yet she arrived at 11 42 pm at||the chelsea and westminster hospital in,36282,24
RCMXn2LOxmw,1204.5,11 42 PM,false,11:42pm,elliotness and his men had left the||Crestmont hotel at 11 42 PM the sixth||floor Suite containing Davos and,35484,22
1vS_kSfi-bM,769,11 42 pm,false,11:42pm,but shortly after they met up 9-1-1||received a phone call at 11 42 pm on||february 10th to report that he had just,25851,22
kFxS3ffN4nY,1143,11 42 pm,false,11:42pm,quarantine hotel for less than 30||minutes and at 11 42 pm she went home||the person attended a party in poblacion,23163,25
4zw5XSjk1xw,408.5,11:42 p m,true,11:42pm,"I'm gonna get 334||Anyways it is 11:42 p m||Flight to Thailand takes off early tomorrow morning so,",243448,1
WEmeIIoBRhc,2.8,11:42 p m,true,11:42pm,On November the 11th at 11:42 p m a short-eared owl flying at 24 miles||per hour soared over a row of terraced houses in||Gale Close a quiet street in a small town in,219593,27
swuhr9jWZU8,299.6,11 42 p m,false,11:42pm,the cops here||oh eta 11 42 p m oh||so i was like broad daylight 11 p m,3321653,24
DYULoYxptmk,72.7,11 42 p m,false,11:42pm,until the end the passenger||it was 11 42 p m on a saturday night||i had just dropped off my last passenger,1799925,24
Wf6VurvFlh0,444,11:42 p m,false,11:42pm,been a it is currently||11:42 p m so almost midnight gots of||hacking done not as much as I was hoping,1013950,22
4a0ZODPymFo,46.1,11 42 p m,false,11:42pm,time of course||this was before it happened 11 42 p m my||last text,866164,20
4a0ZODPymFo,106.4,11 42 p m,false,11:42pm,guy from the cameras the night before||now this was at 11 42 p m so we're gonna||start this,866164,20
US-RmTs57lE,358.5,11:42 p m,false,11:42pm,the heels again free up the alarms||blasted off at 11:42 p m on Friday||night and although officials managed to,849467,27
HmTjpJmj22U,5,11:42 p m,false,11:42pm,mob X's Sherman Backson I am filming||this video at 11:42 p m and I have to||get this video up tomorrow,546070,26
