id,timestamp,token,manual,time,lines,views
c55jYfK1z8w,1171.8,6:01am,true,6:01am,"The time now in turkey is 7:01am||the time in Belgrad, Serbia is 6:01am which is 1 hour behind||and with respect to Indian time, Serbia is 4 hours",199225
36lg28M3Hb0,158.2,6:01 AM,true,6:01am,"The same crew made the outbound||flight that day, taking off from Dusseldorf at 6:01 AM and landing in Barcelona at 7:57 AM||After apologizing for the delay, Captain",865083
zloyi4iSDvo,366.8,6:01 AM,true,6:01am,"THE MORNING AFTER CARLESHA IS ABDUCTED,||AT 6:01 AM ,||MONDAY, NOVEMBER 3rd,",1207366
ydDUMDm-Yhk,146.2,6: 01 am,true,6:01am,"Officers rendered first aid, until the Fire Department arrived and||took over at about 6: 01 am , shortly after Mr||Calhoun was pronounced dead",99108
FAlHyR333Qw,1094.4,6 01 am,true,6:01am,"department||The router was next switched on at 6 01 am||However, the router switched on and off a number of times with long gaps throughout",53314
MX4eBDZBXeM,358.7,6 01 am,false,6:01am,today is wednesday and now it's||6 01 am i'm gonna go to school and||have like,131812
YroyiOrGKBs,304,6 01 am,false,6:01am,clinic with the couple||at 6 01 am on the morning of||may 16th the doorbell rang to their home,44733
k8mSVIGAc2g,99.2,6 01 am,false,6:01am,it is about 6 25 am right now my||standby shift started at 6 01 am so i'm||just really glad that they haven't,34013
Taszp_L3Uu4,209.9,6 01 am,false,6:01am,the surveillance footage showed the sun||exit the apartment at 6 01 am and he||appeared to lock the door and leave the,27556
jRAjk5gd_jM,66.2,6 01 am,false,6:01am,career looks like good morning everyone||it is currently 6 01 am today is a very||important special day because it is the,19646
qSVYNu4KZjI,223.6,6:01 A M,true,6:01am,"And I’m like, “No one’s gonna come in and get this,”and at 6:01 A M ,||someone comes in, they’re like, “Where’s the Razr phone?”||“What would the Patriot",1191535
xipdrHFVUcQ,43,6:01 A M,true,6:01am,"PLEASE, EVERYBODY, THIS MORNING||PLEASE, EVERYBODY, THIS MORNING AT 6:01 A M , PLEASE JUST TRY TO||AT",264197
xipdrHFVUcQ,46.7,6:01 A M,true,6:01am,", PLEASE JUST TRY TO||AT 6:01 A M , PLEASE JUST TRY TO IMAGINE WHAT WOULD HAPPEN IF BRA||IMAGINE WHAT WOULD",264197
JIQXZZwvMjY,65.6,6:01 a m,true,6:01am,Step one is done||It is now 6:01 a m||Las Vegas time,152385
xipdrHFVUcQ,37.5,6:01 a m,false,6:01am,jeong-hoon of course please everybody||this morning it at 6:01 a m please just||try to imagine what would have happened,264197
Pzme6-hTsBk,160.6,6:01 a m,false,6:01am,fainted but I pulled myself together and||looked down at the watch again 6:01 a m I reached for the door handle and opened||it with ease I began to freak,240150
9UFGN8hGMrs,89.4,6 01 a m,false,6:01am,shoot and let's get into it||good morning guys it is 6 01 a m today||is gonna be a long day but a fun day in,213489
e-EHXcfXkC8,20.6,6:01 a m,false,6:01am,and a half hour drive and we're really||excited it's currently 6:01 a m so||we've been driving for like five minutes,145971
KJykia9eb50,321.8,6:01 a m,false,6:01am,an alarm in over a month now||but my standby sign in time is at 6:01 a m so I'm probably gonna get there||really early again because it's 5,101717
dTlNzPxol5k,567,6:01 a m,false,6:01am,Whitney so he threw out this tweet on||May 12th at 6:01 a m drama aside I have||something to say love halo beauty com,75404
s3Z0OzyqE_c,137.7,6:01 a m,false,6:01am,has been a sighting of him at an ATM but||was actually yesterday morning at 6:01 a m in Aberdeen Maryland there's a ATM||transaction right off a 95 in Aberdeen,51470
vglurf_3Mds,1058.6,6:01 a m,false,6:01am,this automation so this automation runs||at 6:01 a m every day and then it runs||the today summary shortcut so this is,52737
i6Dv6GFAn9g,365.5,6:01 a m,false,6:01am,mission to the International Space||Station capture occurred at 6:01 a m Central time as the station and Dragon||were flying over the North Atlantic,50283
Fu2WKAwHfYA,11.9,6:01 a m,false,6:01am,I've got here it's about an hour before||sunrise Sun rises at 6:01 a m and I'm||just looking for the perfect spot so,54873
7DM3AFU7pl8,673,6 01 a m,false,6:01am,pipeline indicating a possible leak||amplify reportedly waited until 6 01 a m to shut down the pipeline but according||to the ceo of amplify the company wasn,42158
rCQkdh4nW4A,805.6,6:01 a m,false,6:01am,like me my phone wakes me up with my||alarm my alarm goes off at 6:01 a m go||for a run before work what's the first,35393
rWwYia4x7tk,35.9,6:01 a m,false,6:01am,local boy to host it ever here's the||first feedback I got 6:01 a m your||voice is a dick and it's fucked my,28848
xQogfZ1_3Lg,1425.3,6:01 a m,false,6:01am,to this podcast the Sun enters Virgo||August 23rd at 6:01 a m that's Eastern||Time so we have the next 9 days of the,26478
pWwuLHKKs4k,180.8,6:01 a m,false,6:01am,Virgo the Sun goes into Virgo officially||on August 23rd at 6:01 a m and that's||Eastern Time,25403
zd4NsCX3Ei0,7.5,6:01 a m,false,6:01am,moon it is exact||June 3rd 2019 at 6:01 a m that's||Eastern Daylight Time and this is of,18059
Qmfx7g8GSak,67,6 01 a m,false,6:01am,i guess we get up now hey so||it is 6 01 a m as you seen by the intro||today we are following,15685
4VlDjI3gBds,59.2,6:01 a m,false,6:01am,the outbound flight taking up from||Dusseldorf at 6:01 a m and landing in||Barcelona,16020
HaRZ05zoN_Y,621.8,6:01 a m,false,6:01am,what time were you born I was born at||6:01 a m Eastern Standard Time all||you're doing your daughter Brielle you,12966
njanHmG07Bs,7.1,6:01 a m,false,6:01am,York City B's crew thank you for flying||with us today local time is 6:01 a m so||I'm out here hanging out with Chris,12545
4vFu7SAAwHM,510.9,6:01 a m,false,6:01am,slipped away nothing we could do||at 6:01 a m less than 11 hours after he||collapsed from a hailing butane 15 year,13917
