id,timestamp,token,manual,time,lines,views,category
q8gFKi4JUF0,17.9,11:04 PM,true,11:04pm,"doing what's needed to be done||11:04 PM Last Tuesday,||senior Corporal Sergio Perez in",111090,25
_67GAODRWBc,1564.4,11 04 pm,false,11:04pm,he takes the dog for a walk remember and||at 11 04 pm he returns this will be the||last sighting on that video of anyone in,96496,22
OrmWWsA0mzI,60.3,11 04 PM,false,11:04pm,on December the 6th 2022 at||approximately 11 04 PM officers with the||Columbus Division of police were,93695,27
T6aRV0DF9pk,220.1,11 04 PM,false,11:04pm,scheduled to lift off Friday during a 99||minute window that opens at 11 04 PM EDT||from path39a at NASA's Kennedy Space,57682,28
qziEo2subQQ,303.9,11 04 pm,false,11:04pm,through i'm afraid please if anyone is||reading this help me robert 11 04 pm why||would you write that down on the paper i,58157,20
vAAuylDhaIk,1035.9,11:04 p m,false,11:04pm,I'm sure okay so we're doing our final||check-in it is 11:04 p m I'm tired the||jetlag is sinking in but let's do our,1847957,26
HWTp3WdEqaE,590.1,11 04 p m,false,11:04pm,chair||at 11 04 p m the killer current was sent||coursing through her body several,940405,22
O6bn_YnoBeA,1999,11 04 p m,false,11:04pm,time because that's the actual time||that's happening right now it's 11 04 p m I think this game wants me to change||the time on my clock I cannot,1020626,20
vAeoL-Btsfc,668.2,11:04 p m,false,11:04pm,what time what time is it||the time is 11:04 p m 11:00 there you||go yeah he took over our Amazon Alexa,374252,22
Oy2w2aZwsBQ,1830.5,11:04 p m,false,11:04pm,in a very short timeframe your doctor||two to three hours 11:04 p m the first||wave of packages is being processed and,357226,22
yvnoO_BXY6k,211.4,11:04 p m,false,11:04pm,Log||it is about 11:04 p m I am so so tired||the internship I was gonna apply for,335494,22
kYQ1P0PKsEg,515.7,11:04 p m,false,11:04pm,again and hopefully we find him this||time because like it's literally 11:04 p m and it's like really cold out here||so I'm ready to go inside,297853,24
6ypwSWg2O88,415.9,11:04 p m,false,11:04pm,getting my second wind I don't know it||is 11:04 p m and my goal was to get||this done tonight because tomorrow we've,257728,22
ABWd25kgRMI,1629.6,11 04 p m,false,11:04pm,better||it's 11 04 p m past curfew||come on but not too late for some good,306794,17
VkKFEUZJ0DA,954.2,11 04 p m,false,11:04pm,but that is going to do it for today um||right now it is 11 04 p m and uh unfortunately i didn't get||enough coding that i wanted to do today,258057,28
ZdWL6bNWf8E,523.1,11 04 p m,false,11:04pm,she didn't take this picture was time||stamped at 11 04 p m which was the time||that we were down in the basement,236638,22
eewL46FHar4,534.6,11:04 p m,false,11:04pm,so right now it is||11:04 p m or am I actually have to go||meet my group and I'm a little,213550,26
3MB501qDHJE,2283.9,11:04 p m,false,11:04pm,figure it and checked my phone and hit a||voicemail from Lydia left at 11:04 p m hey Becca I||I just had a huge fucking fight with,194150,22
3v3llonEusI,557.6,11:04 p m,false,11:04pm,Maria I'm really just out of it right||now so it's actually 11:04 p m currently okay it just changed to 11:05||you guys love my wallpaper like,177399,22
OgIDBNT-dYc,146.4,11 04 p m,false,11:04pm,on buffalo state's campus||at 11 04 p m she is seen outside of her||dorm,160130,25
uc24GiziJLc,394.7,11:04 p m,false,11:04pm,I was gonna do this right now||refresh quickly at 5:00 boom it is 11:04 p m right now and yeah that means||midnight I've been home for a little bit,155748,20
qq8xnvcvB84,965.7,11:04 p m,false,11:04pm,been going on I haven't really been here||that much um yeah it's 11:04 p m right||now I don't know how the week is already,152771,24
CXbl0xmme7s,348.6,11:04 p m,false,11:04pm,just took something hit me in the leg||11:04 p m police have just started||engaging the protesters here with what,146502,25
-bWYU8M13V8,1734.4,11:04 p m,false,11:04pm,cigarette and checked my phone I had a||voicemail from Lydia left at 11:04 p m he's now trying to convince me that||Sigma Chi is behind all stuff going,110679,24
ogE_9-PkRB8,198.3,11:04 p m,false,11:04pm,still be late I have no||idea if you can see that but it's 11:04 p m right now wait no AM am||good-morning right meaning Jack's plane,85337,24
JL0vpXM_xNg,2163.3,11 04 p m,false,11:04pm,entry 32||6 5 18 11 04 p m i barricaded the plays||there are so many of them now i can't,77070,24
BgAGpsVdG0s,162,11:04 p m,false,11:04pm,was having a Christmas party||11:04 p m where were you and what were||you doing me and Sasha were talking with,79701,24
IPIiPAz2DY8,1832.1,11:04 p m,false,11:04pm,to talk you through the three hours||11:04 p m the first wave of packages is||being processed and right away and,89479,24
YrX6FRaZITc,220.7,11:04 p m,false,11:04pm,dang house always last I voted to lie uh||11:04 p m Tuesday Louisiana come get me||I don't want to get you honor fighters,57124,20
nVbHkRqBBwg,493.2,11:04 p m,false,11:04pm,back it is the end of the day is||currently 11:04 p m so I've had this||foundation on I'd say for about almost,46949,26
RVDpTt4a4yA,954.7,11:04 p m,false,11:04pm,what's up everybody so it's pretty late||it's 11:04 p m to be exact||and today was a very very long day we,43916,22
z8J-PsNdFXM,7.1,11:04 p m,false,11:04pm,it's Monday night August 22nd 2016 and||it's 1104 11:04 p m I've been trying to||this voice over things for long is like,40254,26
wr4VnoY0hn4,1875,11:04 p m,false,11:04pm,him not to release these videos until||september 15th 2010 at 11:04 p m the||text file was eventually released on,51204,20
H4eeZTE6sxA,20.7,11 04 p m,false,11:04pm,the day you||asked me to be your girl yeah at 11 04 p m yeah it was late i remember it like||yesterday,39330,24
G3Lq5Uzljvk,477,11:04 p m,false,11:04pm,foodie now about to do a serious work||session okay it's 11:04 p m we're||planning on working to like 4 a m,48919,22
yq30F3NJX8Q,112.5,11 04 p m,false,11:04pm,and i don't know how i'm going to do||right now it is 11 04 p m i have a||workout class tomorrow morning at 9 30,33323,22
