id,timestamp,token,manual,time,lines,views,category
25wC533f7dQ,75.2,7:54 PM,true,7:54pm,"this call was even more chilling than the previous two||When the police arrived at 7:54 PM ,||Keith was standing at the front door to greet them",11352368,24
S3MYY4SN8ts,1881.8,7:54 PM,true,7:54pm,"A warrant for Muhammad and Malvo's arrest||was issued at 7:54 PM||At 12:05 AM a press conference was held,",853627,1
Hw5lWkVCWls,120.9,7:54 PM,true,7:54pm,"THE DAY, AS WE ARE LIFE HERE ON TYT COM/LIVE||WHICH WE ALWAYS ARE 7:54 PM EASTERN AND I ALSO WANTED TO||ADD THAT I CAME UP WITH A THEORY AS",139816,25
ZWdbR7FIbQY,72.5,7:54 PM,true,7:54pm,"THE MAIN YOUNG TURKS SHOW IS||LIVE 7:54 PM EASTER EVERY DAY, YOU CAN GET THAT AT||TYTNETWORK COM/LIVE, WHERE YOU CAN GET",24565,25
Adbmqs4P9bw,1441.5,7:54 PM,true,7:54pm,Now look at the telegram that Graveman sent himself||7:54 PM The telegram and the telephone call came from the same place||Mr,35599,22
25wC533f7dQ,75,7 54 pm,false,7:54pm,previous two||when the police arrived at 7 54 pm keith||was standing at the front door to greet,11352368,24
Y8Pn3hE8Bdw,447.4,7 54 pm,false,7:54pm,she came back in he was unresponsive he||was later declared dead at 7 54 pm his estate at the time was estimated to||be worth over 50 million dollars,1051314,27
m4H5gZMtolY,1826.1,7 54 pm,false,7:54pm,made the following internet searches||at 7 54 pm that same evening casey and||her boyfriend tony were seen in a,394516,22
3Ey6wGjqwQA,213.6,7 54 PM,false,7:54pm,Bradley got out and Alfie left||lasting 10 minutes later at 7 54 PM Bradley called Alfie saying that things||were much worse than he thought,163156,24
sqtR-O2019I,1232.3,7 54 PM,false,7:54pm,about four miles heading Northeast||Suddenly at 7 54 PM the TT Zion turned||abruptly sped up and slowed down several,178770,24
25hNe0m811w,109.6,7 54 pm,false,7:54pm,september 20th here in the states or in||canada at 7 54 pm eastern standard time||or 4 54 p m pacific standard time and,117701,27
TGvgU_SOrsg,565.6,7 54 pm,false,7:54pm,this phenomena to the weather office and||a tornado warning was issued at 7 54 pm at around this time a very short-lived||f-zero tornado touched down just to,379652,22
f5WUK-T1DZQ,2434.8,7 54 pm,false,7:54pm,aiden andres he is from california born||october 25th 2003 at 7 54 pm 5 foot 8 inches 108 pounds right handed||o positive blood type,87661,20
826FZJx2Cbg,2598.6,7 54 pm,false,7:54pm,following internet searches||at 7 54 pm that same evening casey and||her boyfriend tony were seen in a,43085,20
l3T6wH_NaVk,209.5,7 54 PM,false,7:54pm,needed him he said Mr Lewis rang him at||7 54 PM just minutes before he was||stabbed by white in the chest the court,22351,22
wMnlZ8T1ybY,89.4,7 54 PM,false,7:54pm,needed him he said Mr Lewis rang him at||7 54 PM just minutes before he was||stabbed by white in the chest the court,20915,22
nsszL3CztKo,138.7,7:54 p m,false,7:54pm,oh no I could see the time but it is||7:54 p m tongue that's flew by the time||is flew by it is now dark outside,1227147,22
WYI66UApUKg,996.9,7 54 p m,false,7:54pm,between||7 54 p m and 8 10 P M||which I'm sure,697926,25
WOkRuqdmtWg,137.4,7:54 p m,false,7:54pm,that go when's the sunset tonight||sunset is at 7:54 p m whoo technology||these days man echo do you like my,564179,22
S3MYY4SN8ts,1881.5,7:54 p m,false,7:54pm,a warrant for Muhammad and Malvo arrest||was issued at 7:54 p m at 12:05 a m||a,853627,1
bjuExIguYqI,13.7,7 54 p m,false,7:54pm,six losses not too great we have a||sweaty episode last time but it's 7 54 p m right now hopefully less sweaty||um but ones to watch came out today so,482668,20
k_0pnN9oJYE,627.4,7 54 p m,false,7:54pm,clothes||7 54 p m anderson she's just about done||fast forward 8 14 p m,453260,24
tndD83ql8lk,75,7:54 p m,false,7:54pm,until we can play the tournament||Alexa what time is it the time at 7:54 p m 7:00 to 4:00 p m||so big screen is,190319,24
U2pcvTgFkMg,172.3,7 54 p m,false,7:54pm,month it happens at 11 54 a m pacific||and 7 54 p m uk time||in and it is at 26 degrees 45 minutes of,183142,24
