id,timestamp,token,manual,time,lines,views
ObxbeM2eAjU,237,12:20am,true,12:20am,and died from her stab wounds||At 12:20am that night her older sister found her body 50 yards from the family home||Raonaid,572369
QbhCFYjpKuw,60.4,12:20AM,true,12:20am,WE'RE WALKING IN AN ALLEY ABOUT||12:20AM BUT SOMEONE FIRED AT||THEM POLICE SAY FROM A GRAY,361755
anTeywvOArI,580,12:20am,true,12:20am,those interviews that the detectives learned that Angie had last been seen alive at about 12:20am on the 13th of June,58519
jNeQLj4nLJc,155.6,12 20am,true,12:20am,Time check||12 20am||on a Friday morning,45068
L8kB4sE4Fhg,88.8,12:20AM,true,12:20am,ON BEVERLY BOULEVARD AT ABOUT||12:20AM SATURDAY||HE WALKED,23863
7DI4CSSs--g,62.4,12:20AM,true,12:20am,HOODIE AND WALKED INTO THE||STORE AT ABOUT 12:20AM THIS||MORNING GUYS LOCATED ON,13051
jEyjF2bNQOA,180.8,12:20 AM,true,12:20am,8:30 PM-- ate two pieces of milk toast||9:00 to 12:20 AM -- slept well||Urination at,2161440
jEyjF2bNQOA,188.7,12:20 AM,true,12:20am,"-- slept well||Urination at 12:20 AM||Mostly blood, but small in amount",2161440
eqsMnHA_A0E,504.2,12:20 am,true,12:20am,"to do with Maura but it is very interesting to know||At 12:20 am , like right before Maura was freaking out||there was a serious accident very",2004026
omLCzwEvGxc,112.5,12:20 AM,true,12:20am,"this Cannonball Run since Red Ball, New York||Red Ball Garage in New York at 12:20 AM||We've been driving for like 30 hours maybe",1587269
I_17-FIqadU,848.9,12 20 am,true,12:20am,"The good news, at least for the operators and||captains, is that at around 12 20 am a ship not||too far away gets the distress call and replies",1927740
JPXsD-ZCous,1193.6,12:20 AM,true,12:20am,"spent the entirety of day 152 just trying to catch this STUPID fish and at 12:20 AM ,||I FINALLY managed to get it||The next morning, I made my first totems from",733835
FugqiWZAMl0,814.8,12:20 am,true,12:20am,"after having food,we came up and i started editing||im speaking low because its 12:20 am and people must be sleeping||ive made a new rule for this series that ill",684069
9PJAaGwcEOA,210.7,12:20 am,true,12:20am,"to glide further than usual||But they were fine, the plane touched down safely at 12:20 am , the plane was fine on||final approach they could even use reverse thrust",455116
0a6_DEobUU4,211.9,12:20 am,true,12:20am,"She carried around 740 passengers||At approximately 12:20 am on the morning||of April 15, the Carpathia received a",456385
pOe8rTGYVlM,1354.6,12 20 am,true,12:20am,opened and recorded on video the case officer was||released at 12 20 am after being detained at 9 40||PM the case officer and his family were forced,810266
KfbGlPR7Dlw,654.2,12:20 AM,true,12:20am,"and had dinner at a hotel restaurant||They left around 12:20 AM , trying to escape the||paparazzi by exiting the hotel through a back entrance",121193
Ih0_kpf-bas,345.5,12:20 AM,true,12:20am,"audience laughing||Then a week later, he text you at 12:20 AM||and said, ""Hey you """,123695
ea6OjPryNwM,452,12:20 AM,true,12:20am,"50 miles away and speeds to Titanic, but is stopped by an ice field||At 12:20 AM , the Carpathia hears the call||However, the slower ship is 58 miles away, and it",29209
ea6OjPryNwM,452,12:20 AM,true,12:20am,"50 miles away and speeds to Titanic, but is stopped by an ice field||At 12:20 AM , the Carpathia hears the call||However, the slower ship is 58 miles away, and it",29209
uFizDOkXLYQ,369.7,12 20 am,true,12:20am,"Soon, the thermal runaway reaction took place||By 12 20 am ,||the pressure reading inside the tank showed more than 50 psi",19112
nWL5DQuflV0,1007.3,12 20 am,false,12:20am,he might||all right the hallway it's 12 20 am so||far,1123247
I_17-FIqadU,852.1,12 20 am,false,12:20am,operators and captains is that at around||12 20 am a ship not too far away gets||the distress call and replies that ship,1927740
R09J9uWTScg,1393.4,12 20 am,false,12:20am,snow||it's all good 12 20 am no more fish||at all i did just have a mark come in,591310
p5_w33jgB_0,374.4,12 20 am,false,12:20am,Christopher's the last text message||Jessica sent was also to Carrie at 12 20 am it read no Shenanigans for Jessica||according to Carrie this was a code that,715594
9PJAaGwcEOA,212.2,12 20 am,false,12:20am,but they were fine the plane touched||down safely at 12 20 am the plane was fine on final||approach,455116
kdApGLrXCXk,95.4,12 20 am,false,12:20am,situation really is||after 20 minutes at 12 20 am they start||lowering lifeboats with passengers,512342
WvrqHHJAfzs,582.3,12 20 am,false,12:20am,missing she was on her way home at||around 12 20 am from her studies while||walking back someone on a motorcycle,376970
0a6_DEobUU4,210.8,12 20 am,false,12:20am,croatia she carried around 740||passengers at approximately 12 20 am on the morning of april 15th the||carpathia received a distress signal,456385
pOe8rTGYVlM,1357.4,12 20 am,false,12:20am,recorded on video the case officer was||released at 12 20 am after being||detained at 9 40 PM the case officer and,810266
v_Qdo_ReK8o,293.2,12 20 am,false,12:20am,there were 13 of us||at about 12 20 am one of us went out||into the yard,274573
XyQzJyc6Pxw,808.8,12 20 am,false,12:20am,the ship was sinking||at around 12 20 am the lowering of the||20 lifeboats on board,204077
Qd70qbZn5IY,572.4,12 20 am,false,12:20am,been infiltrated with paparazzi||at around 12 20 am with bodyguard trevor||reese jones,191797
8JX1nBpSB-A,616.4,12 20 am,false,12:20am,time with friends||it's currently 12 20 am and we are on||the vents of whether or not to go to,195395
EwRwxiy5ajo,1829.6,12 20 am,false,12:20am,there alone when the coach light closed||early at 12 20 am and Debbie had||declined Gina's offer to go to Gina's,140572
3tOJbUKMt6M,162.4,12 20 am,false,12:20am,otherwise called Jimmy||Jimmy was killed about 12 20 am while he||was in bed,128593
7zexgv-CVmM,814.6,12 20 am,false,12:20am,visibility but they continued their||search at 12 20 am in the days that followed only 179 of||the 400 passengers had been rescued and,127653
GgqDHKTa-N4,660.8,12 20 am,false,12:20am,identified as 48 year old Michael Brown||reports her that around the 12 20 am Brown was pronounced was pounced upon by||gunmen who opened fire on him at his,107920
v1QnZDY-YiM,977.8,12 20 am,false,12:20am,the three Germans each signed||by 12 20 am on the 9th of May the Allied||Representatives had also signed,406159
TOx1gIHC8es,655.4,12 20 am,false,12:20am,from her location she didn't arrive back||between 11 50 pm and 12 20 am she was||placed by a reliable witness on the,120042
TOx1gIHC8es,682.6,12 20 am,false,12:20am,reynad's sister sarah was on her way||home from her own evening out around 12 20 am when she and her friends came||across a girl's body a split second,120042
mz49UNxL87s,627.2,12 20 am,false,12:20am,new year it's 12 20 a m||well there you have it it's 12 20 am on||friday december 31st so it's new year's,85139
MQy6prZq6ZI,753,12 20 am,false,12:20am,the 27th tuesday the 27th 4 27||and the time is 12 20 am now||we are on night two in the hospital,106641
wB6HYxVfSNI,501.5,12 20 am,false,12:20am,first distress signals are sent||12 20 am carpathia||russians protect him,91008
