time,name,album_img,artist,preview_url,popularity,href,id,us_market,probably_time,exact,suffix
10:00,10:00 PM,https://i.scdn.co/image/ab67616d0000b27316d19d9449d1a711ec5af0bf,Gera MX,https://p.scdn.co/mp3-preview/470515f2e852d9aa070739ce492fe331fb94e261?cid=635a94c846854eb29813825c79d704a2,41,https://open.spotify.com/track/1DJIkBrOBG6Nhy37DRveei,1DJIkBrOBG6Nhy37DRveei,true,true,false,pm
10:00,10:00 P.M.,https://i.scdn.co/image/ab67616d0000b273220b440ccf3100c79c39eabf,Larry Carlton,https://p.scdn.co/mp3-preview/806f12bce2aef00b41eed1d995dc1505f2bc7b30?cid=635a94c846854eb29813825c79d704a2,33,https://open.spotify.com/track/0ARChe6hJuCzyHxGKHEvOw,0ARChe6hJuCzyHxGKHEvOw,false,true,false,pm
10:00,10:00,https://i.scdn.co/image/ab67616d0000b273d8486d6ca2ea80e7897ea042,Danger,https://p.scdn.co/mp3-preview/7ee75f5fed53ab97edd6c6e80c627d0fea1fea85?cid=635a94c846854eb29813825c79d704a2,24,https://open.spotify.com/track/7KzKhXQ0LSBUvHNJHhRqAr,7KzKhXQ0LSBUvHNJHhRqAr,true,true,true,
10:00,10:00 A.m.,https://i.scdn.co/image/ab67616d0000b273c4cb10404b0b8599d0028364,Fyahbwoy,https://p.scdn.co/mp3-preview/87f3054344c1894922b9b29c4e426058b83a8ca6?cid=635a94c846854eb29813825c79d704a2,24,https://open.spotify.com/track/56VplF8LGv7AALLgiNmuYM,56VplF8LGv7AALLgiNmuYM,false,true,false,am
10:00,10:00 AM,https://i.scdn.co/image/ab67616d0000b27313f1ee894d1a67a9522d2c2d,TPR,https://p.scdn.co/mp3-preview/ec4b003f09c305561a3f894f4d23e7ae696324f6?cid=635a94c846854eb29813825c79d704a2,22,https://open.spotify.com/track/5rFyaWKpWoCV1gKx6Fbd60,5rFyaWKpWoCV1gKx6Fbd60,false,true,false,am
10:00,10:00 PM,https://i.scdn.co/image/ab67616d0000b273219390f91fc46a95a4963deb,"Twayze, Lulb, Lil Geno, Lil West",https://p.scdn.co/mp3-preview/d9be15974ba083500f6e3f7a19da1df4c3917f04?cid=635a94c846854eb29813825c79d704a2,7,https://open.spotify.com/track/2ntOkSzAbfl3csr27Octxc,2ntOkSzAbfl3csr27Octxc,true,true,false,pm
10:00,10:00,https://i.scdn.co/image/ab67616d0000b2732457bbba39de10eeab218789,AG Ulpindo,https://p.scdn.co/mp3-preview/e6ae803f3bd6ddcc917d3662454c319fe43966fe?cid=635a94c846854eb29813825c79d704a2,4,https://open.spotify.com/track/4iFoGrGEE9GXTgA5HDkpJf,4iFoGrGEE9GXTgA5HDkpJf,false,true,true,
10:00,10:00 More,https://i.scdn.co/image/ab67616d0000b27341c0945b9401e2573c54cbf9,Jonathan Ogden,https://p.scdn.co/mp3-preview/0251da39c28a05c92974e457b09f0f439ffbdd79?cid=635a94c846854eb29813825c79d704a2,35,https://open.spotify.com/track/54dz71Xr5bznQaZ1KJc7ND,54dz71Xr5bznQaZ1KJc7ND,true,false,false,
10:01,10:01,https://i.scdn.co/image/ab67616d0000b27345593b6a55013aabca634975,Luvelle,https://p.scdn.co/mp3-preview/52df538acec76fff760bd1c6b77b5844ef6fe029?cid=635a94c846854eb29813825c79d704a2,2,https://open.spotify.com/track/7o7Op5ht8OgFGvLy5y58dq,7o7Op5ht8OgFGvLy5y58dq,false,true,true,
10:01,10:01,https://i.scdn.co/image/ab67616d0000b2738cf792db07107476da67ea96,lunala,https://p.scdn.co/mp3-preview/7bb18e69bab5969bb2aa25af3dd4d49ecf8d05fb?cid=635a94c846854eb29813825c79d704a2,1,https://open.spotify.com/track/2TNGZPtejXKw34cXgmqiip,2TNGZPtejXKw34cXgmqiip,true,true,true,
10:01,10:01,https://i.scdn.co/image/ab67616d0000b27396b867f3561d383dd703d27c,"its Kota, WAB Jo, MarcSoFly",https://p.scdn.co/mp3-preview/dea280fbe7bc4b4e0af72b3cb1be7dae4b9943b3?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/2awgcwxRyL8ghRmYQ8nug4,2awgcwxRyL8ghRmYQ8nug4,true,true,true,
10:01,10:01,https://i.scdn.co/image/ab67616d0000b273f9befa4a2632f4205029a88d,The C90s,https://p.scdn.co/mp3-preview/5fe4b107085ce5060f3cf6be9db3507a5dd2a321?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/1iej9JGUgoFequ7HFUjbtA,1iej9JGUgoFequ7HFUjbtA,true,true,true,
10:01,10:01,https://i.scdn.co/image/ab67616d0000b2738642826ed9df8900caa42b66,Black Ant,https://p.scdn.co/mp3-preview/73036f45ce330f9799f21cc00b3b84b73233a3ce?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/6TXKDv37AoE7iMKFcPx9cH,6TXKDv37AoE7iMKFcPx9cH,true,true,true,
10:01,10:01,https://i.scdn.co/image/ab67616d0000b273aec552740ddf05d8c3e755b5,Luca Longobardi,https://p.scdn.co/mp3-preview/5823420159ba5408b241e09f59d994993b6bf87d?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/3DWRT3wtZ60MLtTEnDX35m,3DWRT3wtZ60MLtTEnDX35m,true,true,true,
10:01,10:01,https://i.scdn.co/image/ab67616d0000b273811ef155a44a912a7e75fcf5,JD EL IMPERIAL,https://p.scdn.co/mp3-preview/724ab0b659e9a0ebd4ea2c63b684ec4937f15f37?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/00FzVB1te8RqAPzWrKGgT3,00FzVB1te8RqAPzWrKGgT3,true,true,true,
10:02,10:02,https://i.scdn.co/image/ab67616d0000b27343278ce1dc58384d10d555f1,lastnxght,https://p.scdn.co/mp3-preview/0952eefc2818d6e948e04a06da3586f7ca45db97?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/348fOvyGS9wohxc1ChzvbB,348fOvyGS9wohxc1ChzvbB,true,true,true,
10:02,10:02,https://i.scdn.co/image/ab67616d0000b273e2ae980ede63936cd9730720,TWX,https://p.scdn.co/mp3-preview/5c248e6ebdcf773ffcf36ac18a0a5062ffdcfb5d?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/5hrgz53E5v01TeywKfgveh,5hrgz53E5v01TeywKfgveh,true,true,true,
10:02,10:02,https://i.scdn.co/image/ab67616d0000b2732ef9fcfd6e5b863807566fbb,Frank Bennardo,https://p.scdn.co/mp3-preview/cdcc1707d8c7968378c74bcd78d397be2e31be03?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/1Nk6874FHK2Yzr9DYmJCsS,1Nk6874FHK2Yzr9DYmJCsS,true,true,true,
10:02,10:02,https://i.scdn.co/image/ab67616d0000b2737b4ba70c3b02df8bb045bd2f,Fran GC,https://p.scdn.co/mp3-preview/3b09634b976826cc04fbfa79e484b6a854302b34?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/2RMG8HmWzkIcPrmWast0eC,2RMG8HmWzkIcPrmWast0eC,true,true,true,
10:02,10:02,https://i.scdn.co/image/ab67616d0000b273f23e006b593bab7bc682e1c5,Hesokkg,https://p.scdn.co/mp3-preview/5cebd932237466406e9c562c2e484e784461cd69?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/7B981Wlda2ymusgoBJxFB9,7B981Wlda2ymusgoBJxFB9,true,true,true,
10:02,10:02,https://i.scdn.co/image/ab67616d0000b2734caf778933cea9a425f7f461,Demi Beignet,https://p.scdn.co/mp3-preview/23ae369e40f4a8cdb133d50a85963d6842fe4744?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/5hzl0ZSrWfNk7wzTxhxZNE,5hzl0ZSrWfNk7wzTxhxZNE,true,true,true,
10:02,10:02,https://i.scdn.co/image/ab67616d0000b2732fcf63a7f6d41659715123ce,"Mo'MoneyMino, AMOB, ManeskioWorld, Raxx5th, BG Estoo",https://p.scdn.co/mp3-preview/7326af597f7de2c7fb77fb9907d4e2aa2fbc26f8?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/5qbhFxPfljqb6KLHRH17pM,5qbhFxPfljqb6KLHRH17pM,true,true,true,
10:03,10:03,https://i.scdn.co/image/ab67616d0000b2738d1a40c4f2a9fa9bf3e79a17,All the Wine,https://p.scdn.co/mp3-preview/ab6d01714fe2bb30762524d8f7a95d0197499c09?cid=635a94c846854eb29813825c79d704a2,2,https://open.spotify.com/track/6IEixZWSfmUJt01PO2KUIm,6IEixZWSfmUJt01PO2KUIm,true,true,true,
10:03,10:03,https://i.scdn.co/image/ab67616d0000b2732b43215bfe2a537f724c37fb,Morose Code,https://p.scdn.co/mp3-preview/5144a4db9bfc788a4821bff7618a89db1b53a791?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/51X2Y8hLJBAJYMaQ0MoO9j,51X2Y8hLJBAJYMaQ0MoO9j,true,true,true,
10:03,10:03,https://i.scdn.co/image/ab67616d0000b2735bec726ed0c122c0c053d55b,Deadliner,https://p.scdn.co/mp3-preview/bfb535ffb49e1131f75c05d00a78e87b70f51ace?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/6VV40smYN51kjxaFpOadvC,6VV40smYN51kjxaFpOadvC,true,true,true,
10:03,10:03,https://i.scdn.co/image/ab67616d0000b273a52ea52752c9c17df548987b,"NovaOnTheTrackbeatz, TMAYK",https://p.scdn.co/mp3-preview/58c082628b3b570de79b9582337180d34165c258?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/49vw6jfHAAGhM1J7WmOdQK,49vw6jfHAAGhM1J7WmOdQK,true,true,true,
10:03,10:03,https://i.scdn.co/image/ab67616d0000b2735d41e95e99cf9e33b43bfe59,Rockstar Marcus,https://p.scdn.co/mp3-preview/3946b22bbd1252a4a7d5b7c3e129e0d6eb978658?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/1p2SOfwFvOHHeQP5vt0J1t,1p2SOfwFvOHHeQP5vt0J1t,true,true,true,
10:03,10:03,https://i.scdn.co/image/ab67616d0000b273992bb19c825817095a778612,Joey Lake,https://p.scdn.co/mp3-preview/32e284f2e90210da3111f5e034748131a2795967?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/2p84VOEKLClfDchQQiWUce,2p84VOEKLClfDchQQiWUce,true,true,true,
10:04,10:04pm,https://i.scdn.co/image/ab67616d0000b2734046d1c4d29fb0e4b9897f7b,Don Trip,https://p.scdn.co/mp3-preview/4dec3c3f6f25992acefb696d4c2bdacbf5cf3368?cid=635a94c846854eb29813825c79d704a2,30,https://open.spotify.com/track/3zYDdiNUtko2j2liu2GPqu,3zYDdiNUtko2j2liu2GPqu,false,true,false,pm
10:04,10:04,https://i.scdn.co/image/ab67616d0000b2732f59588d59628dfda1d3f6d5,Treypounddd,https://p.scdn.co/mp3-preview/71a12fcb6e4b3fe9eb51152cf93b4538dfca6818?cid=635a94c846854eb29813825c79d704a2,1,https://open.spotify.com/track/2xUxGw5Rtuy01vBDxSFHSp,2xUxGw5Rtuy01vBDxSFHSp,false,true,true,
10:04,10:04,https://i.scdn.co/image/ab67616d0000b273dad0ad8ce2687d5c0eb17693,elebel,https://p.scdn.co/mp3-preview/a160d9621dfb98243e4bfac10e1a6843d2368856?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/3UYnR2yg1YhxrWKZPS8ha6,3UYnR2yg1YhxrWKZPS8ha6,true,true,true,
10:04,10:04,https://i.scdn.co/image/ab67616d0000b273d7f98478213779cdc4788cd8,Michael Lewis,https://p.scdn.co/mp3-preview/2724d6af3ca27259560848324995929a9d5b7194?cid=635a94c846854eb29813825c79d704a2,0,https://open.spotify.com/track/5N5HaaAwfNd4vipN1XTX7o,5N5HaaAwfNd4vipN1XTX7o,true,true,true,
10:05,10:05,https://i.scdn.co/image/ab67616d0000b273b4d07c2bb9240a90d4caea11,Leonardo Farah,https://p.scdn.co/mp3-preview/dba6212bbe7a4baf266f62b5490668450341c3fa?cid=635a94c846854eb29813825c79d704a2,3,https://open.spotify.com/track/6oaYwQjDqm0nMOvAjCtksG,6oaYwQjDqm0nMOvAjCtksG,false,true,true,
10:05,10:05,https://i.scdn.co/image/ab67616d0000b273671e4367bcc73a1a85fc69bd,Bwitches,https://p.scdn.co/mp3-preview/888de1557a5a5c183199b4b05d6bf35a80c8cab9?cid=635a94c846854eb29813825c79d704a2,1,https://open.spotify.com/track/0kkqURNwal9221sOfOGkCB,0kkqURNwal9221sOfOGkCB,true,true,true,
