id,timestamp,token,manual,time,lines,views,category
XISwz73yX3k,510.8,9:14am,true,9:14am,"some of them from slipping in||At 9:14am , a Japanese dive bomber was set||on fire by Hornet’s anti-aircraft guns,",627274,27
my2Z6wO1c4U,16.9,9:14 AM,true,9:14am,"But at New York's John F Kennedy airport, it's another busy day||Flight 587 lifts off at 9:14 AM||SIGH",6114883,24
iRtTB27Wdek,174.8,9:14 AM,true,9:14am,"a B-29 Superfortress bomber called ""The Enola Gay""||reached Hiroshima at 9:14 AM local time||on the 6th of August, 1945",6731993,27
jWC8dl42U54,15.5,9:14 AM,true,9:14am,Final Chapter: The Resolve of Ryuunosuke Naruhodou||November 3rd 9:14 AM Old Bailey Defendant Lobby||Naruhodou:,30456,20
AHw_O1wWce0,322.3,9 14 am,true,9:14am,"left up in 1 video and got a couple clicks afterwards||On September 23rd at 9 14 am , I was contacted on skype by my gamigo contact and given a||new link",25931,20
WeW79oqDmo0,131.9,9:14 am,true,9:14am,today is tuesday||March 6th||right now is 9:14 am today i will speak korean,23000,22
HjXkBnv7WsQ,284.1,9 14 am,false,9:14am,away||and throw in the dirty laundry it's 9 14 am right now we've had an insanely||productive morning i'm so proud of us,2561144,1
sSyolxKz0Vo,885.4,9 14 am,false,9:14am,uber||to go back to the airport it's 9 14 am and i made it to my gate just in time||in the last 24 hours,2511192,19
nvkIMK67nb0,2810.5,9 14 am,false,9:14am,investigators have been able to prove||that Reagan died between 7 52 a m and 9 14 am which is when both of Taylor's||phones and Reagan's phone moved away,2359600,24
Gp5j8E_ROAw,270.6,9 14 am,false,9:14am,brain to mouth ratio what time||is that for you guys for me it's 9 14 am guys i just woke up||i see where you're going you want some,1129283,24
_ouE7SRvF0Y,526.9,9 14 am,false,9:14am,the aiming point for the bomb the ioe||bridge comes into view at 9 14 am therapy calls out I've got it||the bomber continues to advance on its,1727135,27
XISwz73yX3k,510.8,9 14 am,false,9:14am,some of them from slipping in||at 9 14 am a Japanese dive bomber was||set on fire by hornets and the aircraft,627274,27
45gVbueYkOI,713.3,9 14 am,false,9:14am,was 9 19 22 at 9||13 am and the first email was sent at 9 14 am the same day the second call was||placed at this date and time and the,447227,23
6-8KDLRZUY8,466.3,9 14 am,false,9:14am,the rest of the pettit family||between 7 27 am and 9 14 am a number of||photographs were taken using joshua's,220409,24
c-eXgbqYeDY,228.1,9 14 am,false,9:14am,in clayton's defense such as a video||call with clayton at 9 14 am the next||day where she could see him with his,189266,24
6rPJmq0Aj9c,123.6,9 14 am,false,9:14am,from yes style and this is my outfit||it's 9 14 am right now||we just went through security and,882227,22
TWzAgyoBoTI,402.2,9 14 am,false,9:14am,american airlines flight 587 leaves the||airport with takeoff at 9 14 am leaving one and a half minutes between||the japan airlines boeing 747,151462,27
XK6WBftw94A,307.6,9 14 am,false,9:14am,going so yeah it is what it is can't get||it off 9 14 am we're running late but we are on the way||essentially we got to pack,131314,22
vQNP-TugT2s,1349.6,9 14 am,false,9:14am,we actually got the login at 9 11||number 9 14 am and I entered the trade at 8am so we're||an hour late so we,90221,27
chl1EGMCcTM,86.6,9 14 am,false,9:14am,reading it's||9 14 am all right i put on a little bit||of makeup,75807,26
DQfUSSkhEAc,88.9,9 14 am,false,9:14am,arrival was some 11 minutes later with||nicholas latifi and his girlfriend at 9 14 am and then 13 minutes later was||carlos seitzer's turn in a blue ferrari,60838,17
8rfvcrm2SDs,343.9,9 14 am,false,9:14am,whoa||at 9 14 am this morning while giving a||speech to members of our audience an,164990,20
oo8rygeu3BY,948.6,9 14 am,false,9:14am,the aiming point for the bomb the ioe||bridge comes into view at 9 14 am therapy calls out I've got it||the bomber continues to advance on its,57865,27
mm1cjEWvFYk,531.8,9 14 am,false,9:14am,glanced at the clock which read||9 14 am it was uncharacteristic of us to||still be asleep this time of morning,45654,24
SZv_a0fjDfE,270.3,9 14 am,false,9:14am,54 am if my friend catches bus 3||they will arrive at 9 14 am this means i||will have to wait 20 minutes,59552,27
QEOTggz630Y,816.9,9:14 am,false,9:14am,Angeles Pacific||9:14 am day four of the search for the||missing man well progress none Malibu,27772,22
YpsLEO7Acgs,108.6,9 14 am,false,9:14am,i've taken the device off the charger||it's now 9 14 am we are at 91 battery||life and this is pretty much what my,24818,28
l0Yt0DdphnQ,245.8,9 14 am,false,9:14am,c load for this test which is pretty||good so it's currently at 9 14 am and we'll leave this run until the||bms in this battery shuts us down,20326,28
Zi1Yy1OK9uU,1027.9,9 14 am,false,9:14am,rotate||flight 587 lifts off at 9 14 am American 587 heavy climb and maintained||residents of Queens New York hear the,30821,24
my2Z6wO1c4U,16.2,9:14 a m,false,9:14am,"Kennedy Airport it's another busy day||flight 587 lifts off at 9:14 a m||American 587 heavy 2,300 feet above the",6114883,24
iRtTB27Wdek,174.7,9 14 a m,false,9:14am,gay||reached hiroshima at 9 14 a m local time||on the 6th of august 1945,6731993,27
fj7VC52c04k,209,9 14 a m,false,9:14am,about like two hours||all right guys it's currently 9 14 a m we got a little under half a tank of gas||so that should be fine,2114400,24
co3jtmn0k4o,160.6,9 14 a m,false,9:14am,cook something what's she cooking cook||what what is that okay so at 9 14 a m which is honestly a good time to eat||for me chicken,468707,23
lTuGVOuSGIw,152.4,9 14 a m,false,9:14am,morning it's the next day it is||currently 9 14 a m i just got to trader||joe's they just opened up 14 minutes ago,404167,22
