id,timestamp,token,manual,time,lines,views,category
2Hee_Mm9X-k,815.2,10:02 AM,true,10:02am,"raging for more than 14 hours||Then, sometime between 5:30 and 10:02 AM ,||the land was deafened by a series of four huge explosions",1139875,24
PHhY8FBbUz8,239.8,10:02 AM,true,10:02am,"footage, Patrick can be seen entering the store at||around 10:02 AM The CCTV footage also captured||another man entering the store moments later",59403,24
2Hee_Mm9X-k,815.6,10 02 am,false,10:02am,hours||then sometime between 5 30 and 10 02 am the land was deafened by a series of||four,1139875,24
YiVXT7wDMB4,370.2,10 02 am,false,10:02am,while the third and largest explosion||occurred at 10 02 am 39 minutes later a||massive landslide carved off half of the,233151,22
tCg0eKj_vdg,817.1,10 02 am,false,10:02am,this point like four hours ago but this||was at 10 10 02 am this tweet right here||oh this is what you went by an hour ago,87249,17
QjSIB994FPI,197.5,10 02 am,false,10:02am,tsunami||then at 10 02 am the largest explosion||in human history was witnessed,58210,27
TpVGkcI-TqE,85.2,10:02 am,false,10:02am,names||10:02 am i greeted the audience hello||and welcome to atop the fourth wall,31550,23
s74oe9BzenM,86.6,10 02 am,false,10:02am,into what the problem is so they tweeted||this out uh 10 02 am okay this is a while ago i had no||idea that this was going on,26941,20
c_jt2H3-hTs,1085.6,10:02 am,false,10:02am,so all the departures right now it's||10:02 am there's a long line for something I||don't know what it is is,30073,19
d5X9D_2Vx4Q,717.8,10 02 am,false,10:02am,of my break and get a coffee||hi mom i'm going to starbucks 10 02 am hi mom i'm at starbucks 1008 am||hi mom just leaving starbucks back to,23553,23
tEz_QwWIilU,610.8,10 02 am,false,10:02am,hammond robotics themselves as the||interview ran at 10 02 am the lights||would flicker and behind him revenant,34396,20
Cg4oZCcRGZw,797.6,10:02 a m,true,10:02am,"paint it as a classic ""whodunnit?""||""Gelfand began the defense's opening statement at approximately 10:02 a m||He painted a very different picture of the events, telling the jury that, 'if you",690758,24
0th8s9rl2R8,305.6,10:02 a m,true,10:02am,What is my ETA?||You'll write a 10:02 a m Hate promotions are a major part of Waze's business model||Brands pay Waze to,242428,28
3A7SLxqvgdU,844.7,10:02 a m,false,10:02am,just meant you you know what||who cares what I'm saying yes I am 10:02 a m are you certain I don't know I||opened the curtain because it rhymed,1768188,20
nCHlSF6tosI,173.9,10:02 a m,false,10:02am,Journal of a birth on December 12th 1932||10:02 a m my rudder iced over one||descent landed off-course near a strange,944105,20
d72VvJyqdII,869.2,10 02 a m,false,10:02am,up||i was outside right at 10 02 a m i was driving there at 101 i was like no||okay,733547,22
9OSAdO3kwLI,101.3,10 02 a m,false,10:02am,please||at 3 31 a m are you in 10 02 a m you texted me at 3 30 a m last night yes||i wanted you to,535477,22
6sytE6E8Ang,231.8,10:02 a m,false,10:02am,so further||stock what I did is I got in 20 puts at||10:02 a m now let's go to,275781,22
7DYRTsPGUF8,30.5,10 02 a m,false,10:02am,car so it is currently right now uh||10 02 a m in the morning and i'm gonna||spend the next,309002,22
