id,timestamp,token,manual,time,lines,views,category
4mGAYWF2QPI,46.3,6:34am,true,6:34am,even if you're in neutral||Time check it's 6:34am And its already bright||It's a good thing that the brakes are good,17619,22
fB_tnoZnKqo,2519,6 34 am,false,6:34am,need to 6 25 am how long for someone to||be missing to inherit 6 34 am can you||throw away body parts 9 29 am what does,1453151,24
wcwZypESLwM,179.1,6:34 am,false,6:34am,and see how the batteries actually||change so off the bat 6:34 am ninety-five percent on the last 20 and||84 percent on the s 20 plus,434519,28
K39qyhNr2WY,1276.2,6 34 am,false,6:34am,plugged the camera in again the camera||worked properly from 5 50 am until 6 34 am but then at 6 35 am the camera was||pointed at the ceiling mr goad,400514,24
6wKGc1ZxnIE,407.9,6 34 am,false,6:34am,then at 6 25 am how long for someone to||be missing to inherit at 6 34 am can you||throw away body parts at 9 29 a m what,356950,24
fMyKrV8q87Q,993.8,6 34 am,false,6:34am,house||at 6 34 am 65 seconds later he called the fire||department,273712,2
mj5m_tz4Bjk,237.2,6 34 am,false,6:34am,with germany||6 34 am sunday dawns for a country that has||lived in fear of invasion for more than,605375,27
SKnp78_lmLE,995.3,6 34 am,false,6:34am,surveillance tapes at the Viridian||showed that Katrina had left at 6 34 am and returned 31 minutes later||through the serial number the gun was,305374,24
ePgra1w2XPk,49.8,6 34 am,false,6:34am,sorted and figured out from here||this morning at 6 34 am santa clara county communications center||received multiple 911 calls,100461,25
ldsiPU7lLD0,32,6 34 am,false,6:34am,maintained and dispatched from||at around 6 34 am 9-1-1 calls started||coming in the sheriff's department says,78257,25
9bv1KPl8OgM,139.1,6 34 am,false,6:34am,missing inherit||6 34 am you throw away body parts 9 29 am||what does formaldehyde do,78381,25
x06_L3-gEPY,298.1,6 34 am,false,6:34am,the war with Germany||6 34 am Sunday Dawns for a country that has||lived in fear of invasion for more than,60885,24
KsQZ4Re7S-Q,16.6,6 34 am,false,6:34am,good morning good morning everyone it is||6 34 am right now so we need to head out||the door in about 15 minutes for,52078,19
6QvJBvm1s_0,95.2,6 34 am,false,6:34am,branchburg post office||this morning at approximately 6 34 am someone fell into the mailbox near the||front door,34312,1
ApGvdxnmguA,89.3,6 34 am,false,6:34am,25 am on the first how long the sun||would be missing to inherit at 6 34 am 21st in the throwaway body parts||at 9 29 a m or just remember how,31787,24
S1kXZh3qySk,938.6,6 34 am,false,6:34am,to at 6 25 am how long for||someone to be missing to inherit at 6 34 am can you throw away body parts at 9 29||am what does formaldehyde do at,22456,22
PSynyOZxyRQ,557,6 34 am,false,6:34am,i'm straightening my hair off cheer it||is 6 34 am i went to bed so late last night because||literally for no reason i was,23315,26
6t13q4Ar2ak,241.6,6 34 am,false,6:34am,the war with Germany||6 34 am Sunday Dawns for a country that has||lived in fear of invasion for more than,373183,27
JC4O0a5BSmA,28.6,6 34 am,false,6:34am,as of 8 34 am central daylight time||and that would be 6 34 am pacific standard time 12 200||and 61 people reported failing this,15689,27
fkqFsAhmFXw,1145.8,6 34 am,false,6:34am,registrar yes||Dr Gibbs arrives at 6 34 am earlier than||normal for his shift to assist,12000,22
d2mWff8pX-I,933.9,6 34 am,false,6:34am,'m pretty sure i don't want to d-99||drives away from the road 6 34 am huh could have sworn there were some||mountains to my left,15622,24
nCpMOS1AMQQ,1181,6:34 am,false,6:34am,you just not gonna self in the mirror||anymore okay okay so it is 6:34 am I||just getting dinner going and then he,11628,22
f0G-WjdtYDM,5.2,6:34 am,false,6:34am,good morning guys good morning good||morning 6:34 am enjoyed him I often||wonder where people listen to me when I,10782,22
QUSLXjFs3uQ,664.3,6 34 am,false,6:34am,a m on the first how long for||summer to be missing to inherit at 6 34 am on first can you throw away body||parts,252703,25
3_-rlW_QxXE,63.2,6:34 a m,true,6:34am,"Oct||27, 2102 at 6:34 a m That is early||Bright and early",136535,20
jHfIRiwTzoY,5.8,6:34 A M,true,6:34am,TUESDAY MORNING OF THE UNITED||STATES CAPITOL AT 6:34 A M HOUSE SPEAKER KEVIN McCARTHY IS||RAISING THE POSSIBILITY OF AN,130528,25
