id,timestamp,token,manual,time,lines,views,category
Y1bzFXtOq9Y,242.7,3:42am,true,3:42am,Coventry and Amsterdam was completed successfully||with the plane arriving back at Coventry at 3:42am The first of two trips that morning||Preparations were made for the second outing,175510,27
uHMlg7wdO7E,833.4,3:42 AM,true,3:42am,"and then tries calling him again||And then at 3:42 AM , all activity on Heather's phone||just stops",1546197,24
3GnOY7U2ppc,945.6,3:42 AM,true,3:42am,as she tried to call four more times||between 3:25 and 3:42 AM And then her phone is shut off||That is the last that is ever heard,1294379,24
NAg7QIuGMn4,87.5,3:42 am,true,3:42am,segment||It only took him working from 3:42 am to 4:42 am||He sets the timer for 46 minutes,866348,1
B8LRK-GGgMU,371.1,3:42 am,true,3:42am,"this picture perfect family completely apart||At 3:42 am on February 17th 1970,||a frantic 911 call was placed to emergency dispatchers",520984,24
trNydu4pVNc,825.3,3:42 am,true,3:42am,"Grew captive in preparation for what is to come||December 7, 1941, 3:42 am : 4 hours||before the attack on Pearl Harbor",268351,27
aikPbyWJsEo,21.5,3:42 am,true,3:42am,"shan earthquake, this natural disaster, measuring 7 6 on the||Richter Scale, hit the region around Tangshan, Hebei, the People's Republic of China at 3:42 am||According to the details, the maximum intensity of the earthquake was XI",127629,24
akJmmmWCTJ0,247.8,3:42 am,false,3:42am,upstairs neighbor Corey has a habit of||practicing his Riverdance skills at 3:42 am naturally rick has started looking||into hiring a black market assassin how,4562111,24
Jp7utDitI2A,2.4,3 42 am,false,3:42am,the place where i brutally murdered a 32||year old man at 3 42 am huh i wonder||where in germany you could have brutally,1531614,20
gUX6iZ6MyqQ,918.7,3 42 am,false,3:42am,final known words of sanang mujiyasi at||3 42 am a calm and collected call was||made to the wanchai police department,1469316,24
3GnOY7U2ppc,945.4,3 42 am,false,3:42am,more times||between 3 25 and 3 42 am and then her phone is shut off||that is the last that has ever heard,1294379,24
CzkR8IE1hMs,2126.6,3 42 am,false,3:42am,uh there is distinct walking back and||forth heard on the floorboards at 3 42 am i also have had two photos knocked over||in the room where i believe the,473525,24
jwQ5-ZVWHDg,844.6,3 42 am,false,3:42am,stairs walking towards my bedroom||i glanced down in my watch it read 3 42 am another hour had passed in the blink of||an eye,188227,1
jSmq7kLVosE,681,3 42 am,false,3:42am,that is||3 42 am i scoffing mcqueen is on duty am mind my||own business,144026,20
Y1bzFXtOq9Y,243.7,3 42 am,false,3:42am,successfully with the plane arriving||back at Coventry at 3 42 am the first of||two trips that morning,175510,27
B5IaZ67lVEg,860.2,3 42 am,false,3:42am,photo||time stamped at 3 42 am is once again blurred due to the||photographer moving,124497,24
EJrEt7OHwe4,1860.5,3 42 am,false,3:42am,a night shift employee finally called||9-1-1 around 3 42 am the Atlanta fire department eventually||sent 385 firefighters to the hotel,102921,24
tPuN_Gcyp3A,727.7,3 42 am,false,3:42am,answer she tried a few times||then at 3 42 am no more||activity comes from heather's phone at 3,100704,27
G33PlXSK0CI,369.1,3 42 am,false,3:42am,no records are recorded on elvis phone||after 3 42 am now sydney drove a ford f-150 the police||were able to identify,104543,27
PUt7RWMYaX0,1996.9,3 42 am,false,3:42am,nightly driver traveling on a highway||around 3 42 am he had no idea it was about to record||the likely cause of an unusual,677390,24
ESXRJeGIjEU,169.8,3 42 am,false,3:42am,watching him||at 3 42 am the following night he posts||another status update,53350,28
