id,timestamp,token,manual,time,lines,views,category
yCFTS9fOYRo,2190.1,11:29am,true,11:29am,three o'clock just got home baby||came out 11:29am So this is like||three hours 30 minutes later and,71352,26
F-EAaOorND4,7.3,11:29 AM,true,11:29am,"On May 25th 2016, a very complex forecast was evident across the Plains||And at 11:29 AM the Storm Prediction Center issued a slight risk over a broad area||By 2:55pm",2092437,27
884i-6lQR-c,301.4,11:29 am,true,11:29am,"Kursk had its periscope lifted and had a target on sight||At 11:29 am , sailors at the torpedo compartment loaded the first torpedo into the number-4||tube on",1871026,24
8JGNk9BQD3c,519.5,11:29 AM,true,11:29am,"the so-called Mariana UFO incident took place||At 11:29 AM , the general manager||of the local minor league baseball team,",591407,24
yUO-_aKi5X4,599.9,11:29 AM,true,11:29am,I also took 6 hours of break in the middle||The current time for me is 11:29 AM IST||This means it's 5:59 AM UTC at the moment,171473,20
yUO-_aKi5X4,610.3,11:29 AM,true,11:29am,"To summarize it all||I started at 8:00 AM IST on 1st Feb and completed 2000 stars at 11:29 AM IST on 3rd Feb||which means that it took me 2 days, 3 hours and 29 mins to complete all the challenges",171473,20
mn8hbF5nSRw,549.2,11:29 AM,true,11:29am,And I also submitted a ticket via their website at||11:29 AM on Wednesday the 3rd of March||and got a response two hours later,55459,28
JJPJitQL5Z0,273,11:29 am,true,11:29am,"The most popular place will be Exmouth Peninsula||60 seconds from 11:29 am local time , a remote||part of Western Australia that the path of totality briefly passes",43642,28
yW-n9i3COq4,1107,11 29 am,false,11:29am,the 20th of April 1999||11 29 am Columbine High School||western side,3516379,22
Sy32Z4hrLoo,248.2,11 29 am,false,11:29am,they have||at 11 29 am on 7 23 the day that they||are reported missing,111628,25
bVapHLgjErY,677.2,11 29 am,false,11:29am,near to gardinor station||at 11 29 am umaguni and zakir chances||joined fidan and laila,113840,28
nbatVzAmKGU,1927.8,11 29 am,false,11:29am,entered the store at around 1107 am||at 11 29 am amanda took the store||carrying the golf putter that he used as,93138,24
eT129firH7U,31.1,11 29 am,false,11:29am,at 1107 am||at 11 29 am 55 year old timothy wall||arrived at the store using a red scooter,39212,24
1GF1w6TvCrs,1103.4,11 29 am,false,11:29am,other patients who had arrived after me||were called back at 11 29 am i||approached the front desk again and,89243,24
SS3WwUpCJe0,410.5,11:29 am,false,11:29am,he had been bleeding very very badly||11:29 am the gunman enter the library 52||students two teachers and two library,23879,1
vBZ5SzwzQjE,484.3,11:29 am,false,11:29am,what table is it there mmm 429 420 yeah||this file our difference it's 11:29 am here yeah yeah that's crazy yeah||I gotta go now see ya okay guys,25068,24
pvZ6F6IHAIw,233,11 29 am,false,11:29am,then we'll take away the final hour||which leaves us at 11 29 am now let's subtract 10 minutes||11 19 a m we have taken away a,51695,27
kL1miY6b2pA,276.6,11 29 am,false,11:29am,the time and the date like right now it||is 11 29 am and it is friday november||5th and you're probably wondering why am,37294,22
h7DMPr93CxM,122.5,11:29 A M,true,11:29am,I WAS AS SURPRISED AS ANYBODY||11:29 A M I GET AN ALERT ON MY||PHONE,24085,17
U5QG-I9Ced0,454.9,11:29 a m,false,11:29am,he had been bleeding very very badly||11:29 a m the gunmen enter the library||52 students two teachers and two library,4031490,27
T_tJfrJ_Z_8,22.7,11 29 a m,false,11:29am,torpedoes at the admiral kuznetsov||aircraft carrier but at 11 29 a m an||explosion was detected and within two,2562620,27
884i-6lQR-c,301.6,11 29 a m,false,11:29am,target on site||at 11 29 a m sailors at the torpedo||compartment loaded the first torpedo,1871026,24
8JGNk9BQD3c,519.3,11 29 a m,false,11:29am,place||at 11 29 a m the general manager of the||local minor league baseball team nick,591407,24
8lW42Uj20rc,71,11:29 a m,false,11:29am,students near the doorway and injuring||six more 11:29 a m the shooters calmly walk into the||library and start to unload their,575289,25
Ro4PA3wsroc,53.1,11:29 a m,false,11:29am,check it out my appointment is at summit||art lab at 11:29 a m it's 11:28 a m||so,402012,2
LmUB9Xa3F3s,453.6,11 29 a m,false,11:29am,good morning how y'all doing||today is thursday 11 29 a m let's go to starbucks daddy||this is so good now i'm gonna make,390621,22
iGXLPYaaUgI,2272.6,11 29 a m,false,11:29am,silence in the library||at 11 29 a m eric and dylan entered the||library at this point four members of,561067,22
xoOkYzRgALc,892.9,11 29 a m,false,11:29am,harris||at 11 29 a m is when eric and dylan||made it to the library,1487837,22
KRPADtGDjRg,52.1,11:29 a m,false,11:29am,are watching this is for you of course||on the June 30th at 11:29 a m I took to||Twitter to tweet the sims for improved,144770,20
f8YEFsbhYTY,560.7,11 29 a m,false,11:29am,answers||Update for Monday June 15 2015 11 29 a m have you ever stared into a mirror and||not known who you're looking at,127180,24
NkXHBGnW7t4,1182.7,11:29 a m,false,11:29am,both due to graduate||fantasy became reality at 11:29 a m they entered the library like his fellow||students 16 year old Craig Scott was,123082,22
tXNc3fruqIQ,10.9,11:29 a m,false,11:29am,performance so good morning everyone||right now on paradise it's 11:29 a m on||Wednesday April 8th 2020 now today I,105332,20
XGIiQptNK6M,305.9,11:29 a m,false,11:29am,scheduled to dock at the International||Space Station at 11:29 a m on Thursday||May 28 NASA is the most funded space,88719,24
LY2mQqQZpNU,214,11:29 a m,false,11:29am,we hit it Walter fat||11:29 a m Northeast New Jersey for||hours after getting the hydro is a form,57158,29
WuEeOHA9MzU,392.7,11 29 a m,false,11:29am,proceed to the target no matter what||taking off again at 11 29 a m on june 12||1942 from thorny island in west sussex,57719,27
YHyeDb1BlSY,4.9,11:29 a m,false,11:29am,all right it's Sunday July 17th and||11:29 a m and I thought I should just||document this just in case something,41313,26
LU5_4iq7ZEQ,1825.9,11:29 a m,false,11:29am,girl you are something else let's get||our plate 11:29 a m and dinner is done||dinner is done look at this let's give,39526,26
1l6eop047y0,1650.7,11:29 a m,false,11:29am,T on novel colossal he is from Slovenia||born August 23rd 2017 and 11:29 a m makes him 2 years old 2 feet 11 inches||height thirty three point nine pounds,33063,20
x3ogaHx_QrU,2471.2,11 29 a m,false,11:29am,you will arrive at your destination at||11 29 a m well i'll need a break before i get||there well i'll need a,35926,22
