id,timestamp,token,manual,time,lines,views,category
eKtHaq1Rycs,1.9,6:09 a m,true,6:09am,Good morning YouTube||It is 6:09 a m On July 28||2019 and I am about to go get on a plane and,6424007,23
gCrGwbyTKEY,442.8,6:09 a m,true,6:09am,reports was a safe and conscientious driver||Train 501 departs the Holgate Street facility at 6:09 a m and made its short journey to||the first stop this morning at King Street Station,479886,27
TTTi8CXbwbE,19.5,6:09 A M,true,6:09am,"IN WESTERN NORTH CAROLINA ABOUT 18 MILES WEST OF ASHEVILLE, NORTH CAROLINA||ABOUT 18 MILES WEST OF ASHEVILLE, NORTH CAROLINA , 6:09 A M||EASTERN TIME",167934,25
TTTi8CXbwbE,22.3,6:09 A M,true,6:09am,"EASTERN TIME||ASHEVILLE, NORTH CAROLINA , 6:09 A M||EASTERN TIME",167934,25
TTTi8CXbwbE,23.2,6:09 A M,true,6:09am,"SOME OF THE RUMBLING||, 6:09 A M||EASTERN TIME",167934,25
uq5s8in4C6A,219.3,6:09 a m,true,6:09am,", I take that back, we just had somebody||say good morning, and it's only 6:09 a m in the morning||So it just kind of goes to show the time period",66205,27
8opnaF9iW8I,200.6,6:09 A M,true,6:09am,SCENE AND HE IS EXPECTED TO BE||OKAY||RAEGAN: THE TIME IS 6:09 A M TWO TEENAGE BOYS WERE SHOT IN,57537,25
etBsaTeJJdo,5.6,6:09 A M,true,6:09am,OKAY||RAEGAN: THE TIME IS 6:09 A M TWO TEENAGE BOYS WERE SHOT IN||EAST HARLEM,39098,25
Z0cjLwY0JxU,6.2,6:09 A M,true,6:09am,TOGETHER TO GET ANSWERS||6:09 A M||POLICE ARE LOOKING FOR,16060,25
XHADuBdrIN0,2697.2,6:09 a m,false,6:09am,hands and then I'll see you indoors||6:09 a m TV got some let's see some||crime shows some investigation discovery,1725075,24
QtQouOzv8ik,43.3,6:09 a m,false,6:09am,down because I don't want to yell too||much but at 6:09 a m this happy Friday||hey by the way thank you guys so my love,604951,20
NC6sirSLCsk,355.1,6:09 a m,false,6:09am,would happen during her morning walk at||6:09 a m her ex-husband entered her||house while her four children slept,343245,22
c2b2iW-vH-Y,113.2,6:09 a m,false,6:09am,that's just no right now it's Thursday||at 6:09 a m oh that's why it's so early||in the morning and I don't,242604,20
gSswvQTAcR8,147,6 09 a m,false,6:09am,um so where do you want to start||let's start tuesday morning at 6 09 a m and it was about six o'clock i didn't||know exactly it was six,228955,22
Ekpw2xzPK2Y,90.1,6:09 a m,false,6:09am,March 19th||so at 6:09 a m I became the oldest||person in the family and these are,127909,29
Hgr-qTSobFY,2.4,6:09 a m,false,6:09am,Hiram s automatic winners what are you||talking about 43 at 6:09 a m I don't||know why I have to say that I'm,67083,22
WALBWNRTUy0,181.6,6:09 a m,false,6:09am,running but||apparently like it opened up at 6:09 a m so if you're planning a trip out||here this one opened up at,66577,20
WALBWNRTUy0,185.9,6:09 a m,false,6:09am,so if you're planning a trip out||here this one opened up at 6:09 a m I'm||not really sure what would be,66577,20
4NE59TFTaIk,590.8,6:09 a m,false,6:09am,you're barefoot so I'm gonna start right||now at 6:09 a m Sunday 609 we won't get||money this Sunday because we just,30202,20
BQU5XvNF0Ws,1827.9,6:09 a m,false,6:09am,Temple University Hospital where he was||pronounced dead at 6:09 a m FOP||president John McKenna's be spoke,24954,25
cAWp242Apos,17.5,6:09 a m,false,6:09am,didn't||6:09 a m 15 degrees outside||no I said I said 609 all right how are,17319,22
ZjqeknEtwNU,6.4,6 09 a m,false,6:09am,joining me||it is currently 6 09 a m there in hawaii||11 09 a m central daylight time,10907,27
r_cqiL3YbwE,182.6,6:09 a m,false,6:09am,sup guys Tuesday morning Tuesday morning||6:09 a m overslept a little bit easily||yesterday I got up at 5:00 a m,12190,27
