id,timestamp,token,manual,time,lines,views,category
MtbZ9VKjesM,154.5,1:32AM,true,1:32am,"- ghost's Girlfriend||- Actually, It's 1:32AM , so he must be talking to his girlfriend||- What is the current time in Japan",20949773,22
YKp5JpEHjno,610.6,1:32am,true,1:32am,"those remaining soldiers, including Yano’s men||By 1:32am , Operation Ke had finished with||considerable success",517668,27
PYjFuNP3Kac,286.8,1:32 AM,true,1:32am,"their post, they received a notification||that motion had been detected inside their house at 1:32 AM||As they were still awake,",490069,24
Jyz1tq2wYa4,117.3,1:32 AM,true,1:32am,"Is the date part of it?||August 30th, 1:32 AM ?||Or is that made up? That part?",241494,24
b634Nkwuh8Q,127.7,1 32 AM,true,1:32am,AND SLAMMED INTO A PARKED||MERCEDES BENZ AROUND 1 32 AM THEY TOWED THE CAR FROM DOWN THE||END OF THE STREET ALL THE WAY UP,27018,25
xdDwCNUKwxs,425.3,1 32 am,false,1:32am,churning to the alarm clock that reads||1 32 am peter climbs out of his bed||and heads outside to the tree house he,1638214,1
VIV4MKz0K60,1172.5,1 32 am,false,1:32am,in||and i noticed at about 1 32 am she creaks open the door and||out of the moonlight shine bouncing off,857813,20
_OUdVkPN5ek,836.8,1 32 am,false,1:32am,near 377 South of i-35e the last time||her mobile phone pinged was at 1 32 am and a Tower located near 2084 Blue Mound||Road in Hazlet Texas and unsurprisingly,851592,24
PYjFuNP3Kac,287.8,1 32 am,false,1:32am,notification that motion had been||detected inside their house at 1 32 am as they were still awake they decided to||check their device take a look at,490069,24
YKp5JpEHjno,610.6,1 32 am,false,1:32am,remaining soldiers including yano's men||by 1 32 am operation k had finished with||considerable success,517668,27
uv3IDDvjmLk,483.8,1 32 am,false,1:32am,detected inside their house at 1 32 a m||1 32 am as they were still awake they decided to||check their device take a look at,189286,24
bVWjoPDRBfk,583.4,1:32 am,false,1:32am,minutes to 1:32 and look at the||difference now 1:32 am up to 62 percent||that's what you call shower and,155825,28
KUg0hmskWFw,327,1 32 am,false,1:32am,this time also they could not line the||plane up with the runway and at 1 32 am utc||they went around again that's go round,189212,28
PDElQx5imFw,644.6,1:32 am,false,1:32am,enjoyed this video and problem recording||this video at 1:32 am indeed nights in||the money it's morning already,56843,24
vpGxPQdUiPc,1325.4,1 32 am,false,1:32am,to the girls just before they left in||other words at 1 32 am is false in other||words the image is false this seems to,52465,25
E9gqkJNiBlU,2311.1,1 32 am,false,1:32am,the palace does not have to be inside it||i mean they came 1 32 am ready||you need the desecration broken two days,50642,25
iPS_wtCyv_c,1435.8,1 32 am,false,1:32am,from the vending machine||i get back in my car at 1 32 am and||start driving,47459,24
AkY0HwvLhq0,15.5,1 32 am,false,1:32am,and eventually the three bosses came at||about 1 32 am on thursday||so we pursued the buses two of them,59658,25
b6vU4-c8fl0,1065.8,1 32 am,false,1:32am,we're currently up to||arco mata combiners it's currently 1 32 am i've been recording this now for||uh oh we're officially over the six,28113,20
xkfDlUrKR3U,2302.3,1 32 am,false,1:32am,the palace does not have to be inside it||i mean they came 1 32 am ready you need||the desecration broken two days in tear,25050,22
ffJ1j3vdFlc,114.2,1 32 am,false,1:32am,as a metronome||clock on my dashboard told me it was 1 32 am just a few yards ahead and to my right||was the turn off,29266,24
mt6gJEc4dWc,2344.4,1 32 am,false,1:32am,does not have to be inside it||i mean they came 1 32 am ready you need the desecration broken||two days in tear gas,21038,26
L90gwEbj1g4,246.4,1 32 am,false,1:32am,so now||it's like 1 32 am and||we're filming us starting the night,24069,10
3-gPHQYd7qA,386,1 32 am,false,1:32am,notification that motion had been||detected inside their house at 1 32 am as they were still awake they decided to||check their device take a look at,20224,27
R-kRat4fNB4,47.9,1 32 A M,true,1:32am,"INVESTIGATORS SAY IT HAPPENED||AROUND 1 32 A M||ON JULY 4TH,",30489,25
oQo-jPvsOss,275.3,1:32 a m,false,1:32am,he sent me Judas take Lucas oh||my god come on he said hello na 1:32 a m guys right now is 333 m so look at||this profile picture let me click,4876786,23
zqKR6U-QBNA,198.2,1:32 a m,false,1:32am,this looks too dressy he's||picking me up at 7:00 it is only 1:32 a m so I do have plenty of time to||choose a see ah this this dress,1908131,20
IEqrhPFpfOw,68.2,1 32 a m,false,1:32am,did this is so dark||wait no one's in here it's 1 32 a m mommy||i don't think anyone's at work no one's,925052,20
HFOiOoUrSnI,750.6,1 32 a m,false,1:32am,image of what could be gonsalves and||Mogan inside a bar at 1 32 a m on the||night of the birders it's an image,837243,24
-4nKKUrb0tk,121,1:32 a m,false,1:32am,next one is global top 50 now bear||with me on this one it's 1:32 a m and I||just downed a can of vanilla coke and I,815256,24
SJa5ZCUBOAc,1552,1 32 a m,false,1:32am,ended like our first real meal of the||day at 1 32 a m oh my God don't mind my||lock screen I did this thing,534757,22
