id,timestamp,token,manual,time,lines,views,category
hkBU5hMcklM,327,4:03am,true,4:03am,here and there or running past the camera||But 4:03am the camera captured 2 things||A deer running past the camera and a little boy,126775,27
qIwqrDyDxXA,77.7,4:03 am,true,4:03am,a few delays the plane left bradley international airport bound for Halifax International||Airport at 4:03 am in the morning||At 5:12 am the plane landed at halifax international airport everything,170070,28
AXQou46eM0I,1206.4,4 03 am,false,4:03am,performance moving forward||at the 4 03 am i taking terry mclaren||yes i am i will believe and carson wins,32145,17
9_peJQuY9RM,203.6,4:03 a m,true,4:03am,Still hungry||- It's 4:03 a m We're gonna set up camp and check in with y'all tomorrow||-,436234,2
LPbju4o8CyI,61.8,4:03 A M,true,4:03am,"RESUSCITATING BUT ABE PASSED||AWAY AT 4:03 A M||EASTERN TIME,",74209,25
4TjqAj2dqkE,734.2,4:03 a m,false,4:03am,Friday the 13th nothing third Tuesday in||September at 4:03 a m though absolute||show hey folks if you haven't noticed,1324395,24
EGCQqLH43D4,810.8,4:03 a m,false,4:03am,this is the police log Tom what a||suspicious thing it was reported at 4:03 a m Sunday in the block of Independence||now a suspicious thing was reported at,1065877,22
jZEEP90T6kk,623,4:03 a m,false,4:03am,short-lived however as Trevor is seen||exiting the office at 4:03 a m through||gate 2 now holding an umbrella on CCTV,433743,27
MznGtmseO2o,624.3,4:03 a m,false,4:03am,Trevor is seen exiting the office at||4:03 a m through gate 2 now holding an||umbrella on CCTV video evidence 2,283757,27
hkBU5hMcklM,325.7,4:03 a m,false,4:03am,eating grass here and there or running||past the camera but at 4:03 a m the||camera captured two things a deer,126775,27
YORTphKY6e8,1392.9,4:03 a m,false,4:03am,as you can see it was on 1st of October||at 4:03 a m also in this screen you can||initiate a manual reception by pressing,152213,26
FM3r0NH8Dn4,3152.4,4:03 a m,false,4:03am,terrified civilians fighting for a place||at 4:03 a m on April 30th two US||Marines were caught in a Vietcong rocket,126915,22
gRRNS3xE12U,102.5,4:03 a m,false,4:03am,fall out of it seems then on April 29th||1903 at 4:03 a m the unimaginable||happen the summit collapsed Rock came,109182,28
aOggK1YgFXQ,1711.5,4:03 a m,false,4:03am,darker theories Hellfire is carried out||at 4:03 a m as scheduled by electric||chair and the presence of witnesses the,64767,20
6PWRIru_RY4,282.6,4:03 a m,false,4:03am,and spit and then he goes back to his||house at 4:03 a m and now we know that there's a call at||4:50 a m,66338,27
CsvRZEf9QIo,309.3,4:03 a m,false,4:03am,this is the police log Tom what a||suspicious thing it was reported at 4:03 a m Sunday in the block of Independence||a suspicious thing was reported at 359,464606,22
49rvOb7YWdQ,145.6,4:03 a m,false,4:03am,if it's not completely ripe it's||vile and then at Tuesday morning at 4:03 a m in the morning it's perfectly ripe||and that is when the gimbal is perfectly,47595,1
hf7b-gDUb50,576.1,4:03 a m,false,4:03am,seven hours continuously before waking||up at 4:03 a m I changed her diaper||only some light crying was involved when,30721,22
