id,timestamp,token,manual,time,lines,views,category
2WfwBt8QCh0,1346.8,2:27 PM,true,2:27pm,It shows the letter was finished||on September 12th at 2:27 PM||Ashley couldn't have written that letter,1604519,22
mDGtNjtNRjE,364.9,2:27 PM,true,2:27pm,let us just check back and see what happened as time progresses||So it's 2:27 PM and my guess was right||Tata motors has not been able to cross the region,101635,27
Ioxnhs31i6Y,165.9,2:27 PM,true,2:27pm,"Host||And with that grim discovery, at 2:27 PM the building is finally declared clear||The focus now is on the murder investigation",299754,24
2WfwBt8QCh0,1347.2,2 27 PM,false,2:27pm,it shows the letter was finished on||September 12th at 2 27 PM Ashley||couldn't have written that letter,1604519,22
28ZpbeCZLGA,1294.5,2 27 pm,false,2:27pm,service had been monitoring||at exactly 2 27 pm president reagan exited the hotel||through the same president's walk,198842,24
VRvFTYoeaaA,471.6,2 27 pm,false,2:27pm,solicitor would be there to show that||everything was legit it's around 2 27 pm on July 26th Louise was captured on CCTV||pulling up to the property in Barnet,253590,22
rRhWhLCBuXs,76.4,2 27 pm,false,2:27pm,back let me see||this was on the 20th at 2 27 pm and you have this on your phone I do||and there's a second one,189451,22
HFMyJEIv2X8,1082.8,2 27 pm,false,2:27pm,just outside of his crew stronghold and||pronounced dead at the scene at 2 27 pm his shooting was believed to be||retaliatory,77999,24
hk_8Z0gsXDE,94.5,2 27 pm,false,2:27pm,stand inside a shop on Crawford Road||Dartford at around 2 27 pm on the day||she went missing okay that's uh the,58841,26
RIvYWxe7UfE,177.8,2 27 pm,false,2:27pm,initial reports indicate that the||missile was launched at 2 27 pm pacific time||almost simultaneous with the ground stop,56798,24
txsa03mAjKU,258.4,2 27 pm,false,2:27pm,showed richardson talking to dion about||2 27 pm then later that day it showed||richardson talking to a man in the,57155,22
m9XcLsCmYfU,78.2,2 27 pm,false,2:27pm,life i say was because unfortunately as||of 2 27 pm on friday the 20th of august||2021,46216,22
WLYfcq-D7Pg,135.4,2 27 pm,false,2:27pm,several different people called 9-1-1||around 2 27 pm at 2 29 PM another passenger can be||heard on the video saying that his,135175,27
qG2aqMTU3wQ,292.1,2 27 pm,false,2:27pm,some food||because it's 2 27 pm and we haven't||eaten yet,42305,22
AvYD-BpGqSQ,39,2 27 pm,false,2:27pm,had three playstation plus codes listed||on ebay two codes were purchased at 2 27 pm est about 30 minutes later i sent the||codes right after i sent it the,39872,26
5Z62iu83Jw4,47.9,2 27 pm,false,2:27pm,it's amazing hashtag atlantean and||museum 2 27 pm from atlantian city||twitter for lumiwatch for retwits and 37,31837,20
9RyOslD5h6I,30,2 27 pm,false,2:27pm,for the future||he arrived at the supermarket about 2 27 pm and the surveillance team following||him observed him take a shopping trolley,30103,25
SHVYr9rwCGU,10.7,2 27 PM,false,2:27pm,everything money Community about this so||first off it is November 8th at 2 27 PM eastern time I'm not talking about today||and this video is probably coming out,28158,27
penuq8DxnbM,721.4,2 27 PM,false,2:27pm,looked like Richard's Ford focused on||the Hoosier Harvester video at 1 2 27 PM traveling westbound on CR 300 North in||front of the Hoosier Harvest store which,27835,24
pFXMsGIBQxA,1992.3,2 27 PM,false,2:27pm,the most scripted ever up to that point||and that script got thrown out at 2 27 PM when Hinckley unloaded that gun||there's no square for the rest of the,27779,24
MKsupIASjqc,43.2,2 27 pm,false,2:27pm,for the future||he arrived at the supermarket about 2 27 pm and the surveillance team following||him observed him take a shopping trolley,17163,25
lcr5V_D1yE0,916.9,2 27 PM,false,2:27pm,'s cell phone sent an outgoing text||message at 2 16 pm and another at 2 27 PM during the same time the defendant's||cell connected to a cell tower in Big,15764,24
P0IczyQ_2pE,79.5,2 27 PM,false,2:27pm,car where Neely was killed the first||caller at 2 27 PM reported threats were||being made by a passenger then that a,19709,25
MgcDr9i_yD8,240.6,2 27 pm,false,2:27pm,i just simply scheduled it uh so then||at like 2 27 pm i get a call i'm like||one second and then i change the scene,13313,20
8ZulShbne8A,655.8,2 27 pm,false,2:27pm,of admirers without being searched or||even suspected at 2 27 pm reagan left||the hotel and began walking towards his,65672,27
