id,timestamp,token,manual,time,lines,views,category
yIpzQLBk0aI,1709.7,10:14AM,true,10:14am,"Nicola and Fiona's morning shift,||at 10:14AM , Dale Cregan||made a 999 emergency call",131846,1
OXxgkjddYko,155.7,10:14AM,true,10:14am,"IT ALL||STARTED ABOUT 10:14AM , AND ARE||NOT PROVIDING A LOT OF DETAILS",47409,25
houPMWqrRVc,216,10:14am,true,10:14am,so i have to do all that TODAY||currently its already 10:14am so its taking me some time to do all of it :||good morning,14785,22
-SLgCQKE1zg,107.9,10:14 am,true,10:14am,So I have missed one train||So the next one is 10:14 am This is my ticket||I can't enter till all the other passengers come out,840920,27
MN4W7PBsRGw,539.1,10:14 AM,true,10:14am,"days, Moore was able to convince Wuornos to confess to the killings||At 10:14 AM on January 16, 1991, Aileen Wuornos met with Sergeant Bruce Munster and arresting||officer Larry",152665,24
SpJvTCeCOEc,57.7,10:14 am,true,10:14am,"On 21st June 2020, the eclipse will start at 9:15am||The full eclipse will start from 10:14 am with the maximum eclipse occurring at 12:10 pm||The eclipse will end at 3:04 pm",38038,27
7t8gjeyCM2Q,44.8,"10, 14 AM",true,10:14am,"LAST NAME O AND E I||L L THIS MORNING AT 10, 14 AM HIGHLAND PARK||POLICE AND",24873,25
JJKE3xIT298,152.2,10:14 am,true,10:14am,"In Kerala, Kollam - 10:13 am to 01:15 pm||Thiruvananthapuram 10:14 am to 01:15 pm||Ernakulam 10:10 am to 01:18 pm",15647,27
Wm7dS4kpOYY,20.7,10 14 AM,true,10:14am,PEOPLE KILLED IN THE SHOOTING||ONE WEEK AGO AT 10 14 AM THE||CITY OF HIGHLAND PARK OBSERVED,11712,25
bySAMSfIYq4,240.6,10 14 am,false,10:14am,oh||okay so it is 10 14 am sunday december 6th and||he's coming i'm eight centimeters,1638449,24
XfWAKZdelrk,786.1,10 14 am,false,10:14am,raid would be approved in the afternoon||at 10 14 am macarthur finally approved a||bombing attack on formosa,596494,27
go08aERtHuc,793.1,10 14 am,false,10:14am,a m i tested this again the next||day and it happened yet again oh 10 14 am in the windshear crack 2 47 a m in||the charred veil 2 28 in,344451,20
F7NxMFVBCC4,1034,10 14 am,false,10:14am,pretty happy if you played boom||3 6 10 14 am calculating lethal is||hitting them by the weapons like four,144661,20
fuTNlJVttNo,723.9,10:14 am,false,10:14am,the m1014 la the applying room I use||when I gotta clamp 10:14 am okay friends||in the video useful I Guru Nanak and,54198,20
0ByQe9N6EfQ,274.9,10 14 am,false,10:14am,chicago||the incident occurred at 10 14 am on the||4th of july 2022 when an independence,31868,24
jBeNE995kUs,183.2,10 14 am,false,10:14am,the central play that I had was my first||entry that I took was at 10 14 am my||second entry was at 10 16,35334,27
m0Lp4ps6hhY,706,10 14 am,false,10:14am,and that Chris was being very strange||at 10 14 am shenan posted saying I'm||surviving this humidity bugs the size of,30271,22
jvfeVLUEjFU,1323.2,10 14 am,false,10:14am,"7,000||to simply change them 10 14 am you||deltal 1209 turn left heading 1 7-0",20251,20
YYtxrcEk8V4,736.4,10 14 am,false,10:14am,fake polygraph results on a February 18||2020 call at or about 10 14 am Leticia||called,15378,24
1ZwmAyfdC30,59.8,10 14 am,false,10:14am,friday morning the flight landed at klia||at about 10 14 am and was greeted with a||water cannon salute,13825,25
FgZ2yspZ4sg,61.6,10 14 am,false,10:14am,obtain fake polygraph results on||February 18 2020 call at were about 10 14 am Leticia called and it has the||number I conducted research on that,19563,24
NxAalfwKdL0,429.8,10 14 am,false,10:14am,between gyaneshwar Singh and uh Sameer||mankade also shows that till 10 14 am on||3rd of October Aryan Khan was detained,10590,25
U8BedGuUyfA,339.6,10 14 am,false,10:14am,Adriana to call the non-emergency number||and at this point it was 10 14 am at 10||15 a m Audrey had already entered the,17977,22
XfWAKZdelrk,783.9,10:14 a m,true,10:14am,"be approved in the afternoon||At 10:14 a m ,||MacArthur finally approved a bombing attack",596494,27
NaPP2HEw8WE,152.3,10:14 A M,true,10:14am,QUICKLY THE POLICE RESPONDED||>> IT HAPPENED AT 10:14 A M AND||14 MINUTES LATER WE'RE TOLD THE,424949,25
-eQAbujSgZE,55.4,10 14 a m,true,10:14am,highland park police last name o-n-e-i-l-l||this morning at 10 14 a m highland park police||and fire department units were on scene for,40602,25
1HQeTsoZG5E,332.8,10 14 a m,true,10:14am,a m is when the founder ryoshi tweeted||uh danking vitalik buterin this happened at 10 14 a m we saw the first sharp drop happen at 10 30||a m and ryoshi tweeted,35483,24
ED68JiBvycs,78,10:14 A M,true,10:14am,"STUDENTS STAGED THEIR OWN||WALK-OUT THIS MORNING AT 10:14 A M , THE TIME THE FIRST SHOTS||RANG OUT AT THE HIGHLAND PARK",29060,25
_yr0tMq4caE,880.9,10:14 a m,false,10:14am,watching how to stretch with a herniated||disk 10:14 a m Thursday December 5th||after my experience trying to get out of,2086853,23
XSnqPYfAMxc,170.6,10 14 a m,false,10:14am,stamps but i just try to drink as||much as i can it's currently 10 14 a m because i slept at 2 a m last night||which was probably a bad idea,1469495,22
KTf8cWqDmcI,558.1,10:14 a m,false,10:14am,mom and ask her to bring me something||for breakfast right now it's 10:14 a m hey mom coma could you please bring me||Starbucks head I'm still in the,986205,22
3iazT3k2rXU,228.9,10:14 a m,false,10:14am,swear that's why I gained so much weight||low key okay so just currently 10:14 a m hopefully I can get home not too||late like for like 12 ish oh that,769870,22
lYHA8O4agFE,510.8,10 14 a m,false,10:14am,boss wanted the server deleted and asked||quote what are we going to do at 10 14 a m Dale Oliveira text in nauta who was||still in Florida hey buddy are you,571221,25
AYfeFjbUIP4,1185.8,10 14 a m,false,10:14am,we will get to 90||charge which is 10 14 a m and it's right||now 9 44 am yeah so you know we could,503807,2
LxfbzutzKQM,68.2,10 14 a m,false,10:14am,turned to horror||at 10 14 a m a gunman opening fire on||the crowd filled with families gathered,312042,25
PYDRzmiOqgw,153.2,10 14 a m,false,10:14am,so they finally responded they responded||at 10 14 a m 14 minutes after our||supposed meet time saying yes we're,301546,28
V3jeamyWtXI,170.7,10 14 a m,false,10:14am,morning||at 10 14 a m i'm gonna tell you good||morning good morning you know what i'm,225393,20
JXYW9wElA4o,15.2,10:14 a m,false,10:14am,look at the title for a clue alright so||that's right so back not 10:14 a m 10:14 p m||cuz that's how we work,222769,22
Aqxjv5FL-lo,494.7,10:14 a m,false,10:14am,Morrison's car parked on a Sunday||morning at 10:14 a m scoffing inhaling||a sausage and egg McMuffin on my own,189593,26
Ovll01h2T_I,760.2,10 14 a m,false,10:14am,off this relationship the day was||November 7 10 14 a m yes||I don't remember the exact time the,192686,24
AQfkIndo5qY,158.8,10:14 a m,false,10:14am,so I am so tired||it is 10:14 a m in New York and its||11:14 am in Buenos Aires so I basically,176043,22
vk5lYG745hY,188.4,10:14 a m,false,10:14am,problem he has to face every single day||10:14 a m how does this compare to your||other 24 hour challenges you have,129921,24
3c5wwG9pgu8,722.4,10:14 a m,false,10:14am,definitely comforting hmm let me show||you the time 10:14 a m so it's been a||few hours I went for a walk outside,150443,22
mLzV1Vs-kE4,250.1,10:14 a m,false,10:14am,night was amazing entertainment okay||euro i 10:14 a m Lionel and Evander are||discussing families,119394,24
7TVrM7yQMTQ,408.2,10:14 a m,false,10:14am,826 of this year so August 26 2016||68 degrees Half Moon and it was 10:14 a m so I hope you guys like it we're||gonna be going through some of,112499,27
QNnffAELHL8,61.9,10 14 a m,false,10:14am,time around because||it's already 10 14 a m and young visa||appointment is at 11 a m,102645,22
krB8raF6DWM,470.2,10 14 a m,false,10:14am,the six day search||on friday april 3rd 1992 at 10 14 a m international sea search divers located||a male body and called the rcmp who,105635,27
MFi1Wc2a2y4,133.9,10:14 a m,false,10:14am,that listed the lack of action combat||was announced at 10:14 a m PDT nearly||15 minutes after players had been given,98437,20
yIpzQLBk0aI,1708.9,10 14 a m,false,10:14am,partway through nicola and fiona's||morning shift at 10 14 a m dale creegan||made a 999 emergency call police,131846,1
-eigB6xY7JE,16.3,10:14 a m,false,10:14am,happening right now I woke up a little||late it's a 10:14 a m right now I'm||gonna ask I'm going to go out and the,90723,22
rJMiwQJ-oLA,390.2,10:14 a m,false,10:14am,hedgehogs and the little bears cuddling||so I woke up at 10:14 a m not great||because I keep going to bed at about two,84629,24
9cpn31g2-0o,1709,10 14 a m,false,10:14am,quite proud part way through Nicola and||Fiona's morning shift at 10 14 a m Dale||creegan made a 999 emergency call police,90224,1
_bD1GuHfsjg,480.5,10 14 a m,false,10:14am,I called Nashville's non-emergency line||at 10 14 a m and was on hold for nearly||seven minutes before speaking with,94843,24
4zzoKxwT1nA,416,10:14 a m,false,10:14am,all and you should probably socialize||chat Oh major life on Wednesday at 10:14 a m where's she hey you mermaid fake||baby Felder okay what is my maiden my,76296,20
F6z3Sy8TzMM,25.4,10:14 a m,false,10:14am,challenge where he decided to make a||mobile massage company um it was 10:14 a m when he had left Simon after||telling him about how his day one went,79413,24
F3uX5AmTCjI,68.2,10 14 a m,false,10:14am,gunshot wounds to the head the call came||in at 10 14 a m wednesday from a third||party at first police say the caller,68431,24
