id,timestamp,token,manual,time,lines,views,category
lxDQDNlx1tI,635.8,7:37 PM,true,7:37pm,"to be closed for takeoff, which it was||NARRATOR: At 7:37 PM , Flight 305 took off||The Seattle control tower alerted all other aircraft",1171811,24
lxDQDNlx1tI,635.8,7:37 PM,true,7:37pm,"to be closed for takeoff, which it was||NARRATOR: At 7:37 PM , Flight 305 took off||The Seattle control tower alerted all other aircraft",1171811,24
HVWI4RPeYgc,1235,7:37 PM,true,7:37pm,what I'm talking about||- So Blair finally checked into the Fairfield Inn Hotel at 7:37 PM The hotel front desk worker named Tika Hartsfield noted that during the whole check-in,213442,22
HVWI4RPeYgc,1892.8,7:37 PM,true,7:37pm,"of death||- So what happened between the time of Blair leaving the Fairfield Inn at 7:37 PM and then||him dying around 3:30 AM, we don't know",213442,22
34ji9MsI61M,905.6,7 37 PM,true,7:37pm,"he walked out the front door||It was 7 37 PM , the last time Blair||Adams was known to be alive",90813,1
lSk8MhM66zc,693.6,7:37 pm,true,7:37pm,arrived||Another local resident driving home from work claims she passed by the scene around 7:37 pm and saw a police SUV parked face-to-face with Maura's car||She pulled,75997,24
kdccKRxLw0I,106.9,7 37 PM,true,7:37pm,UNIDENTIFIED CALLER BUT COULDN'T||CALL ENDED AT 7 37 PM YOU||DON'T KNOW IF THEY'RE DYING,29892,25
I0_cWHcYsoc,476.7,7 37 pm,false,7:37pm,returned||this was at 7 37 pm and that was the||last time,1207518,24
XPreXOKiV0M,219,7 37 pm,false,7:37pm,confidential surveillance footage from a||warehouse the time of recording is at 7 37 pm attempted death at will bill's||warehouse on october 11 1984 and then it,1325944,1
Oeeg6n-YxPk,1870,7 37 pm,false,7:37pm,main entrance never to return||his exit was at exactly 7 37 pm marking one of the last times blair||would be seen,210405,24
0AD4ZVnOtkg,270.4,7 37 pm,false,7:37pm,month it's happening at 11 37 a m||pacific and 7 37 pm uk time and it's||happening at 21 degrees and 21 minutes,184294,24
HVWI4RPeYgc,1237.4,7 37 pm,false,7:37pm,so blair finally checked into the||fairfield inn hotel at 7 37 pm the hotel front desk worker named teka||hartsfield noted that during the whole,213442,22
HVWI4RPeYgc,1895.2,7 37 pm,false,7:37pm,so what happened between the time of||blair leaving the fairfield inn at 7 37 pm and then him dying around 3 30 a m||we don't know but here,213442,22
zqH7vrZf98o,459.9,7 37 pm,false,7:37pm,thousand pounds||at 7 37 pm the temperature inside the||trailer,268439,25
1lrDncnR4uU,169.1,7 37 pm,false,7:37pm,more regular time||that equates to 7 37 pm eastern standard||time,120329,20
9SFz9pG4eNg,587.1,7 37 pm,false,7:37pm,such explosive material he said||police detonated the devices at 7 37 pm believing that the vehicle would be able||to contain the explosion,119420,23
Z7g5-NuQBdI,418.7,7 37 pm,false,7:37pm,her safety was of the utmost importance||at around 7 37 pm flight||980 contacted the control tower at,107541,27
_lp_gct8OBg,275.7,7 37 pm,false,7:37pm,no it's not that no it's not any of that||no it's 7 37 pm i check my phone here's||the stitch the testing center was only,73357,26
THz4UY932-o,205,7 37 pm,false,7:37pm,400 feet||and engine number 4 failed as well at 7 37 pm the first officer transmitted||birmingham this is british world 4272 i,72912,28
1vrjBJVg-DM,712.9,7 37 pm,false,7:37pm,emergency telephone and placed a call at||7 37 pm she asked the operator to call her||father so that he would come and pick,63379,24
8jEhXiyimqs,109.7,7 37 pm,false,7:37pm,hospital but she was sadly pronounced||dead at 7 37 pm a closer look into the investigation||revealed that the shooting took place in,55261,24
MwhYjJA3_eY,160.6,7 37 PM,false,7:37pm,though I have not personally seen that||footage either way at 7 37 PM John is||seen arriving at the bar and by 8 51 PM,57760,22
PKQZyrP3Ch4,1101.4,7 37 pm,false,7:37pm,28th of this year||7 37 pm virginia||i am not mad that you want to stay in,59058,22
gN0fHj_NRuU,718,7 37 pm,false,7:37pm,rip for the occasion||um it is 7 37 pm which means it's party||time here in illinois it's happy hour,76301,22
b-I_uuBJnQo,118.7,7 37 pm,false,7:37pm,judging by the update log it came to||effect uh yesterday at 7 37 pm so ceo||jeff is none no unsellable so let's go,53216,20
QoUykMWq-p8,281.1,7 37 pm,false,7:37pm,are chambered in nine millimeter||at 7 37 pm he accepted another||uber pickup request he completed this,52253,27
v2JWQ7p0nyE,96.4,7 37 pm,false,7:37pm,flight 980 crew for a safe landing||around 7 37 pm even though everything||seemed quite all right,32798,24
jK77jEG0fvg,45.7,7 37 pm,false,7:37pm,on kiandra but she was pronounced dead||at 7 37 pm deputies discovered that kiandra was||shot in the car in the parking lot of,33965,24
g8Zb_ioF-qg,426.2,7 37 pm,false,7:37pm,26 minutes until we get to our||campground putting us there at 7 37 pm which is allegedly an hour before sunset||so,31604,19
ifE6niHTJWE,98.2,7 37 pm,false,7:37pm,on monday the police said about||7 37 pm during a search of burke's||premises,29348,27
pPXt8RjcYgk,126.8,7 37 pm,false,7:37pm,i can do it thank you very much||then at 7 37 pm guy sets off seven months of building||training sweat and graft has led to this,30838,24
Qq0C4uq0qkY,739,7 37 pm,false,7:37pm,thank you very much||then at 7 37 pm guy sets off seven months of building||training sweat and graft has led to this,29301,24
4-CPH-a0P1U,1104.7,7 37 pm,false,7:37pm,missiles were fired between 7 25 pm and||7 37 pm and traveled a distance of some||780 kilometers before landing in the,28280,25
ZxXZdI1fxvE,612.6,7 37 pm,false,7:37pm,it's||tuesday april 27th at 7 37 pm i have class at 7 40 and it's pe||and i hate that class,31113,22
SbDte3IJsqw,96.9,7 37 pm,false,7:37pm,last text sent||was at 7 37 pm and it was from kayla saying||love you now between the first and last,21050,27
iVqyTYiwRkc,1627.3,7:37 p m,true,7:37pm,he marched out the front door and never came back||It was 7:37 p m And it was the last time Blair Adams was known to be alive||MYSTERIOUS MUSIC,219486,24
toL91SRWEv4,237,7:37 p m,true,7:37pm,You got one new message:||7:37 p m||Summer?,95389,1
0S4A7Qt2t5Y,684.3,7:37 p m,true,7:37pm,and economic decline thank you kale fill your child-sized kale salad||will arrive at 7:37 p m what kind of fun is this you knew the kale craze was||over-the-top,29084,24
uE8stqO06_s,639.3,7 37 p m,true,7:37pm,like you could use a salad film||your child sized kale salad will arrive at 7 37 p m the worst part about this news is that these||vegetables are actually full of other,22622,24
jop6Cgihhvs,351.2,7:37 p m,false,7:37pm,this is where things get really strange||at 7:37 p m Adams leaves his hotel room||the next day there Adams is found dead,3995503,24
lxDQDNlx1tI,632.3,7:37 p m,false,7:37pm,hijacker consented for the door to be||closed for takeoff which it was at 7:37 p m like 3:05 took off||the Seattle control tower alerted all,1171811,24
T-fMGRTo4tY,703.8,7:37 p m,false,7:37pm,I don't heard that song all right it is||currently 7:37 p m I have less than an||hour and a half to get this kind of get,952022,20
vXpR0oHA6gw,473.4,7:37 p m,false,7:37pm,guys before it gets super dark outside||it is currently 7:37 p m it's been a||couple of hours I cooked earlier I took,414746,26
JdREuW8b_4I,203.3,7:37 p m,false,7:37pm,like dying now which is so sad so at||7:37 p m right now and who is about to||go down to get me juice maybe I,394323,22
