id,timestamp,token,manual,time,lines,views,category
NvBr8JVIEck,140.9,11:05am,true,11:05am,have a train to Delhi at 5:30 in the evening||And now it’s 11:05am to be exact||I convinced Rishi to take stop in between at Jalandhar,17047,22
gzeoe4m1t9Q,1017.1,11:05 AM,true,11:05am,"- This is people waiting for the report||- It is 11:05 AM||The Attorney General said that 11:00 AM Eastern Time,",2841217,23
o6x5NHb9JUM,1010.3,11 05 AM,true,11:05am,"That's okay||Our boss is coming by 11 05 AM tomorrow||Before one minute, That means, By 11 04 AM",1137305,22
wj4GDWjkfhw,323.4,11:05 AM,true,11:05am,"who have our equipments||so we are here from around 10:30 AM it's 11:05 AM now||but we need to wait for them, because if we go forward and the",189479,22
2WkkkZ5N08c,1058.9,11:05 am,true,11:05am,"A double bottom appeared in the market||and the market broke the resistance at 11:05 am||At 11:08 am, more resistance brokeout",55576,27
I6029I0kcLA,763.5,11 05 AM,true,11:05am,"towards Dover||Information about the input on the radar screen during the time of 11 05 AM , and accurate||information obtained with the help of aerial reconnaissance has now reached the British",732346,1
ycngG76J9og,661,11:05 am,true,11:05am,at Trinity Chapel by 9:30||am but wasn’t aware of her disappearance until 11:05 am when he met with Gretchen’s||father,29904,24
KF30OJnShqc,126.5,11 05 am,true,11:05am,support flight planning the same time frame from||8 to 11 05 am applies to all dates Eastern Time||there was talk that SpaceX will try to launch,14405,27
Ik6gqjBT4Gg,174.4,11 05 am,false,11:05am,speech about it Roy knows every little||detail that is going to happen at 11 05 am a famous Chinese sword fighter who is||12 time world champion named daifong,2512102,24
wbSfTva3PMU,151.5,11 05 am,false,11:05am,into a new life plastic surgery recovery||room at 11 05 am nearly three hours||later just before 2 pm New Life plastic,608292,27
wbSfTva3PMU,306.5,11 05 am,false,11:05am,went in at 9 35 a m and was||transferred to the recovery room at 11 05 am she was discharged and picked up||by the driver of a Recovery Center,608292,27
wbSfTva3PMU,553.3,11 05 am,false,11:05am,surgery at 9 35 a m and went into the||recovery room at 11 05 am and she was||discharged into chasing dreams care just,608292,27
aRablU35bOI,940.7,11 05 am,false,11:05am,late to do that thing that you needed to||do so if you arrive at 11 05 am you||could only have done that thing that you,271391,19
RCOUeK509Gs,247.4,11 05 am,false,11:05am,that morning arriving at around 11 A M||lunch started at 11 05 am students from||both kindergarten and the first grade,160860,27
k0gX85wli50,891.4,11 05 am,false,11:05am,still not been found||at 11 05 am john mysteriously||disappeared from a hotel without warning,155716,24
NhtJwhBsK2o,853,11 05 am,false,11:05am,within moments of Tom kazowski||disconnecting from the call at 11 05 am the gloved man again began moving he||repositioned his cart in front of the,330512,24
n-PY2JoSWXQ,1652.6,11 05 am,false,11:05am,phone out into one of the waterways in||the city at 11 05 am wayne can be seen||again at another bp patrol station but,166295,22
XmJk-i4903A,909.4,11 05 am,false,11:05am,he disposed of everard's mobile phone||at 11 05 am cousins went to a BP petrol||station at Whitfield Services where he,189681,24
T8rXGlxeROU,91,11 05 am,false,11:05am,the owner laughs and says do me a favor||come back at 2pm it is 11 05 am now||and charge him 2 hours tell me what his,125713,23
ggPxD4aE9S0,2063.5,11 05 am,false,11:05am,the inn||at around 11 05 am a loud bang was heard||from a room on the sixth floor of the,115604,1
1ZnGSbrYrlA,250.7,11 05 am,false,11:05am,went in at 9 35 a m and was||transferred to the recovery room at 11 05 am she was discharged and picked up||by the driver of a Recovery Center,55782,24
Aa9731mZu2A,1183.1,11 05 am,false,11:05am,questions on our notebooks when my||friend realized it was already 11 05 am he said it didn't work and I just||laughed and agreed then got back,46205,24
dGmce1lV3B8,1772.6,11 05 am,false,11:05am,there's consistent surveillance from the||second camera until 11 05 am then it||stops and picks up again more than two,25223,22
dGmce1lV3B8,1782.1,11 05 am,false,11:05am,PM the third camera||also drops at 11 05 am it picks up again||at 1 16 pm,25223,22
s1PAdkn7Ljo,1190.2,11 05 am,false,11:05am,it is currently||11 05 am pm 1105 pm||yes i'm at the airport right now and i,23708,22
ycngG76J9og,662.6,11 05 am,false,11:05am,9 30 a m but wasn't aware of her||disappearance until 11 05 am when he met||with Gretchen's father however his wife,29904,24
75PDuGFbeVQ,3341.5,11 05 am,false,11:05am,monday||may 10th 11 05 am and i just got back||home,17157,1
k-NOR4cdgpw,443.4,11:05 am,false,11:05am,video yeah at 10:55 a m||and 11:05 am on||the date I had contact with Derek and,14872,27
vAy00hFKrGM,11.8,11 05 am,false,11:05am,prefecture on thursday december 9th the||strong quake occurred at 11 05 am local||time fortunately there are no tsunami,11570,24
KF30OJnShqc,128.2,11 05 am,false,11:05am,is used to support flight planning the||same time frame from 8 to 11 05 am applies to all dates Eastern Time||there was talk that SpaceX will try to,14405,27
a96kriSo6EQ,349.2,11:05 A M,true,11:05am,INSIDE THE FOUL CONDENSATE TANK||AT 11:05 A M THERE WAS A LARGE EXPLOSION||THE TANK SEPARATED FROM ITS BASE,1598463,28
Blm97aYDllg,501.7,11:05 a m,true,11:05am,"in Lexington, South Carolina||on April 3rd at 11:05 a m||I have not been to Lexington, South Carolina",402023,24
if_b7wzDGdI,1777.3,11:05 A M,true,11:05am,"who was killed in a field in the village of Carleton||Between 11:05 A M||and 11:10 A M ,",132529,1
Vut5CArZF8w,2138.9,11:05 a m,true,11:05am,"October 18th, 1973||Over Mansfield, Ohio at 11:05 a m ,||Captain Lawrence J Coyne,",75393,24
6xluD0wwbq0,165.1,11:05 a m,true,11:05am,"speech inspired me a lot||He took oath as CJI on April 24th,2021, at 11:05 a m This is a Mithun||Gemini",45461,22
rpR--4dBNME,502.5,11:05 a m,true,11:05am,cart next to a gray Toyota Tundra||and entered the vehicle where he remained until 11:05 a m Who was this man and what was he doing at||Blanchard Law?,99550,24
HDzs8Cc1rN0,454.6,11:05 a m,true,11:05am,and started its return journey to Earth||At 11:05 a m||EDT,15428,28
Hv9fFqrBlmk,280.4,11:05 a m,true,11:05am,"remained in a holding pattern for the next 70 minutes, controlled by the autopilot||At 11:05 a m , two Hellenic Air Force 111th Combat Wing F-16 fighter jets were scrambled||from Nea",10261,2
gzeoe4m1t9Q,1016.4,11 05 a m,false,11:05am,away this is people waiting for the||report it is 11 05 a m the attorney||general said that at 11 a m eastern time,2841217,23
-7EMxSxVs-Q,230.2,11:05 a m,false,11:05am,current first event Sergey see today at||11:05 a m second event Marie to see||today at 11:04 a m,1932869,28
PFglgQZ2cOQ,1424.9,11:05 a m,false,11:05am,surveillance from the second camera||until 11:05 a m then it stops and picks||up again more than two hours later at,1505645,24
a96kriSo6EQ,347.5,11:05 a m,false,11:05am,liquid turpentine inside the fowl||condensate tank at 11:05 a m there was||a large explosion,1598463,28
HGZa78A4SNw,846.1,11:05 a m,false,11:05am,we got to the gate it was like||flight was supposed to be at 11 11:05 a m and then it was like now departing||12:05 was like our flight is,975163,20
KhgnZiJdvlk,1535,11:05 a m,false,11:05am,and the point of contact by timewise was||11:05 a m June 6th and that has been||miss recorded or circled several times,918627,27
yv5tnhcrnps,18,11:05 a m,false,11:05am,hello everyone hello||it is 11:05 a m I was watching launches||a new black I don't know if any of you,832442,22
-SCFh3w85BE,541.3,11:05 a m,false,11:05am,unknown yan was captured on CCTV leaving||the Bonnington hotel at 11:05 a m camera footage showed him walking past||megatons bar at 11:07 a m,847355,27
WHWBaSYdeFE,19.7,11:05 a m,false,11:05am,iris there's no bomb guys look at the||timestamp on Spencer's posts 11:05 a m yeah I know look at the time that CCPD||got the first call about the bomb,761912,22
LV0l8OTvAVY,406.1,11 05 a m,false,11:05am,the shop he was on the phone||but the attack happened at around 11 05 a m could he have done this within that||30 minutes,692671,22
Bnj0dL6Z7t0,192.5,11:05 a m,false,11:05am,you||at approximately 11:05 a m the||detective via police radio requested,415716,22
