id,timestamp,token,manual,time,lines,views,category
k-R81qZOv-g,169.8,4 23am,true,4:23am,"Bock and Tony Tan’s vote difference was less than 2||It was only at 4 23am that Yam Ah Mee announced the final result,||whereby Tony Tan won over Dr Tan",12421,24
qI63Z_4MWM8,4.6,4 23 am,true,4:23am,opens her eyes and notices the time on the alarm||clock reads 4 23 am Turning to her side she is||suddenly startled,262191,27
qI63Z_4MWM8,56.3,4 23 am,true,4:23am,"To||her surprise, the alarm yet again reads, 4 23 am She doesn’t give it much thought and instead goes||to her son’s bedroom",262191,27
PkAPXdeix9c,481.1,4:23 am,true,4:23am,"But that would be of 8-9 floors||So it's 4:23 am and I'm going back home, the flight is at 7:35 am||And Bangalore",143270,22
0X_fITgWDvg,106.9,4:23 am,true,4:23am,"allow the dogs to go in and out||At around 4:23 am , Joshua opened Gayle’s room and said “Auntie Gayle, someone came||into my room ” He",93203,24
krpoiiMg0mk,1062.5,4:23 AM,true,4:23am,"Cracking his eyes, he noted the red numbers on the clock||“ 4:23 AM ”||A breeze seemed to lift the covers behind him",44377,24
XnGzrgTO3gk,301.9,4 23 am,false,4:23am,Bible logical conscience inside of her||was suggesting around 4 23 am Milani||gave birth to her first Cobb once it was,1537794,22
Nss0L6Pxzrc,299.3,4 23 am,false,4:23am,looking for the perfect spot to lay down||and give birth at around 4 23 am Milani||finally gave birth to her first Cub,856682,24
-jXVR4408Jw,555.8,4 23 am,false,4:23am,there was also cctv footage discovered||that showed keely and wesley at 4 23 am walking towards and into the park||the cctv has not been released as far as,649531,24
B6IjHHRdJ_k,1092.5,4 23 am,false,4:23am,of our challenge||it is friday what time is it today 4 23 am which i believe is the best time||we've made,534098,22
s0w6uR680Ek,275,4 23 am,false,4:23am,for the last of our own trail cam||captures we look at this one from 4 23 am i shine and a body can be seen on the||right side of the screen,360496,1
QXwpzEwpDYs,137.4,4 23 am,false,4:23am,exhausted she sent one final text||message to her boyfriend in oregon at 4 23 am before falling asleep||everything seemed fine until hunter woke,275516,24
qI63Z_4MWM8,6.4,4 23 am,false,4:23am,she opens her eyes and notices the time||on the alarm clock reads 4 23 am turning to her side she's suddenly||startled,262191,27
qI63Z_4MWM8,58.3,4 23 am,false,4:23am,to her surprise the alarm yet again||reads 4 23 am she doesn't give it much thought and||instead goes to her son's bedroom,262191,27
cE9PjI_Q6HY,2184.1,4 23 am,false,4:23am,really tell anymore the clock still||works and it's 4 23 am I haven't gotten||much sleep since I got here but I never,187244,24
oy7TIrJfdiQ,226.4,4 23 am,false,4:23am,maybe I can't really tell anymore the||clock still works and it's 4 23 am I||haven't gotten much sleep since I got,143981,24
WuSPN2Q77j4,1253.5,4 23 am,false,4:23am,see how late i stay up editing this||video it is 4 23 am so hopefully i can go to bed before 8||a m here or something like,125286,28
0ntGRyBGgOU,304.1,4 23 am,false,4:23am,text messages in the period leading up||to her disappearance the last one at 4 23 am it was later discovered that she was||communicating with an ex-boyfriend who,121020,24
KtaGGr8TJNE,83.7,4 23 am,false,4:23am,she's 26 years old birthday third of||July 1996 born 4 23 am every time I see a woman on the street||at her age I,51137,24
dkFVJF0vfZg,602.6,4 23 am,false,4:23am,the doorman requested a candy bar which||Rod brought him at 4 23 am Rod once||again left the building at 502 am and,50627,27
XxDIPA0YdIA,119.6,4 23 am,false,4:23am,by such unidentified flying objects||videographer says at about 4 23 am i was driving to san diego california||with my grandmother,40245,24
XxDIPA0YdIA,161.5,4 23 am,false,4:23am,pedestrians due to the time of filming||it's 4 23 am the second interesting||thing is that the witnesses do not show,40245,24
Nss0L6Pxzrc,300.5,4 23 am,false,4:23am,looking for the perfect spot to lay down||and give birth at around 4 23 am Milani||finally gave birth to her first Cub,856682,24
CoepFrJ5mNg,1383.9,4 23 am,false,4:23am,sometime this week I'll see you guys so||yeah girl yeah it is 4 23 am and like I told y'all I knew I would||have to get up because,34572,26
FY6TeWWafXE,391.4,4 23 am,false,4:23am,recording this video at||exactly 4 23 am so i can't properly||speak english but anyways,29888,20
nYsph4EyWeA,1160.5,4 23 am,false,4:23am,injuries||so on the ads this morning at 4 23 am the NFA Command Center received another||emergency call through the nosori police,27827,22
q6U0fnUyDhs,757.6,4 23 am,false,4:23am,starts up and leaves the Linda Lane||Apartments parking lot at 4 23 am about||one minute after the suspect vehicle,40591,24
7WFRrV2pcjE,180.3,4 23 am,false,4:23am,according to their witness account at||about 4 23 am the cross was joined by a second flying||object that appeared to join the shape,22981,1
pawzgwvicYU,184.8,4 23 am,false,4:23am,witness because she was right there||from 4 23 am to about 4 58||around 5 a m then she leaves,21634,22
y5HsUbsoYH4,100.6,4 23 am,false,4:23am,here it is sunday june 13th||2021 at 4 23 am my son as tragedies on a mass scale take||place,18045,22
uP9ZfsfxZr0,27.4,4:23 am,false,4:23am,them just before this commentary and||it's commonly 4:23 am very tired very||very tired but anyway before the start,17726,20
Gc9oKpDPvW8,379.4,4 23 am,false,4:23am,current weather and the current time so||it is 4 23 am currently raining||yeah we'd probably figure that out,28041,20
FVKJiRYcGsM,284,4 23 am,false,4:23am,right there now as we go over to the||live feed it's 4 23 am there and they have all the lights||off like they always do,17108,22
wpdgxJ5IMKw,91.3,4:23 A M,true,4:23am,ON THE VIDEO SHOWS THE||RECORDING STARTED AROUND 4:23 A M||POLICE DOCUMENTS SHOW,163334,25
FIcgJoCydIQ,135.8,4:23 a m,true,4:23am,added that one of them noted that there was a meeting||that went on to 4:23 a m but it was only related to Monday Night Raw||nobody has even pitched anything for,45141,24
-Obt4rdZ5P4,72.8,4:23 A M,true,4:23am,AND FOR HER FAMILY||>> Reporter: AT 4:23 A M LEE||ENTERS THE TWO DOORS OF HER,29433,25
c7sMbx-cGf8,19.6,4:23 a m,false,4:23am,I thought I was going to go to||sleep around then 4:23 a m 507 I was||away too last night,1040011,22
B6IjHHRdJ_k,1.4,4 23 a m,false,4:23am,undefined 4 23 a m it's now time for me to go for a run||sometime 1841||words,534098,22
JrcWIrpTyv0,2.1,4:23 a m,false,4:23am,ladies and gentlemen it is currently||4:23 a m on June 30th and I remember I||told you guys that I didn't upload,334375,20
rLFiYPSZNGQ,5.5,4:23 a m,false,4:23am,the Somalis are biting it is 4:23 a m and went to bed at midnight so feeling a||little tired but we're good,280286,22
X8WUcbIvKxk,847.6,4:23 a m,false,4:23am,his cell phone showed him at||home four minutes later at 4:23 a m John's scalp was on the move||at 5:02 a m,338186,24
JBvZsDq0Src,553.5,4:23 a m,false,4:23am,good but for now our batter messages||it is 4:23 a m um and I think today we||sang I wanna do the walk of like 10,216544,22
9MU4XZV8iVY,226,4 23 a m,false,4:23am,what has happened to the eggs it's||4 23 a m the clock say 7 23||the clocks,246490,23
xbbsAqAkVWU,50.3,4:23 a m,false,4:23am,mean it's unfortunate because it's||already 4:23 a m and I don't think I'm||gonna be done with this video until,208314,20
CfCoKgw_AI4,150.5,4:23 a m,false,4:23am,the way now I came up with these last||night at 4:23 a m so bear with me what||job number one always have deodorant,136484,22
b71NRx89W2s,69,4 23 a m,false,4:23am,right now i am with my girl montana||and it is 4 23 a m and we did our makeup||in the dark,158917,22
dLQrL8xfO98,30.9,4:23 a m,false,4:23am,viewers viewer discretion is recommended||4:23 a m I didn't imagine it I'm not||insane my vision may have been distorted,138371,24
d8f7Hh-zk7s,894.1,4:23 a m,false,4:23am,it I don't remember when it started but||I would always wake up around 4:23 a m and it wasn't that there was any sounds||that woke me up or anyone,112375,24
xbGfc7hrDy0,548,4 23 a m,false,4:23am,back out||looks like we're gonna be there at 4 23 a m less than an hour all right||it's very that could be a cop i,116082,23
aBizVU_kgnw,223.5,4:23 a m,false,4:23am,house and simply knocking on the door at||4:23 a m but nobody would answer I saw||the bay window it was the boys room I,103973,24
I6NuFHEe6fw,492.1,4 23 a m,false,4:23am,here's the high tide chart for august||29th 4 23 a m so again if this thing||makes landfall during the overnight,90479,22
0X_fITgWDvg,104.4,4:23 a m,false,4:23am,the backyard and also to allow||the dogs to go in and out at around 4:23 a m Joshua open Gail's room and said auntie||Gil someone came into my room,93203,24
wHbhs2hLZtM,1296.6,4 23 a m,false,4:23am,now real time time is it||it is saturday april 23rd at 4 22 a 4 23 a m and you're getting this uploaded this||morning at 8 00 a m,86122,22
jaTmi9b8nno,375.4,4:23 a m,false,4:23am,when you said 7-eleven I thought||actually was what time is it it's 4:23 a m a war actually people couldn't even tell||is the green behind us dude it,76687,20
W6XxVbtF2IY,43.6,4:23 a m,false,4:23am,was like oh like so||what time is it and she's like it's 4:23 a m I was like oh it's only four||o'clock in the morning coolest thing,77597,22
JFFi_cIjtxE,1077.6,4:23 a m,false,4:23am,no no it's gonna do it for||this week's vlog it's actually 4:23 a m on the Saturday that this video is||coming out I stayed up a little bit,77149,24
xVpKHkZOwTg,65,4:23 a m,false,4:23am,at the ranch I can't shoot a||ham read this text or my mom 4:23 a m know what okay hold on||Logan is getting weird again keep an eye,70477,24
n4VhGgeKRgo,25.9,4 23 a m,false,4:23am,is currently um||what's the time it's currently 4 23 a m so i know you guys are wondering why||it's,66102,22
n4VhGgeKRgo,31.7,4 23 a m,false,4:23am,so i know you guys are wondering why||it's 4 23 a m as you can see my bag is packed i don,66102,22
