id,timestamp,token,manual,time,lines,views,category
ENboOVBAPjA,92.5,5:22AM,true,5:22am,Singing||5:22AM in the morning||We're on a boat in Boston,17930,27
2YtLIuC5srI,11.8,5:22am,true,5:22am,"On 8th December 2019 Sunday morning in the Anaj Mandi area of Delhi,||at 5:22am a fire due to a short circuit broke out in a five storey building that killed 43 people||The fire was a due to a short circuit",12466,25
DOj_GoB8xYk,1312.2,5:22 AM,true,5:22am,"And then on January 13th,||he would clock 59 steps between 5:12 and 5:22 AM This lined up with the pacing that the neighbor said||she saw Jeff doing that",4722598,24
6uv-Qh_l2lI,74.3,5:22 am,true,5:22am,"a day with three or more earthquakes||This earthquake swarm began on April 16th at 5:22 am local time||Throughout the day, a series of 13 quakes occurred which were all centered",110445,27
aZsdov8oazA,334.3,5 22 am,false,5:22am,once again as you can see here||5 22 am 5 30 give or take you know now these||clocks have been changed,4074084,22
XnGzrgTO3gk,347.9,5 22 am,false,5:22am,she made sure not to step on her cob||when it was 5 22 am about an hour later||she gave birth to another beautiful cop,1537794,22
_GZYkGqYoG4,1117.2,5 22 am,false,5:22am,mobile phone was the next morning at 5||12 to 5 22 am in which he moved a total||of 59 steps now this time frame,1128199,24
Nss0L6Pxzrc,353.5,5 22 am,false,5:22am,she still made sure not to||step on her cup about an hour later at 5 22 am she gave birth to another||beautiful Cub she cleaned it up nicely,856682,24
VLn_ESPMNf0,602,5 22 am,false,5:22am,traditional holidays||april 1st 5 22 am i finished cutting through the break||lines of her car,595134,20
VYhfEFYTASc,689.9,5 22 am,false,5:22am,durability on the tent||what time is it 5 22 am all right||good stuff keep it moving sanity is,209300,20
ytJMIq4-gpY,242.7,5 22 am,false,5:22am,EDT and parked it at a nearby birth at||another Russian module prakall at 5 22 am EDT or or 922 GMT cameras on the||International Space Station captured the,117702,28
6uv-Qh_l2lI,76.6,5 22 am,false,5:22am,earthquake storm began on april 16th at||5 22 am local time throughout the day a||series of 13 quakes occurred which were,110445,27
vldRY8FqgIY,12.1,5 22 am,false,5:22am,greetings everyone this is Jeff||it is 5 22 am Friday December 31st 2021||New Year's Eve,81887,20
3OHcHymapyY,42.4,5 22 am,false,5:22am,good morning current situation is 5 22||wait no you cannot see it 5 22 am and||why why not in my bag,68017,26
-VUe3jQfjRQ,467.7,5 22 am,false,5:22am,it's||5 22 am my sister has been on the move and she's||missing okay guys i found,98569,23
CA5INwJUXIk,702.2,5 22 am,false,5:22am,'t really know what it's called||it's called||the town it's literally 5 22 am girl,38362,26
iABtZyrC7i4,1957.9,5 22 am,false,5:22am,see why and a whole different Vlog it's||5 22 am just finished installing my hair||and I have to why one of these by six,39587,26
Nss0L6Pxzrc,354.8,5 22 am,false,5:22am,she still made sure not to||step on her cub about an hour later at 5 22 am she gave birth to another||beautiful Cub she cleaned it up nicely,856682,24
cz26YKBwm5Q,599.2,5 22 am,false,5:22am,drive to the place||in this case here 5 22 am but that is just what it takes to get||those,30015,27
areSOJu_wmQ,1072.6,5 22 am,false,5:22am,nowhere to go to like guys right now||it's 5 22 am in the morning i'm||literally gonna take off my makeup and,37541,26
6tD28g9XqS8,64.3,5 22 am,false,5:22am,why not||it is very late for me here it is 5 22 am the same day i'm uploading this i i||really,25193,20
EZLfIpk-npY,2289.2,5 22 am,false,5:22am,the most of the time that i have but it||is 5 22 am and i'm calling it a night for now||i made it to,12058,22
OeomLianrm0,271.9,5 22 am,false,5:22am,at 17 the Fairway which causes him to||call 9-1-1 at 5 22 am hey please tripify||I'm sorry if somebody asked for me where,11776,25
dtBwgD8fvYg,1225.7,5 22 am,false,5:22am,back home after leaving her place||at 5 22 am shanan called Chris and held||a five and a half minute conversation,14480,22
