id,timestamp,token,manual,time,lines,views,category
ZuOeu4NrtfA,1578.9,2 17am,true,2:17am,"TITANIC SOS SOS CQD CQD TITANIC||At 2 17am ,||three minutes before the end, the Virginian",42551,27
oPC9tKe-4ag,151.6,2 17am,false,2:17am,almost like my brain went into autopilot||i eventually woke up at exactly 2 17am to the sound of heavy footsteps in the||hallway,82273,24
mUGOooB6dpM,81.7,2 17am,false,2:17am,see jenkins sitting in the background||around 2 17am jenkins posts a snapchat||video that appears to be,19099,25
ZqTphhAQNpE,124.5,2 17am,false,2:17am,but they were still unable to see each||other at around 2 17am brandon told his mother that it would be||best if he would walk to the,12135,20
FcY-k7HOZh4,651.3,2:17 AM,true,2:17am,"to get transferred to the police||Authorities were on the scene right away at 2:17 AM ,||among them a 20-year-old female rookie cop",1902065,24
zLnzzvTizHI,504.6,2:17 am,true,2:17am,"Fearing the worst, Ben called||911 and by 2:17 am police had arrived at the||scene",219966,24
mfjJAlniCj0,160.9,2:17 AM,true,2:17am,"Julz||It is 2:17 AM , technically 4:17 AM where we're from||So the gig is postponed,",76461,1
fPxh4Jp4dAY,1519,2 17 am,true,2:17am,was suzanne's phone or||berries but i believe it's suzanne's now at 2 17 am an outgoing call happens and i believe that's||from suzanne's phone but i,61723,24
5wCITNa5zHs,500.6,2:17 am,true,2:17am,´･ω･` *||*Currently crying at 2:17 am *||*No biggie,33863,10
7dn4rmpGcNw,348.8,2 17 am,true,2:17am,over packaging from the previous passengers||my plane landed at 2 17 am which overall there||was a 20 minutes delay the baggage claim came,13632,19
2qDDoKTDYSM,2022.2,2:17 am,true,2:17am,"This is Brandon, Grant, and Mustafa in the asylum||This is the Ambisonic microphone, 2:17 am ♪||My name is Grant",16648,24
tqiL8QFy4Kw,351.6,2 17 am,false,2:17am,on december 27 1967 isaac alto||was born at 2 17 am he was born||perfectly healthy to a married couple,788246,27
jipzJGCNLJM,299.3,2 17 am,false,2:17am,frustrated and worried he called the||police who showed up at 2 17 am less||than an hour after Angela's initial call,256756,22
zLnzzvTizHI,507.7,2 17 am,false,2:17am,wasn't responding fearing the worst ben||called police and by 2 17 am police had||arrived at the scene,219966,24
w7XuM-ydMo8,2091.4,2 17 am,false,2:17am,late night 1v1 here for them||we're not 2 17 am uk 4||17 am for khalid um,197125,20
Zzz_ZuukHYg,395.2,2 17 am,false,2:17am,photos from another video showed two||drone strikes one at 2 17 am and the||other at 2 43,131275,25
NDM87OCGtbM,224.2,2 17 am,false,2:17am,decided to research a so-called V Theory||2 17 am the breakup begins at a shallow||angle perhaps as little as 11 degrees,183815,24
CCms0jDRxN4,37.1,2 17 am,false,2:17am,car's clock||all in sync dude 2 17 am we've got five minutes||perfect i respond as we drive down the,124558,24
GKBrf17LiGg,607.8,2 17 am,false,2:17am,which was sitting on the passenger seat||and the time was 2 17 am over three hours had passed since i||turned off onto the side road with the,83580,20
