id,timestamp,token,manual,time,lines,views,category
QAOfdz8I024,137.7,12:21pm,true,12:21pm,maintain the air route for essential travellers||Welcome to Melbourne where the local time is 12:21pm undefined,46718,19
HEvMqp0pKmY,184,12:21 PM,true,12:21pm,"talking, although probably in extreme pain from how hot the liquid was||Paramedics arrived at 12:21 PM and rushed him to Ann Arbor University Hospital||and spent the next 11 hours providing",579971,24
qYh5fDtdEBQ,270.7,12:21 PM,true,12:21pm,"HEARD FIRING GROUNDS INCLUDING||AT 12:21 PM , 29 MINUTES BEFORE||THE OFFICERS ENTERED THE",255795,25
pBMcoMtxNaY,275,12:21 PM,true,12:21pm,"IN ROOM 111||A 12:21 PM , THE SUSPECT FIRES||AGAIN",115862,25
790xODdiNxM,598.6,12 21 pm,true,12:21pm,then candace took the tick tock video and||at the time the time stamp was 12 21 pm now chris asks candace about summer going||underwater and she states she doesn't know,77861,24
ESnT5UPHR50,93.7,12:21 PM,true,12:21pm,tear gas canisters are brought in during||this 45 minute period at 12:21 PM||There is another short burst of gunfire,22856,25
1H1MH7ml8WI,342.2,12 21 pm,true,12:21pm,regular decision it's whatever all righty||moving on hey guys it's march 15th 12 21 pm so key||sponsored decisions came out about 20 minutes ago,19696,22
u6q_2h1Db80,334.1,12 21 pm,false,12:21pm,to avoid traffic||it is currently saturday 12 21 pm so it should give us about seven hours||to get in get the setup done,6177573,28
HEvMqp0pKmY,185,12 21 pm,false,12:21pm,pain from how hot the liquid was||paramedics arrived at 12 21 pm and||rushed him to ann arbor university,579971,24
A5vCGcuLL-k,64.8,12 21 pm,false,12:21pm,time is||12 21 pm let's roll||there's something about the smell of the,328780,24
qYh5fDtdEBQ,261.4,12 21 pm,false,12:21pm,hallway the gunman could be heard||firing rounds including at 12 21 pm 29||minutes before the officers entered the,255795,25
6CnnfEv5pPs,295.1,12 21 pm,false,12:21pm,time||it is 12 21 pm okay so mbx system works perfectly it||kind of infotains,206275,2
SJJQ8Q2Th70,38.1,12 21 pm,false,12:21pm,this point||around 12 21 pm on the 19th of december||2019,151319,22
pBMcoMtxNaY,266.7,12 21 pm,false,12:21pm,she is in room 111||at 12 21 pm the suspect fires again||these shots can be heard on the 9-1-1,115862,25
mLc2lz641dQ,662,12 21 pm,false,12:21pm,do a wear test to see how long will||my makeup last for today currently 12 21 pm and again guys I'm gonna be back||later to see how my makeup looks,134043,26
2sCQggtU5n0,375.6,12 21 pm,false,12:21pm,swimming that day||and the time stamp is said to be 12 21 pm so it's only a 10 minute drive from the||walgreens to the swimming hole,87226,24
2sCQggtU5n0,503.7,12 21 pm,false,12:21pm,it on that swimming video again at that||12 21 pm mark||and added another 20 minutes to that,87226,24
pOvX_otGK-g,346.6,12 21 PM,false,12:21pm,worst nightmare became a reality at||around 12 21 PM police received a 9-1-1||call from a man letting them know that,100961,25
StFo8GhkF9E,1731.6,12 21 pm,false,12:21pm,probably in extreme pain from how hot||the liquid was paramedics arrived at 12 21 pm and rushed him to Ann Arbor||University Hospital and spent the next,444573,24
UxPp7yKDuzE,261.5,12 21 pm,false,12:21pm,hallway the gunman could be heard||firing rounds including at 12 21 pm 29||minutes before the officers entered the,82922,25
790xODdiNxM,600.6,12 21 pm,false,12:21pm,then candace took the tick tock video||and at the time the time stamp was 12 21 pm now chris asks candace about summer||going underwater and she states she,77861,24
z9SRYSiHwv0,320.5,12 21 pm,false,12:21pm,member and he was pronounced dead at the||scene at 12 21 pm then they would||allegedly get get back on another face,89853,27
3Zy7bdCAkEo,1280.3,12 21 pm,false,12:21pm,we got an hour and a half||12 21 pm boys we're still working||we had an oil down on the track earlier,56906,2
dHRTybk9uaM,162.6,12 21 pm,false,12:21pm,kingston 11||reports on that about 12 21 pm two men were along the roadway||conversing when there were points upon,47284,27
N91OeDhxryg,87.3,12 21 pm,false,12:21pm,2009 12 21||in the afternoon i believe 12 21 pm that's when||the,54734,24
CGQixmWdc_c,847.3,12 21 pm,false,12:21pm,a tick tock video on her account at||about 12 21 pm of summer swimming in the lake some of||the video also shows Hunter and there,37946,24
XcEF6nxxsvI,99.4,12 21 pm,false,12:21pm,and arrived at the watering hole at||approximately 12 21 pm and i've showed you guys that||photo,36200,24
XcEF6nxxsvI,120,12 21 pm,false,12:21pm,missing||so that was approximately 12 21 pm and then approximately 2 o'clock p m is||when they left the water in,36200,24
Ccc7sPc6S-w,470.8,12 21 PM,false,12:21pm,that a rifle rated Shield didn't arrive||at the scene until 12 21 PM but if the||lack of resource is necessary to,34279,25
4eJI4G9rmM0,128.1,12 21 pm,false,12:21pm,after officers hear those final gunshots||around 12 21 pm another officer's body||camera captures someone shouting quote,34687,25
sr1iSIBKMos,1012.7,12 21 pm,false,12:21pm,2021||chart this is intraday 12 21 pm on||friday january 15th,27723,25
I6bAj_vUT3Y,498.2,12 21 pm,false,12:21pm,we're not just just left but||an hour ago um it's 12 21 pm um we left||joe got some food got water and stuff,26998,24
ESnT5UPHR50,94.6,12 21 pm,false,12:21pm,canisters are brought in during this 45||minute period at 12 21 pm there is||another short burst of gunfire from the,22856,25
2OMCv_Xj7Eg,1581.3,12 21 pm,false,12:21pm,31st it is now april 20th||she sends me a text at 12 21 pm hi samantha hope you're doing well are||you available to today to meet with,25247,22
wWti4EmHF7Y,83.8,12 21 pm,false,12:21pm,was at 309 pm||swimming video 12 21 pm so we know||they arrive home sometime after 309 pm,19759,24
7YKJTuZhoYk,282.3,12 21 pm,false,12:21pm,after i've delivered it||between 11 21 and 12 21 pm and sure enough on the 15th of june at||11 50 it arrived,27614,24
WTmbAAUtGTY,440.2,12 21 p m,true,12:21pm,tick-tock video as well||we did see that and the time stamp was at 12 21 p m when that occurred now when grandma was done||loading the minutes on her phone she,94104,24
cBYI0PxUZrQ,98.8,12:21 P M,true,12:21pm,"MORE THAN 20 MINUTES AFTER THAT,||AT 12:21 P M , THE GUNMAN FIRED||FOUR MORE SHOTS, PROMPTING",32525,25
PzNh1dpk2V8,48.8,12:21 p m,true,12:21pm,"She hung up when another student told her to hang up||At 12:21 p m||you could hear, it was a 9-1-1 call, that three shots were fired",11769,25
wIfiib9HOv8,86.9,12:21 p m,true,12:21pm,the story of the full moon and||there's an eclipse on January 10th at 12:21 p m mountain time which means||during this Eclipse this conversation is so important for I'd,10448,24
vwFCSb7nV0w,873,12:21 p m,false,12:21pm,till about 12:40 p m||and by 12:21 p m she had arrived home and posted pictures||of chyron at the Science Fair earlier,2195781,24
Q9zHAK65srA,863.8,12:21 p m,false,12:21pm,James Taylor 21 he was discovered hiding||in a North product resident at 12:21 p m county police said the person had||only three thousand and not seven,1322198,22
zQlyEP_DbjM,427.2,12:21 p m,false,12:21pm,was nearing you know the end of this||divorce and on March 26 2010 at 12:21 p m she started saying very strange||things that didn't match up with her as,574957,22
zQlyEP_DbjM,456.4,12:21 p m,false,12:21pm,every single person that knew her||personally at 12:21 p m on the 26th||which was a Friday,574957,22
arpKSuVVif4,484.3,12:21 p m,false,12:21pm,on September the 3rd he asks at||12:21 p m he is given a role of 78||12,236777,20
7bZ-jb6_TsY,1726.4,12 21 p m,false,12:21pm,swimming||and this was at around 12 21 p m there's a tick tock video of this||that was posted the day summer went,188578,22
cy4kHaCqU5Y,1955.6,12:21 p m,false,12:21pm,yours truly Neal||from j2 Nita Thursday 12:21 p m subject||Jerry all over again today in the office,131039,24
BizU3gBexCM,11.2,12 21 p m,false,12:21pm,to the scene and says basar did not||appear to be drunk at 12 21 p m one of||the victims eric wells is pronounced,113601,29
_4GQKAtgP6o,129,12:21 p m,false,12:21pm,hope it hope it doesn't but just never||done right six West second Street 12:21 p m bottle stolen vehicle here we go||quite early during the day still got,132037,20
-q-iExqVDvc,718.2,12:21 p m,false,12:21pm,what's||called nicole atkinson at 12:21 p m what's mrs||Josh and told him he talked,98135,1
-q-iExqVDvc,733.8,12:21 p m,false,12:21pm,heard from her since I will keep you||updated though at 12:21 p m josh||replied the girls were worried so as you,98135,1
WTmbAAUtGTY,446.7,12 21 p m,false,12:21pm,did see that and the time stamp was at||12 21 p m when that occurred now when||grandma was done loading,94104,24
K3gN6vdBDUs,297.4,12 21 p m,false,12:21pm,computer all right guys right now as you||guys can see it is 12 21 p m on the||bottom right we're gonna start off with,86220,24
t0vKsVyVEbE,15,12 21 p m,false,12:21pm,that same thing because as it stands||right now it is 12 21 p m and this video has to be uploaded||at 4 p m,93416,20
UiVMF0GKOCY,1028.5,12:21 p m,false,12:21pm,name yes||12:21 p m and I'm so sorry if you guys||follow me on Facebook about that,73267,22
hm-AfdW3Y6U,355.5,12:21 p m,false,12:21pm,really good-looking and then so the next||day at 12:21 p m September 7 he goes||sorry I passed out on you long weekend,65210,24
FqyARTCtGxs,806.9,12:21 p m,false,12:21pm,information you can see that I picked||today at 12:21 p m in terms of the||maximum Sun that produced power from the,65651,28
RQ3sKaqD180,737,12:21 p m,false,12:21pm,didn't see nothing||at 12:21 p m he responded I know I just||saw Nikki on the doorbell camera best,50291,22
x8ukpHBbqUo,216,12 21 p m,false,12:21pm,just now here three down||here 12 27 p m 12 17 p m and 12 21 p m well we'll wait for all those to hatch||but let's see if this,57031,20
XxR5gb0oFY8,120.5,12:21 p m,false,12:21pm,so if you look at this it says you have||to leave Armstrong Hall at 12:21 p m walk five minutes and then go to the bus||stop and it literally shows you,53448,22
m5WJAxFnyM8,115.3,12 21 p m,false,12:21pm,officers begin to approach the classroom||at 12 21 p m 45 minutes after the first||officers arrived,55105,25
O2-23U3YYu0,360.1,12:21 p m,false,12:21pm,starting to like get a little bit more||like windy right now it is 12:21 p m and it is let me get to the right place||72 degrees it's gonna,35306,22
_mVkYNN4fVY,457.2,12 21 p m,false,12:21pm,and this student says she is in room 111||at 12 21 p m the suspect fires again||these shots can be heard on the,33541,25
cBYI0PxUZrQ,89,12 21 p m,false,12:21pm,wait and wait||more than 20 minutes after that at 12 21 p m the gunman fired four more shots||prompting several heavily armed officers,32525,25
Vo7sA8hVeko,391.4,12:21 p m,false,12:21pm,contracted anything forever all right||guys the time is now 12:21 p m we got||done with the first session we only,32740,22
zGmqaJBzShM,225.7,12:21 p m,false,12:21pm,no shiny there I still don't have one||guys it's 12:21 p m I've done some||shiny checks off-camera and I still,29932,20
