id,timestamp,token,manual,time,lines,views,category
F7WcKEqvigg,7,8:51am,true,8:51am,"a real life Choo-Choo Charles that actually chases after me||Guys, it is currently 8:51am on Thanksgiving morning||And we're getting started on Choo-Choo Charles",4317811,20
-BWO1zDijZA,37.3,8 51am,true,8:51am,"and he's, he's, he's in a bad way||At 8 51am , as an ambulance arrived at the scene, police radio issued a call for cars||to",101947,25
-BWO1zDijZA,981,8 51am,true,8:51am,"the ambulance is coming, Adam will be okay||At 8 51am , the first paramedics arrived||When the ambos came in and they took over, they clearly",101947,25
ADQvyVCqeGI,851.6,8 51am,false,8:51am,governments have neglected||time check 8 51am well manicured feet||massage,47681,25
1V4hGBZ87zU,236.1,8:51 am,true,8:51am,"And then I've got to microwave it||8:51 am , microwave chocolate cake||Is Bobby still sleeping meanwhile?",13513055,20
884i-6lQR-c,283.5,8:51 am,true,8:51am,"torpedoes were powerful enough to sink an aircraft carrier||That morning of August 12th, at 8:51 am , Captain Lyachin requested permission to start the||torpedo training launch, which the HQ approved",1871026,24
_zrorXYgh-A,1727.3,8:51 AM,true,8:51am,"She fires more than 600 rounds of five inch ammo||But at 8:51 AM , Roberts shudders under the first||of several devastating hits",1365624,24
bE2D3G-ogLs,240.6,8:51 am,true,8:51am,"on the border with Lebanon in Baalbek area||The incident took place at 8:51 am local time||It’s interesting to note that, the Syrian Defense Ministry said in its",810506,28
0f41-yT0XVY,295.5,8:51 AM,true,8:51am,She fires more than 600 rounds of 5-inch ammo||But at 8:51 AM --||explosions,374087,24
rKaB6w3Cm4I,1159.3,8:51 am,true,8:51am,the 92nd floor up||8:51 am||As American Flight 77 from,27147,22
vKYCqK0ODVw,1571.1,8:51 AM,true,8:51am,"so you can see that information||So 8:51 AM , 4:16:38 AM, and then notice we also had some PM time||values here",21535,28
p_8o51YOZY4,1727.3,8:51 AM,true,8:51am,"She fires more than 600 rounds of five inch ammo||But at 8:51 AM , Roberts shudders under the first||of several devastating hits",227810,24
ubgC-GOY1Uo,855.2,8 51 am,false,8:51am,pandora music app over an hour passes||and by 8 51 am susan texts elaine three||times demanding the money she owes her,272860,27
WFST0ZfwZ-4,200.2,8 51 am,false,8:51am,territorial invasion||since 8 51 am today North Korea launched||three ballistic missiles and one of them,253016,25
OTIQhrjmLjs,1113.6,8 51 am,false,8:51am,CCTV footage of her at a local sainsbury||supermarket at 8 51 am by 8 54 am she left Sainsbury's and was||seemingly on her way to,197557,24
j3tdC1-h5Vk,1197.7,8 51 am,false,8:51am,vox populi Vox day have you pronounce it||should Kevin McCarthy be speaker since 8 51 am 19 520 votes still saying no||so far be it for me to act like,137396,24
fchtqMGPxOY,177.7,8 51 am,false,8:51am,walking Southeast along railroad tracks||she arrived at the TD Bank at 8 51 am this is the same bank she had texted the||friend about,118594,27
HzlBB1dGkGM,220,8 51 am,false,8:51am,launch more dummy Torpedoes but this||time at the Valencia at about 8 51 am from the flagship Peter the Great Fleet||Admiral velichislav Popov commander of,465249,27
90SdX7tKHM4,35.4,8 51 am,false,8:51am,also noted that the karani river was at||81 of its capacity at 8 51 am but by the||afternoon the river had reached its,66902,25
H_KM6thUBoQ,563.2,8 51 am,false,8:51am,tracks||around 8 51 am michaela arrived at the||local td bank,59855,27
qKg8UmhfGsY,385,8 51 am,false,8:51am,with an adversary 11 times her size||but at 8 51 am roberts would come under||significant concentrated fire destroying,64117,1
8zKeXNaxcNU,66.8,8 51 am,false,8:51am,good for you okay so next post was||january 17th at 8 51 am i posted this i told you hey patreons||there's three companies you definitely,48801,1
UvU5Guuvmj4,67.4,8 51 am,false,8:51am,were walking out of the door at 8 45 a m||it is 8 51 am and he's just now leaving||his man cave from playing fifa psg go,54379,22
2VCnF0oTpCI,107.6,8 51 am,false,8:51am,Biden laptop||uh at 8 51 am you sent a message to A Team part of||your team I assume and you,42683,25
D1mbB7P8SBY,139.8,8 51 am,false,8:51am,runway||at 8 51 am takeoff power was applied and||flight 503 started its takeoff roll,47620,28
UwD0Ke8I2u0,643.6,8 51 am,false,8:51am,what i'm looking at||8 51 am with no official word that the||plane involved is the passenger airliner,57874,20
73CJAheVtgM,1621.7,8 51 am,false,8:51am,current depth confirmed status||8 51 am Titan depth 1934 all systems||stable and descent continuing as planned,145030,25
BTNbdvMRAtc,980.9,8 51 am,false,8:51am,left and went to a friend's house and at||8 51 am is when he texted his mother||saying mom like Morgan about an hour ago,114475,24
IqiM6RVIKeI,442.6,8 51 am,false,8:51am,that we're going to igniting i'm just||eating breakfast it's currently 8 51 am they're coming to get us at 9 15 a m so||i'm like,51742,1
SL3tTFVKswc,194,8 51 am,false,8:51am,Dallas Fort Worth International Airport||issued a shelter in place warning at 8 51 am asking anyone near the airport one of||the country's busiest to hunker down and,22914,22
x3kARkscnyw,643.4,8 51 am,false,8:51am,looking at||8 51 am no official word that the plane involved||is the passenger airliner american 11,44163,24
hhDuZKtUZIM,1624.6,8 51 am,false,8:51am,schedule and release your girl um||schedule it release your girl at 8 51 am so surprised||could not believe it but your girl got,28493,22
ZSR2naKVA1U,139,8 51 am,false,8:51am,this week||and 8 51 am on Monday the 6th of||February authorities responded to a,21091,24
N8ro3NRDh0M,668,8 51 am,false,8:51am,launch the torpedo from the flagship||Peter the Great Fleet at 8 51 am Popoff||came to a good conclusion,13423,25
ez9obt0kweQ,296.6,8 51 am,false,8:51am,leaving school about half an hour later||at 8 51 am she is seen on security footage at||the local bank the bank teller told,13906,22
dtBwgD8fvYg,928.4,8 51 am,false,8:51am,read and reread everything||at 8 51 am shanan posted we have a girl||and boy's name picked out,14480,22
N5nBJtFXGGk,29.1,8 51 am,false,8:51am,and a huge huge storm system tornado on||the ground it's 8 51 am foreign||look at this storm system as well it's,15603,20
6HgE7Hv9DDc,1759.5,8 51 am,false,8:51am,to fire a practice torpedo||at 8 51 am the kursk's captain radios for||confirmation,10564,22
4I-FfNsRz4g,1611.6,8:51 a m,true,8:51am,"there is no way he can die ""||8:51 a m , Lenny Bias was pronounced dead||at just 22 years old",2266406,24
