id,timestamp,token,manual,time,lines,views,category
cDsMIo0MQg4,845.6,4 33 am,true,4:33am,zimlinin and le conte likely survived for||longer till 5 am alt schiller died at 4 33 am there is nothing mystical about watches stopping||at the dime of death their mechanisms simply,197828,22
BM2I1OrGAvM,56.8,4 33 am,false,4:33am,central shinobasu park and india the||first train is 4 33 am the kehin tohoku||line and the last train is 12 46 am,1083283,24
iuK64X270UI,1941.4,4 33 am,false,4:33am,where you check in before heading to||other buildings where the rooms are at 4 33 am you can see her running to the||motel she's captured on the camera,236846,27
cDsMIo0MQg4,849.4,4 33 am,false,4:33am,longer||till 5 am alt schiller died at 4 33 am there is nothing mystical about||watches stopping at the dime of death,197828,22
WbDXO_xq4Qg,59.3,4 33 am,false,4:33am,to get this shot||4 33 am i'm not sleeping at this girl's||house no more,107577,24
5AUH9e7igkI,772.6,4 33 am,false,4:33am,on three separate occasions he woke up||at 4 33 am on the dot as if he had just||been injected with adrenaline I've just,135493,22
5AUH9e7igkI,834.2,4 33 am,false,4:33am,remember so nobody wants to be that cold||at night each time he had the 4 33 am experience all the smoke alarms would||give off one beep together big whoop,135493,22
JEzyADxl2Jg,657.1,4 33 am,false,4:33am,been getting an addiction to a certain||block game as i tweeted this out at 4 33 am saying block game makes time||non-existent i have to wake up in two,39009,24
Fsgr6OdLmzw,1472.6,4 33 am,false,4:33am,shoes||according to the time stamp it was 4 33 am when catherine left the store||police believed that she had likely,44831,25
5dfhPeKWz1Y,812.8,4 33 am,false,4:33am,live stream sorry i'm like falling||asleep it's like 4 33 am i imagine this||in my,35141,22
QPKYd3XzwpQ,254.7,4 33 am,false,4:33am,it is currently||4 33 am which means i missed our call time by||five and a half hours not four,25137,24
yBAxfjFkwWo,557.1,4 33 am,false,4:33am,june 20th 2022||at 4 33 am sometimes you really do just||be up thinking about things you know,22170,22
kltjQqouCzY,241.4,4:33 A M,true,4:33am,OF GUNFIRE HERE IN PHILADELPHIA||4:33 A M||TODAY,65451,25
bkGfjtu4HBA,1385.1,4:33 a m,false,4:33am,floor for 20 minutes Hey||Judy go to bed go to bed okay 4:33 a m tap on thighs tap on thighs for six||minutes wait some wouldn't know nobody,14145749,20
0wcd12kdIO8,0.1,4:33 a m,false,4:33am,it's 4:33 a m and I keep going out||focus I'm sorry but we're on our way,2414547,24
F3R8WIBGuGQ,24.4,4 33 a m,false,4:33am,april||at 4 33 a m universal time||which is the gmt actually,282012,27
KS79bufbLmw,1051.7,4:33 a m,false,4:33am,spending three hours on this it was||really eventful and fun it's 4:33 a m now and I think I am going to do||something I don't know if,231035,20
yue6tKTMW3I,15.6,4:33 a m,false,4:33am,been there you wake up like always at||4:33 a m hit the snooze button wants to||say a little prayer like god it's time,137699,25
Qqau1-qPDcA,222.5,4 33 a m,false,4:33am,person and then Cry On Demand||shot you said 4 33 a m so effing die||right,82472,25
Jx_HeKcTIvw,83.9,4 33 a m,false,4:33am,and I'm not even joking when I say that||it is 4 33 a m right now and I want to||die but I have 4 5 billion or trillion,88525,20
kltjQqouCzY,233.6,4 33 a m,false,4:33am,hit with this latest round of gunfire||here in philadelphia uh 4 33 a m today||so that's what we got going here,65451,25
Xbzz6sarnEM,371,4 33 a m,false,4:33am,were inside the 9-1-1 call came into the||Hamilton County Dispatch Center at 4 33 a m caller said that the shooter came||through the back door of the home by the,66279,24
aha_jI10QFE,56.8,4 33 a m,false,4:33am,you know they've done||right now for me it's 4 33 a m um i'm||gonna switch over to the desktop in a,58878,20
ZToA5yOFlXY,661.1,4 33 a m,false,4:33am,realize how much of a challenge first||wrench thrown into the gears at 4 33 a m first time in my entire life that wawa||was out of coffee,56026,24
9gGXW3_K5tg,478.8,4:33 a m,false,4:33am,most excited about this morning it's||4:33 a m pitch black out I get to run||on my treadmill I'm up I'm,38546,22
y4hbXhyV-Cg,323,4 33 a m,false,4:33am,was a prank||she didn't know y'all it's f dog it's 4 33 a m i really woke her up for y'all||look at her she really thought i,37491,22
DCDZVdN6skk,33.7,4 33 a m,false,4:33am,at 430 East 105th Street near First||Avenue about 4 33 a m when they were||shot fries was pronounced dead at Harlem,39536,22
34HzbPg9A0A,632.3,4 33 a m,false,4:33am,fighting around Bahamut focusing their||efforts this is from the at 4 33 a m all||right on the March 3rd 2023 they,25396,25
8mZVVWhJGdQ,2421.8,4 33 a m,false,4:33am,now um i just got the shower||it is currently it's 4 33 a m and i||have been up and i'm not going to sleep,20837,22
