id,timestamp,token,manual,time,lines,views,category
T26osQRss5k,112.2,8 31am,false,8:31am,follow express co uk for live updates||8 31am update first ferry arrives at||dublin port under new trade rules,41711,25
7vz67z2Cufo,184.1,8:31 AM,true,8:31am,"firefighters prepared to enter the residence and placed a call requesting additional firefighters||At approximately 8:31 AM , the Fire Chief arrived at the fire scene with an additional firefighter||Three fire fighters",35384,28
ickMonT3uiU,2007.7,8:31 AM,true,8:31am,"around the border of his freshly mowed lawn||At 8:31 AM , the mountain exploded||Did Harry regret his decision in that",14135,29
_iFTordP8L8,1300,8 31 am,false,8:31am,with you it's a||bit of a satanic uh hour of the day uh 8 31 am cry about creationism in school 8||45 am so been crying about it for like,398970,24
j7M7PS59joM,752.9,8 31 am,false,8:31am,actually see this is my graph from last||night from 11 37 pm to 8 31 am i now||keep in mind this is the time frame that,196656,17
rUalOEhBhZI,843.3,8 31 am,false,8:31am,see if we see a spacecraft or something||right still 8 31 am I don't think the||clock on the VHS tape is moving,128713,20
PQjCewWR27o,6.5,8 31 am,false,8:31am,call him bubbles||atheist agenda 8am wake up 8 31 am cry||about creationism in schools 8 45 a m,63091,24
SYYaHZWMHdw,339.7,8 31 am,false,8:31am,what time is it in California at the||moment it's 8 31 am what does SMH mean||it means shake my head some and that's,39067,24
NufB0pQGwws,194.2,8 31 am,false,8:31am,events came to the authority's attention||at 8 31 am on the 19th of june 2022 when||officers responded to the emergency room,32068,24
ZP0QYeArMwU,56.4,8 31 am,false,8:31am,okay very well so what's the time there||it's uh 8 31 am okay you're absolutely||yeah totally okay and how is the weather,21698,27
ckr2qh-epuA,120.6,8 31 am,false,8:31am,roommate and dumping his body into state||events unfolded at around 8 31 am on the||14th of april 2022,18993,24
9xwjDU3L4T4,542.7,8 31 am,false,8:31am,can set your basal rate to 0 99||units per hour from 7 29 to 8 31 am if||that's how precise you want to be and i,54308,26
iBr0T1o0HSg,114,8 31 am,false,8:31am,posted by Tom Ford at Tom Ford on||October the 17th at 8 31 am Miley Cyrus||and Rihanna were some of the first to,11724,22
ZCDxPa7WbBk,1721.6,8 31 am,false,8:31am,yeah||and now it's 8 31 am in the morning||so now I'm gonna try my hair and after,12979,22
wP3IPA26IzA,75,8 31 am,false,8:31am,minutes away||it's 8 31 am now||i'm trying to figure out different,15108,27
g9YVJm2mMj4,8.2,8:31 A M,true,8:31am,IN THE||>> Steve: 8:31 A M IN THE||EAST,133666,25
jgp_Ki8UfsE,12.1,8:31 A M,true,8:31am,"IT'S INTERESTING, AT THE START||OF THE DAY TODAY, CALL IT 8:31 A M||TO BE EXACT WHEN THE",13829,25
rn3UYDdBCi4,0,8 31 a m,false,8:31am,on August 13 2022 at 8 31 a m local time||a meteor was observed flying right over||Salt Lake City Utah Sonic Boom shook the,1663374,19
VejmdDo2HEk,332.7,8:31 a m,false,8:31am,good morning guys and what is up welcome||back to no it is currently 8:31 a m first of all we got some coffee and I'm||so excited you guys because,887920,22
oU8eE-Xazss,18.8,8:31 a m,false,8:31am,do it start vlogging dude good morning||it's 8:31 a m and i'm back vlog time||here probably like every three months i,523082,23
1f6RBCsjqxA,379,8 31 a m,false,8:31am,meeting of the carroll isd board of||trustees at 8 31 a m on november 2nd||2018,506372,25
8gKMKHD55zk,141.2,8:31 a m,false,8:31am,Rock'em isn't some SM Megamall today is||July 5 and it is currently 8:31 a m and||I'm so sorry for my face I just woke up,362200,22
HlSSFi1WgBs,352.2,8 31 a m,false,8:31am,are not perfect atheist agenda 8 30 am||wake up 8 31 a m cry about creationism||in schools 8 45 a m shower in blood,380006,24
HC5UcLLKcYM,388.6,8 31 a m,false,8:31am,you're Drew Darnell seconds before||getting kidnapped on December 30th 8 31 a m Central Standard Time don't think||you're safe true we're still going to,273345,20
hSE4AZ8xxo8,1271.6,8 31 a m,false,8:31am,like an hour literally we came in at||seven this morning it's 8 31 a m no||breakfast no breakfast I'm starving to,215510,2
gB-ev2-isPs,3.9,8:31 a m,false,8:31am,here's me leaving school to school||Alexa what time is it it's 8:31 a m yes||welcome back,176012,24
UQ6xQdxgdRA,1117.5,8 31 a m,false,8:31am,on a Monday he was born at 8 31 in the||morning 8 31 a m yeah so March 6th is||his birthday which is,131128,19
4p-dEY0-slw,511.5,8 31 a m,false,8:31am,the day||right now it is currently 8 31 a m so i'm gonna chill for a bit probably go||for a walk with a,113939,24
SiEY5HRSIz4,506,8:31 a m,false,8:31am,Miami Florida for the local time is||currently 8:31 a m that's what done||landed in Miami so this next flight is,107133,22
bMkmzVnb5l0,401.1,8 31 a m,false,8:31am,finished math class||and it's 8 31 a m your class doesn't||even start for another hour,103418,22
y3JN4cXOoUs,137.3,8:31 a m,false,8:31am,proceeded to the garage arriving in||around elec 8:31 a m it was on the roof||when mr,47021,25
anOqWXkIFTw,10.6,8 31 a m,false,8:31am,Tuesday November 15th||8 31 a m my name is Brandon Kelsey along||with me is Miss Pearl wise Mr Tony Bear,51832,27
qP7_9cPvtvQ,3.9,8:31 a m,false,8:31am,it's 8:31 a m and I'm currently talking||to my laptop and I don't exactly know||how,30396,10
ITy9fH2NUmE,1024.2,8 31 a m,false,8:31am,let's quickly go through where the||markets are this morning it's 8 31 a m London time||so we've got spot gold at 1955 it's down,35112,25
Cknm-Uph26E,1216,8 31 A M,false,8:31am,I should get there||8 31 A M let's say 8 40||what is this guy doing,61087,22
0iWiiAUoxA4,3,8 31 a m,false,8:31am,when you see that 57 26 was spent at||walgreens at 8 31 a m while you're||deployed in afghanistan oh my god,17866,22
0iWiiAUoxA4,1631.1,8 31 a m,false,8:31am,when you see that 57 26 was spent at||walgreens at 8 31 a m while you're||deployed in afghanistan oh my god,17866,22
j9hm9H06ef8,235.5,8 31 a m,false,8:31am,in your body okay it's a little bit||later now it's 8 31 a m as in this is smack||bang in the peak of rush hour,19061,23
qQU2zPMzvrY,146.3,8:31 a m,false,8:31am,today is Saturday the 22nd of November||2014 and the time currently is 8:31 a m the next three trains on platform to||Kiama in six minutes Bondi Junction in,20494,22
IIOmzuJ3Cvk,314.5,8:31 a m,false,8:31am,work this person is going in the hearts||of the funniest part is 8:31 a m this||person was up early getting in work but,16236,24
