id,timestamp,token,manual,time,lines,views
1Z7BRbxxZoo,809.9,5:54pm,true,5:54pm,to an agreement within 30 minutes or we will open fire||At 5:54pm no agreement had been reached and sure enough the British pointed their cannons||at the,747495
ct7RzIoTz34,887.7,5:54pm,true,5:54pm,Can I be in your first vlog?||It is 5:54pm Food will finish around 7pm||We need get home in an hour otherwise it will,59323
CIPhlvn3V-o,131.9,5:54pm,true,5:54pm,The Satria-1 mission is currently scheduled for Sunday 18th at 9:54pm UTC or 5:54pm EDT||I wanted to share a Tweet from SpaceX having hit an achievement with the,3627
FeOY80M6FzE,575.1,5 54pm,true,5:54pm,"note that the members in this place were not actually||contacted about these amendments until 5 54pm today, when we received an email||My office",1442
q1OGl6Gvdto,368.3,5 54pm,false,5:54pm,offline||what the hell 5 54pm um hello||question mark question mark who are you,42300
mCNecSWZbs0,1129.4,5:54 PM,true,5:54pm,"or just provided, it was a sighting||At 5:54 PM , Emma uses her debit card||to purchase a cell phone at the same 7-Eleven",5898876
9EqFYMrElT4,1833.6,5:54 PM,true,5:54pm,So we definitely covered a lot of territory||It's 5:54 PM This last cove right here is about seven and a half feet||deep right here,400126
1H1MH7ml8WI,388.3,5 54 pm,true,5:54pm,it's okay||i'm not so upset hey guys it is march 18th at 5 54 pm i just got an update to my uva application||i was deferred in the early,19696
W1WOTHRrKJU,0.8,5:54 PM,true,5:54pm,"NARRATOR: At 5:54 PM on Friday, March 10, 1933,||an earthquake shakes the Los Angeles area||The quake affects 75,000 square miles and kills 120",7965
9D0NVdh5H_8,2.9,5:54 PM,true,5:54pm,"call at about 5:54 PM and the officers||arrived within about a minute or two||What we have, what we",8428
0jpmqZMYnqQ,120,5 54 pm,true,5:54pm,have to pay do i have to pay you for that||um no it's 5 54 pm yeah 5 54 okay i got it||and you tell me something about yourself,55418
wCON2n0dUxg,248.5,5:54 PM,true,5:54pm,"good first part of the day, to be having business meetings, or||By 5:54 PM Pacific Time, the Moon will go void of course until||on the 28th, Thursday the",3792
LcFRpcXpBho,260.2,5 54 pm,false,5:54pm,next seen on footage at 3v restaurant at||5 54 pm he picks up the food and he's||out of there within a minute,849519
Q1osuWfCPo4,1469.9,5 54 pm,false,5:54pm,car and went to alert the authorities||5 54 pm meters away from the parked car||local resident makim ahmed had just left,814020
j2tMZARoBgs,795.4,5 54 pm,false,5:54pm,memes they came up with||5 54 pm now fast forward only 17 minutes||and aiden takes back everything he said,285293
6QF6d_HhvAg,167.7,5 54 pm,false,5:54pm,purchase and departed five minutes later||he arrived at the 3v restaurant at 5 54 pm and picked up the takeout order||what Patrick did not know is while he,188977
h9guFCCG8_g,1036.6,5 54 pm,false,5:54pm,he did get a text message from the||babysitter but that was at 5 54 pm around the time he called 9-1-1||the police searched harold's jeep and,169482
xPZZvnrTCbU,67.9,5 54 PM,false,5:54pm,their lives today is Monday December||12th at 5 54 PM as I record this and||I've just watched Dr Phil cover the case,160235
3ueFBcu-uW8,325.1,5 54 pm,false,5:54pm,he's next seen on footage at 3v||restaurant at 5 54 pm he picks up this||the food and he's out of there within a,138640
5iCdGiBD-U0,308.6,5 54 PM,false,5:54pm,Rayquaza alright let's see how the||next 50 raids treat us okay it's 5 54 PM my RAID hour is about to start and we're||currently at 57 Rayquaza caught,318482
-mQ60wNgKrQ,35.9,5 54 pm,false,5:54pm,the first photograph of the warehouse on||fire was uploaded to twitter at 5 54 pm we carefully geolocated this photograph||by identifying the key buildings and,712150
-mQ60wNgKrQ,232.6,5 54 pm,false,5:54pm,minutes||the first plume at 5 54 pm emanates from the northeast corner of||the warehouse,712150
-mQ60wNgKrQ,346.3,5 54 pm,false,5:54pm,to the station||at 5 54 pm in this footage||taken by the fire brigade on their,712150
72Zc8l0kFxI,44.9,5 54 PM,false,5:54pm,illegal and unconstitutional||this happened at about 5 54 PM local||time in Pakistan,106027
H6K6jJJb35Y,242.3,5 54 pm,false,5:54pm,city's nlp 38 district||at precisely 5 54 pm our systems||detected a powerful summoning,140911
JfKTZeoxVmk,1915.8,5 54 pm,false,5:54pm,an ordinary pocket watch set to the time||5 54 pm i will now send this pocket watch along||with the device,58680
w26bNxkSToY,486.7,5 54 pm,false,5:54pm,medicine and leaves the store he then||gets to 3v by 5 54 pm and picks up their||food when Patrick got home at 609 PM,45952
WvlT5Fz_Xro,346.6,5 54 pm,false,5:54pm,so as you see as i'm writing to the||trapper it's 5 54 pm and the amount of players is 24 players||so it was a full session and,57091
E-zdCOHS7Cs,215.4,5 54 pm,false,5:54pm,at warehouse 12||at 5 54 pm minutes before the explosion||the fire brigade received a call from,91043
wrVGMzrwxGs,311.3,5 54 PM,false,5:54pm,getting straight out||it eventually got to be about 5 54 PM which was six minutes before we closed||time to enact the plan,35438
