id,timestamp,token,manual,time,lines,views
asdSup6blZs,96.2,4 13am,true,4:13am,naari = woman||It's 4 13am We're at Thane station||We have to go to Mumbai Airport Terminal 2,193094
QAClVYK__Ag,283.1,4:13 AM,true,4:13am,"Emergency services tried to revive Helen but to no avail||At 4:13 AM , she was pronounced dead||The coroner's report stated multiple stab wounds",984955
6PXUVmLc7eY,188.9,4:13 AM,true,4:13am,but all efforts were unsuccessful||and she was pronounced dead at 4:13 AM The Lancaster County Office of the Coroner released||that Helen had died from multiple stab,920751
UMEUl9fsIUM,167.1,4:13 am,true,4:13am,"Siri:||In Paris, France it's 4:13 am||Open the 'Mail Settings'",31333
x_1rEn6Angc,170.6,4:13 am,true,4:13am,"in the hallway with 3 males||And at 4:13 am , footage shows a male carrying an obviously drunk Christine back to the other||room",38759
QAClVYK__Ag,281.5,4 13 am,false,4:13am,emergency services tried to revive helen||but to no avail at 4 13 am she was||pronounced dead the coroner's report,984955
1YCtiaEen44,374.9,4:13 am,false,4:13am,they're 13 hours ahead well 13 hours||ahead is actually 4:13 am not 2:13 a m||you can clearly see the moon wouldn't be,538501
9oOLlA7L6ZI,480.6,4 13 am,false,4:13am,Anna's time of death or attack at||approximately 4 13 am to 4 17 am which||if she was active on Tick Tock at 4 12,488059
l_i3m2RLVv0,276.7,4 13 am,false,4:13am,either way as i receive these leaks it||is 4 13 am so||i hope you enjoyed it make sure to,420542
EuO6X5VDfqE,908.6,4 13 am,false,4:13am,rosales but no response||at 4 13 am meanwhile another security||camera,164407
BFFn2nb1s2s,1313,4 13 am,false,4:13am,fountain||4 13 am and toby's alive apparently the idiot||was cleaning the other washroom as we,145391
QFfoAXdDVQ8,293,4 13 am,false,4:13am,don't understand is why they stated her||time of death was at 4 13 am it is stated in multiple places||that the 911 call,93471
ogyYhk6VjQM,982.4,4 13 am,false,4:13am,her hand went limp as he finished||she passed away at 4 13 am Julie's death was the first bear-related||death in the Park's history of,78407
s-26t6YYfOI,457.7,4 13 am,false,4:13am,apartment show someone driving Sean's||truck out of the front gate at 4 13 am the truck was eventually found some two||months later on a street nowhere near,75049
lPd_lLu4OVg,59.8,4 13 am,false,4:13am,in their tweet the german army said||this morning at 4 13 am there was an||exchange of fire between afghan guards,54834
VME5sw16vM4,17.7,4 13 am,false,4:13am,all of this||but real quick before that 4 13 am elon||tweets do you want tesla to accept,47586
LWBiDqxYpLM,594.4,4 13 am,false,4:13am,my room is just about all picked up||it's 4 13 am right now so i'm going to||put my mask on and then head,48846
kUUQnSuN3IQ,148.6,4 13 am,false,4:13am,according to police helen miller was||unfortunately pronounced dead at 4 13 am claire||is also being tried as an adult because,46637
zICK7A461xI,522.3,4 13 am,false,4:13am,his phone also pinged tower in batavia||ohio at 4 13 am and then five minutes after that||it pinged off another tower near half,37848
LVABGorKZQE,729.1,4 13 am,false,4:13am,by the way you know what time it is it's||4 13 am do i have a sleep schedule||what,43098
EtubTsP6z0M,208.8,4:13 am,false,4:13am,a passion for it||at the after-hours stereo it is 4:13 am and that's how they do it here in||Montreal excited I think a lot,24461
OLCgxn00q_s,566.7,4 13 am,false,4:13am,2021||at 4 13 am hello lazy bed head first of||all i want to say thank you for reaching,33256
ArM9DMFqxzE,214.6,4 13 am,false,4:13am,like i said it's a magnitude 3 0||so that would have been at 4 13 am and you can see we got rounded tops||um i'm not surprised we got,14037
LILdVmjyMPY,505.9,4 13 am,false,4:13am,daniel or waiting for the adelaide to||outer harbour train service at 4 13 am the train arrives and the group hop on||with there being about 30 odd punters,15017
N3Ir83x0oiw,419.4,4 13 am,false,4:13am,a tower in edgewood||by 4 13 am it pinged on a tower on||filigree road in batavia,13354
2p9__S4AhOE,28.7,4 13 am,false,4:13am,because the reason why i'm recording at||4 13 am because i stood up till 3 am to||uh you know uh wait for this,12355
x_1rEn6Angc,169,4 13 am,false,4:13am,showing christine in the hallway with||three males and at 4 13 am footage shows a male carrying an||obviously drunk christine back to the,38759
ebh9jrNrJl8,573.6,4 13 am,false,4:13am,first night i heard what i assumed was a||large critter at first as of 4 13 am when i post this i think they're gone||for good,11017
hDFrItIukLk,197.7,4 13 am,false,4:13am,about how no assistance can be provided||to us between 3 13 am and 4 13 am maybe||you're brave to sweepers i don't know,13262
0IQPwZlmsZ8,106.8,4:13 a m,true,4:13am,confrontation between the two in the footage||Stepha’s phone last pinged at around 4:13 a m somewhere near Club Peppers on the night she||disappeared,213401
BBkms_-CT_w,201.9,4:13 a m,true,4:13am,Every day||I wake up at 4:13 a m to start preparing the chocolates||- That’s really early,111907
7owOPyronwA,5.4,4 13 a m,true,4:13am,welcome back to another video it is very early||in the morning it is currently 4 13 a m and i am||headed to dc this week and i thought i would take,13438
CFI4ix3Sf6k,1699,4 13 a m,false,4:13am,know that anyways see you tomorrow||the problem is i can't sleep it's 4 13 a m i have insomnia remember oh it's no use||new bed,7171025
nHgFhvP8q3k,335.3,4:13 a m,false,4:13am,driving lunch truck out of the front||gate at 4:13 a m the truck was||eventually found some two months later,2238925
EKzIlL6b5HE,333.8,4:13 a m,false,4:13am,apartment show someone driving lunch||truck out of the front gate at 4:13 a m the truck was eventually found some two||months later on a street nowhere near,1186739
6PXUVmLc7eY,190.5,4 13 a m,false,4:13am,she was pronounced dead||at 4 13 a m the lancaster county office||of the coroner,920751
bDO7Clgz3Zg,281.5,4:13 a m,false,4:13am,the next||report was sent at 4:13 a m which||explained that a dc-3 was 80 kilometres,707378
