id,timestamp,token,manual,time,lines,views
EPaBRegvkuQ,30.2,7:33am,true,7:33am,"very important fact from drivers||Just minutes before, at 7:33am , the bridge had been involved in a catastrophic accident…||and rather than a solid steel",2681297
EPaBRegvkuQ,263.6,7:33am,true,7:33am,late||At 7:33am the freighter struck a support pier at the centre of the Sunshine Skyway Bridge||Almost,2681297
HqpmWWXXrLU,1447.3,7 33am,true,7:33am,see it at the moment||But look at the time 7 33am on the 10th but the pictures that were shown in court were||taken 24 hours,53472
j920h4GWpP0,187.4,7:33 am,true,7:33am,"1954, on the 6th of September||On the 9th of May 1980, at approximately 7:33 am , the MV Summit Venture freighter collided||with one of the bridge’s support columns",611664
iCS4FFdIDtk,5.7,7 33 am,false,7:33am,she likes to be woken up every morning||at 7 33 am on the dot if it's any||earlier she won't get up out of her crib,19554733
EPaBRegvkuQ,29.9,7 33 am,false,7:33am,drivers||just minutes before at 7 33 am the||bridge had been involved in a,2681297
EPaBRegvkuQ,262.3,7 33 am,false,7:33am,attempted evasive action but it was too||late at 7 33 am the freighter struck a||support Pier at the center of the,2681297
EF25H3mLoJk,17.4,7 33 am,false,7:33am,in my life right now and then||it was thursday 7 33 am tomiko higashita||arrives home,957049
R320aV_34GI,361.8,7 33 am,false,7:33am,straight into the anchor arm Pier 2s of||the Bridge's southbound span at 7 33 am the secondary support Pier collapsed||immediately upon impact causing the,295033
HtJmum2L_Ss,609.6,7 33 am,false,7:33am,anymore no and you know||literally 7 33 am he just tweeted this||strong stock market numbers,186750
is4aqzoX1o8,199.2,7 33 am,false,7:33am,tuesday december 29th||7 33 am last night i went to bed at tennis i||tried to anyway my heartbeat was,174737
Msm-VO0oOkc,119.3,7 33 am,false,7:33am,saying this was his instagram profile as||a friday at 7 33 am okay it says flame||well upon further,85554
6cLbReTdBk0,353.9,7 33 am,false,7:33am,wearing white shirt with blue tie grey||pants last seen on today at 7 33 am and||leaving his house located on moffett,121200
u7I3DySxzrU,740.2,7 33 am,false,7:33am,do get a five minute grace period so||if i would have signed in at 7 33 am i would have gotten a performance point||needed to contact my manager my manager,72469
qO5rIHmjfgc,262,7 33 am,false,7:33am,million miles from earth||at 7 33 am the aryan 5 passes over the||horizon from kero and is now out of,35816
WQkPPlIt4PI,196.6,7 33 am,false,7:33am,with hinata||this part is a phone call friday 7 33 am hey karoo what is it oikawa have you||heard about chibi chan,27989
ujPC_91BKVM,15.1,7 33 am,false,7:33am,do i have left two can i have them now||it's a double stick situation 7 33 am and you've already smoked all five||you're out of control,22970
QbGWTCfDcuI,78.6,7 33 am,false,7:33am,to on during this test so i took the||galaxy z4 off the charger at 7 33 am and||it had 100 battery fully charged and,34713
