time,name,artist,artist_id,artist_others,id,suffix,preview,artist_img
10:00,10:00 PM,Gera MX,2hejA1Dkf8v8R0koF44FvW,,1DJIkBrOBG6Nhy37DRveei,pm,470515f2e852d9aa070739ce492fe331fb94e261,ab6761610000e5eb9b02a3fef8eb61b5bf6c9375
10:00,10:00,Danger,2o3U0ld93tHYowkoari4Vi,,7KzKhXQ0LSBUvHNJHhRqAr,,7ee75f5fed53ab97edd6c6e80c627d0fea1fea85,ab6761610000e5ebbb894338b2aba1124ec708d4
10:00,10:00 PM,Twayze,6VdbmGjlzMpZaoezvL8Woj,"Lulb,Lil Geno,Lil West",2ntOkSzAbfl3csr27Octxc,pm,d9be15974ba083500f6e3f7a19da1df4c3917f04,ab6761610000e5eb4f383041b0306b465a218a3d
10:00,10:00 PM,Shin Giwon Piano,0hKq3u04JU5IuGNSTGyngJ,,5C6OrpFsnOydG7k7TOA866,pm,0f2665955772fe3c954a85249d6fa020dfc86c2d,ab6761610000e5ebf0722248fd9cc741474c699c
10:00,10:00 PM,Questions,5jrebXuijBo9vamZKMTVfZ,,4DFEDRxwrOmOizUUpM91tu,pm,30ecba501992f54f323ff9c887751d3c14a67171,ab6761610000e5eb1bbefd2d8cbbc5e27eacdac2
10:00,10:00 pm,Ariezz,6y2hoeYDGznJV5gKzTEf2M,,3CTdPP70hprb1VvvXACWO1,pm,949587195609fc27a468c4cbd8d65c05c355cbcf,ab6761610000e5eb1d826601b2b1c67640391946
10:00,10:00 pm,Nature & Sounds Backgrounds,0EXz07wwHOJ8CsFPxcaYMO,"Reading Background Music,Relaxing Study Music Playlists",4ZSKTQSLS0mEkbPZ9gXZrZ,pm,e17a00b06de4200a0662beee7b6aca56d2d5e215,ab67616d0000b27378084d5283b1fe614cace853
10:00,10:00 PM,ChinoMilk,24TAxZubg56YTAuAkedM9O,,2X7JngnrlpWLwEZ5dxT6GG,pm,eb2e58fe05b1c62eb820588c2bc442f1e6e00325,ab6761610000e5ebc35bf88c6a9c399830b19442
10:00,10:00 AM,Half Japanese,1YPYaJyUobMi0eABhZo92N,,6gjupNIteuD8OoKJRkgnhO,am,08dca7a5399656f35b7c632d61c2f5e02516b914,a1b2cc0e92d0b0bdb14bf9d1523f5710cbfc2280
10:00,10:00 P.M.,Larry Carlton,7aRi9OzdA2ciputfuguaPK,,0ARChe6hJuCzyHxGKHEvOw,pm,806f12bce2aef00b41eed1d995dc1505f2bc7b30,a4df69effc0075a846ffafaa2670735275407636
