id,timestamp,token,manual,time,lines,views
Hjg5rKt6CBo,1297.9,10:52pm,true,10:52pm,depending on who you asked *fail safe line*||*Transition to Tuesday October 2nd @ 10:52pm PST*||Another week went by and just when things started,844887
ZnYm7P4Oyis,635.9,10:52pm,true,10:52pm,anti-submarine net by 10pm||By 10:52pm she was spotted by a searchlight of the moored||USS Chicago which immediately opened fire,235328
cFHor4piFi8,580.3,10 52pm,false,10:52pm,a video anywho hope you||enjoyed me rambling about||styles of yakuza at a smooth 10 52pm undefined,309903
W4JFrN-HLHE,659.4,10:52 PM,true,10:52pm,undefined 10:52 PM guys||It's so weird guys||The radio is fetching sounds,4605917
zvdSV3CFc2Q,70.1,10:52 pm,true,10:52pm,"let me just check with my new watch||It's 10:52 pm , and I'm just starting the vlog||That is insanely late",663509
K_CBfRje888,292.2,10:52 pm,true,10:52pm,are going from Indigo airlines and our departure is 2:05am||now the time is 10:52 pm and we are sitting here from 10:30 pm||and this is our counter which,561704
IA1SL-TgQ3Q,267.8,10:52 PM,true,10:52pm,"- So, this is the location of the murder||- At 10:52 PM , the sheriff called me||to request my assistance at the crime scene, on his behalf",372405
GgSP0k3tDUM,1071.4,10 52 pm,false,10:52pm,living the high life baby order straight||to my door at 10 52 pm you know what||else i'm going to order that i need,295815
lyrXfaHyf_I,128,10 52 PM,false,10:52pm,year||on March 30th 2023 at 10 52 PM the||Marion County Sheriff's Office received,294590
ZnYm7P4Oyis,641,10 52 pm,false,10:52pm,net by 10 pm||by 10 52 pm she was spotted by a||searchlight of the moored uss chicago,235328
675vUIszwtw,179,10 52 pm,false,10:52pm,apartment at approximately||10 52 pm both officers were wearing body||worn cameras,160485
lyrXfaHyf_I,128,10 52 PM,false,10:52pm,year||on March 30th 2023 at 10 52 PM the||Marion County Sheriff's Office received,294590
YGvlN-xOuVE,72.1,10 52 pm,false,10:52pm,spokesperson who advised that the||incident occurred around 10 52 pm towards the end of the show||at the time it was unknown on how far,145582
nS6Ze_uL0ks,810.2,10 52 PM,false,10:52pm,her meal and spit it at her face a||scuffle ensued and at 10 52 PM Danielle||attempted to call 9-1-1 on her cell,127791
1dizk8V3JGw,850.8,10 52 pm,false,10:52pm,phone||it was received at 10 52 pm and read I||want to die,226206
lCHuBbjR_yI,1338.9,10:52 p m,true,10:52pm,that states he||Manipulated the family computer to show a shut off time of around 10:52 p m Could easily just be explained as Christine simply using the computer at that time and,153117
KWb6t2pkjRk,82.1,10:52 p m,false,10:52pm,back room I don't think we should be||here every week that it's 10:52 p m with 8 minutes to find a spot equiping||in the spot everyone's leaving the,15937018
BzjqpRmVzuY,4.8,10 52 p m,false,10:52pm,from one penny to one million dollars in||24 hours currently the time is 10 52 p m so it's pretty late this is part 4 of||the series and we are,1449731
OsNhgQenLmU,536.9,10:52 p m,false,10:52pm,what the hell I'm gonna do right now||because it's literally 10:52 p m and I||don't know what the heck I'm gonna do,833815
zvdSV3CFc2Q,70.3,10:52 p m,false,10:52pm,let me just check in my new watch its||10:52 p m and I'm just starting the||vlog right is insanely late I've had,663509
-odOZc562is,536.5,10:52 p m,false,10:52pm,I'm going to do right now because it's||literally 10:52 p m and I don't know||what the heck I'm going to do like,671660
kKdC0zvFPLQ,1546.8,10 52 p m,false,10:52pm,um||later that night at 10 52 p m you're||just not my type you know i say,425586
-USmLPZJgwM,2597.6,10 52 p m,false,10:52pm,like right now i'm recording this at at||10 52 p m the day prior it says gonna be||going for like another 24 hours and then,376637
IA1SL-TgQ3Q,267.7,10 52 p m,false,10:52pm,murder||at 10 52 p m the sheriff called me to||request my assistance at the crime scene,372405
RJxxO-fkkEs,86,10 52 p m,false,10:52pm,I don't even know||I'm just literally two right now 10 52 p m you guys we're in the hospital yes||so yeah I'm pretty sure told,500994
UEvXkdRPDPY,308.5,10 52 p m,false,10:52pm,Ray what a nice guy follow me||I mean it's only it's only 10 52 p m you||know it's fine like nothing will happen,327172
H-AvpWYZ6g0,439.1,10:52 p m,false,10:52pm,questions but yeah because it is||10:52 p m and I'm getting tired okay||let's see I'm gonna answer a good,258394
qASh_0OlXkA,1250.9,10:52 p m,false,10:52pm,that's great awesome||and there goes the hatch open at 10:52 p m Central Time nana-chan I'm not as||much weight when you set up come,234407
Vf_LWR9Ai3Q,481.4,10 52 p m,false,10:52pm,before the day and so many hours later||so it's currently 10 52 p m and i just||wanted to give you guys an update on how,179499
tZznZiW2Oco,1230.7,10 52 p m,false,10:52pm,i want to show you guys one thing||right now it's 10 52 p m thursday||october 8th this video comes out friday,182338
OD6sBXm2bJM,1601.3,10:52 p m,false,10:52pm,brother the task is now over||10:52 p m big brother has supplied||housemates with refreshments I'll come,183535
moIgK8yjRRc,310.2,10 52 P M,false,10:52pm,Bailey's door okay all right||Bailey's porch 10 52 P M foreign so Bailey was the girl that||emailed I think right as we skipped,174046
gDl264q0xTc,507.7,10:52 p m,false,10:52pm,for my very last chicken of the day it||is 10:52 p m and I am just gonna get to||it I am thoroughly thoroughly impressed,159870
wVfIuFoYGQo,806.6,10 52 p m,false,10:52pm,that years is insane look at that||look it's 10 52 p m hurricane spider||for a day just cars left they're peeps,153941
