id,timestamp,token,manual,time,lines,views
61cDgORQkqE,1098.6,4 36 am,false,4:36am,night if you're watching this if you're||watching this at 4 36 am you leave a||comment let me know okay bye,261023
cR8VKsvL0LE,357.5,4 36 a m,false,4:36am,not used to being out in the streets||right now look it's 4 36 a m currently||we're used to being in bed at this time,697623
IYscJVAJbaQ,71.7,4 36 a m,false,4:36am,or abandoned at this industrial park at||4 36 a m the home is linked to adam hurd who's||now facing several charges in connection,624079
gVfWXvyGF40,5.7,4 36 a m,false,4:36am,oh my God hello hey man good morning||it's good morning 4 36 a m have you seen||the update they literally deleted those,492657
TohemlUbOtk,196.2,4 36 a m,false,4:36am,gosh next okay I'm going to sleep||bro look at the time it is 4 36 a m I||started this at 7 00 p m oh I moved my,397163
YFv2ka6MxXw,431.8,4 36 A M,false,4:36am,4 30||it's 4 36 A M in the bank good morning||on Instagram and I was on YouTube but we,213294
HSTe_RtLZhs,620.3,4 36 a m,false,4:36am,when i told you i was taking a nap||it's 4 36 a m i'm not really sure what||happened,177400
hcnsqosUyCo,346.9,4 36 a m,false,4:36am,flag they put the||4 36 a m that's dedication they're||disciplined yeah they're up at,183641
hcnsqosUyCo,350.4,4 36 a m,false,4:36am,that's dedication they're||disciplined yeah they're up at 4 36 a m yeah capturing Flags that's also organic||Anarchy that,183641
fOkdo88POiY,86.7,4 36 a m,false,4:36am,my eyes are getting really tired like||i'm not tired it's 4 36 a m um i'm gonna||drink another red bull right now which,143721
rN8wfNSXY54,22.2,4 36 a m,false,4:36am,doing did you sleep well I hope so guys||I slept well it's currently 4 36 a m in||the morning just woke up,106404
F0hmQrOuKW4,998.5,4 36 a m,false,4:36am,surveillance cameras Oh My Gosh okay and||then at 4 36 a m this individual walked||into the manager's office and closed the,137089
156pDEMPyD4,512.5,4 36 a m,false,4:36am,Hicks testimony with the data the next||entry is at 4 36 a m what is that||this is a message from the defendant to,341350
