id,timestamp,token,manual,time,lines,views
h9c4Z6CIn6E,139,9 54 am,true,9:54am,By the way this counter but also has a washroom||At 9 54 am the coach number||107 AC,199550
IG1oDlB9o9Q,31.7,9:54 AM,true,9:54am,"up, got on true social, and here||is what he sent out yesterday morning at 9:54 AM just watching Fox News||They are so bad,",139166
wyxlgirCnr0,1442.4,9 54 am,false,9:54am,no bigger guy we're gonna do two||handcuffs okay so the time is 9 54 am you are under arrest for the offensive||dui okay,2793778
1m5P-KhXd5M,2123.5,9 54 am,false,9:54am,no bigger guy we're going to do two||handcuffs okay so the time is 9 54 am you are under arrest for the offensive||dui okay,1095134
tcy1Hr9xJkY,43.2,9 54 am,false,9:54am,stephanie mcmahon is now interim ceo and||interim chairwoman if the time is 9 54 am you are under arrest for the office||of the ui okay i want you to,235336
ik_20RBOOus,87.5,9 54 am,false,9:54am,and let's celebrate amazon prime day||it's 9 54 am let's get down to business||all right guys so the best everyday,255559
PRsx63jOCYI,368.6,9 54 am,false,9:54am,one bigger guy we're gonna do two||handcuffs okay so the time is 9 54 am you are under arrest for the offensive||dui okay,168178
j_TbYqioOek,108.2,9 54 am,false,9:54am,'s name was she replied that it||was a 14 year old named Maddie Lawson 9 54 am she texted police he's tying her||up and 15 minutes later she added that,150593
8z-xrUE0kwk,1537.1,9 54 am,false,9:54am,was rushed to the hospital but||pronounced dead at 9 54 am the incident||record the time of the shooting as 9 13,222423
BbcaSzNIgyQ,1750.3,9 54 am,false,9:54am,'s name was she replied that it||was a 14 year old named Maddie Lawson 9 54 am she texted police he's tying her||up and 15 minutes later she added that,145199
xMKu9olipSI,51.4,9 54 am,false,9:54am,'s name was she replied that it||was a 14 year old named Maddie Lawson 9 54 am she texted police he's tying her||up and 15 minutes later she added that,219215
l4UbZw1bPDo,557.8,9 54 a m,true,9:54am,delay let's dig in it has||only been a couple of hours it is 9 54 a m first order of business is to break into the eggs||and it is my favorite,212784
BbcaSzNIgyQ,1761.1,9:54 A M,true,9:54am,YEAR-OLD NAMED MATTIE||9:54 A M AND SHE TEXTED THAT THEY ARE||TYING HER UP AND SHE ADDED THAT,145199
xMKu9olipSI,60.5,9:54 A M,true,9:54am,YEAR-OLD NAMED MATTIE||9:54 A M AND SHE TEXTED THAT THEY ARE||TYING HER UP AND SHE ADDED THAT,219215
Q-BvuFPmy6U,333.4,9 54 a m,false,9:54am,pronounced dead||at 9 54 a m at stroger junior hospital||of cook county according to the cook,2902306
Be1ASAGXrm8,41,9:54 a m,false,9:54am,so yesterday morning okay December 10th||2018 at 9:54 a m I reached out to her||to get her side of the story she didn't,1052167
qFZQTPZwSlg,16.2,9:54 a m,false,9:54am,i doing good morning it is||9:54 a m we have to leave at 10:30 for||the pre meeting then we have a,792629
6bip2jZ7Jv8,1611.7,9:54 a m,false,9:54am,he had never met congressman Giffords||at 9:54 a m Lautner arrived by taxi||outside the Safeway store lots of small,614742
IVAUIEM1160,1598.2,9 54 a m,false,9:54am,welcome to indie horror games Ash like||it is like it is 9 54 a m and I am in my||feelings right now you feel that yeah I,655520
-sSOkg5qGXk,1612.4,9 54 a m,false,9:54am,congressman giffords||at 9 54 a m loughner arrived by taxi outside the||safeway store,709901
vuv6nC6rnFY,191.6,9 54 a m,false,9:54am,damn bro 800 867 players and it's dying||it is currently almost 9 54 a m everybody's in school and the game has||424k people playing and it's dying,598844
Ui1x5p6JiSg,405.3,9 54 a m,false,9:54am,having this baby today||it's 9 54 a m she's going to go home||sleep and just labor at home as much as,936729
sbw8inAELmQ,355.2,9:54 a m,false,9:54am,that Oh||9:54 a m okay let's see what happens||just an hour later into the endeavor,261278
XsArykLLAME,90.4,9 54 a m,false,9:54am,talk about this it's so crazy how||la and dubai time so my 9 54 a m is||there,253810
1Qd6Jrr3LlA,32.6,9 54 a m,false,9:54am,answer that question what were you doing||three days ago at 9 54 a m i don't know i don't remember you don't||remember dm and her,250722
-V5BCYvfSjw,391.5,9 54 a m,false,9:54am,hashtag||get well baby mama friday 9 54 a m i had one effing job to do yo and||that was to protect you and,231546
r2gfyNCErf8,2270.5,9 54 a m,false,9:54am,the 6200 Block of South Eberhart Avenue||Derek Johnson was pronounced dead at 9 54 a m at Stroger Junior Hospital of||Cook County according to the Cook County,346491
TgurkiPldEg,647.7,9 54 a m,false,9:54am,the next full moon is on sunday march||12th at 9 54 a m right now the moon is||waxing new moon occurred on february,193905
Vueyrty-LXg,12.5,9 54 a m,false,9:54am,the 6200 Block of South Eberhart Avenue||Derek Johnson was pronounced dead at 9 54 a m at Stroger Junior Hospital of||Cook County according to the Cook County,215935
Lk5c2o85Iuw,680.1,9:54 a m,false,9:54am,black crime before we strike back||9:54 a m yesterday morning Ice Cube you||got your wish bro,188686
l4UbZw1bPDo,561.8,9 54 a m,false,9:54am,it has only been a couple of||hours it is 9 54 a m first order of||business is to break into,212784
